QikProp_.stars	QikProp_.amine	QikProp_.acid	QikProp_.amide	QikProp_.rotor	QikProp_.rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip.2.V	QikProp_ACxDN..5.SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo.w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP.eV.	QikProp_EA.eV.	QikProp_.metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAfluorine	QikProp_SAamideO	QikProp_PSA	QikProp_.NandO	QikProp_RuleOfFive	QikProp_.ringatoms	QikProp_.in56	QikProp_.noncon	QikProp_.nonHatm	QikProp_RuleOfThree	QikProp_ACxDN..5.SAxSASA.MW	Activity
2	0	0	0	1	0	1	155.199	2.348	372.598	0	26.056	346.542	0	588.537	0	1.5	0.0093714	0	0.9115359	20.067	6.378	7.03	4.407	2.737	-2.274	-2.392	-4.616	5608	0.294	3189.502	-0.683	9.408	0.577	2	-0.117	3	100	0	0	12.147	1	0	12	12	0	12	0	0	3.98
2	1	0	0	6	1	1	157.255	3.723	437.18	392.195	44.985	0	0	703.665	0	4	0.0196936	0	0.8751492	18.154	4.979	7.143	3.694	1.099	-0.211	0.491	-4.278	925.145	0.209	503.16	-3.835	9.136	-0.866	2	-0.664	3	86.473	0	0	31.725	2	0	0	0	0	11	0	0	2.67
4	0	0	0	1	0	1	121.182	1.738	351.885	221.89	19.356	110.638	0	540.922	0	1	0.0055824	0	0.9124049	15.908	4.159	4.836	2.215	2.315	-1.978	-1.542	-3.477	6491.477	0.348	3735.917	-1.39	9.733	-0.071	3	-0.122	3	100	0	0	11.579	1	0	6	6	0	9	0	0	3.17
5	0	0	0	3	1	1	114.187	3.552	353.283	308.299	44.984	0	0	546.154	0	2	0.0231019	0	0.9146436	13.777	3.64	4.755	2.183	1.429	-1.056	-0.57	-2.913	3709.497	0.024	2040.385	-2.061	10.645	-0.89	1	-0.459	3	100	0	0	27.389	1	0	0	0	0	8	0	0	2.86
3	0	0	0	6	1	0	142.241	3.226	428.934	396.912	32.022	0	0	677.799	0	2	0.0153547	0	0.8699791	17.119	4.574	5.563	1.616	2.521	-2.321	-1.166	-3.636	4923.095	-0.08	2770.624	-1.534	10.581	-0.888	2	-0.204	3	100	0	0	24.807	1	0	0	0	0	10	0	0	3.66
11	0	0	0	0	0	-1	44.053	3.505	206.097	120.882	85.216	0	0	266.066	0	2	0.0461844	0	0.9707009	4.494	1.31	2.248	2.765	0.059	0.401	0.919	-2.006	1540.988	-0.039	789.476	-3.09	10.715	-0.842	0	-1.145	3	84.348	0	0	39.855	1	0	0	0	0	3	0	0	3.11
10	0	1	0	0	0	-1	60.052	2.313	215.952	96.267	119.685	0	0	282.75	1	2	0.0189146	0.0092613	0.9647363	5.162	1.911	3.72	4.487	-0.17	1.18	-0.032	-0.295	183.875	-0.294	100.885	-3.725	11.377	-1.022	0	-1.04	2	66.481	0	0	53.05	2	0	0	0	0	4	0	0.0333044	2.85
10	0	0	0	0	1	1	58.08	3.767	238.526	180.575	57.951	0	0	324.577	0	2	0.0437211	0	0.957577	6.836	1.678	2.864	2.657	-0.24	0.479	0.621	-2.218	2794.771	0.142	1502.441	-2.588	10.734	-0.866	0	-0.975	3	87.224	0	0	29.971	1	0	0	0	0	4	0	0	0.85
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12
11	0	0	0	0	0	0	41.052	5.004	203.341	109.093	72.383	21.865	0	257.097	0	1.5	0.0973876	0	0.9616209	4.344	1.122	2.593	2.327	-0.34	0.243	-0.249	-2.257	2039.351	0.042	1068.745	-2.776	12.413	-1.614	1	-1.037	3	84.189	0	0	25.658	1	0	0	0	0	3	0	0	1.49
5	0	0	0	1	0	1	120.151	3.799	325.83	82.01	50.861	192.958	0	495.736	0	2	0.0291184	0	0.9296975	14.886	4.647	5.662	3.911	1.578	-1.276	-1.056	-3.59	3262.748	0.111	1776.123	-1.681	10.026	0.467	0	-0.52	3	100	0	0	28.223	1	0	6	6	0	9	0	0	2.87
3	0	0	0	0	0	1	179.221	1.76	397.255	0	15.102	382.153	0	640.807	0	1	0.0048332	0	0.904858	23.141	7.044	7.801	4.362	3.399	-3.661	-3.254	-4.894	7123.43	0.441	4130.533	-0.452	8.518	1.277	0	0.211	3	100	0	0	11.396	1	0	14	14	0	14	0	0	4.89
4	0	2	0	5	0	-2	146.143	0.003	355.781	142.39	213.391	0	0	542.923	2	4	0	0.0158998	0.9046387	12.363	5.145	8.681	7.793	0.082	-0.822	-0.859	0.54	6.019	-1.476	3.185	-4.972	11.388	-0.967	2	-1.09	2	41.375	0	0	100.935	4	0	0	0	0	10	1	0.0387076	3.18
6	0	0	0	1	0	1	93.128	2.387	280.035	0	61.641	218.394	0	406.536	1.5	1	0.014014	0.0043735	0.9477328	11.559	4.442	6.061	5.259	0.901	-0.421	-0.96	-3.419	2578.456	0.046	1377.15	-1.79	8.119	-0.62	2	-0.599	3	93.277	0	0	26.347	1	0	6	6	0	7	0	0.0131511	3.03
6	0	0	0	1	0	0	106.124	3.612	299.07	18.821	75.643	204.606	0	444.411	0	2	0.0293641	0	0.9417048	12.943	4.465	5.15	4.094	1.476	-1.106	-0.759	-3.451	1899.217	-0.065	989.592	-2.097	10.051	0.508	0	-0.669	3	94.269	0	0	36.701	1	0	6	6	0	8	0	0	3.93
13	0	0	0	0	0	1	78.113	0	264.196	0	0	264.196	0	376.818	0	0	0	0	0.9549787	11.449	3.732	2.926	1.136	2.129	-1.641	-1.671	-3.52	9906.038	0.192	5899.293	-0.589	9.818	-0.415	0	-0.288	3	100	0	0	0	0	0	6	6	0	6	0	0	3.5
6	0	0	0	1	0	0	103.123	5.519	301.426	0	71.555	229.871	0	441.092	0	1.5	0.0690435	0	0.929687	13.052	4.433	5.463	3.752	1.557	-1.101	-1.927	-3.766	2076.562	-0.049	1089.839	-1.932	10.141	0.543	0	-0.545	3	95.435	0	0	25.658	1	0	6	6	0	8	0	0	2.98
1	0	0	0	2	0	1	182.221	3.837	395.311	0	42.851	352.46	0	648.177	0	2	0.0227149	0	0.9162667	21.868	7.21	8.188	4.888	2.6	-2.574	-2.734	-4.568	3886.363	0.103	2145.738	-0.876	10	0.642	0	-0.12	3	100	0	0	26.347	1	0	12	12	0	14	0	0	4.11
4	1	0	0	2	0	1	107.155	1.509	311.758	49.29	61.033	201.434	0	466.327	2	1	0.0048855	0.0045363	0.9328431	13.148	4.938	7.127	5.728	0.762	0.52	-0.108	-4.305	651.658	0.374	344.514	-3.805	9.377	-0.179	3	-0.554	3	81.776	0	0	27.058	1	0	6	6	0	8	0	0.013198	3.02
7	0	0	0	1	0	1	154.211	0.007	378.937	0	0	378.937	0	601.079	0	0	1e-07	0	0.9089747	20.878	6.533	6.294	2.565	4.09	-4.31	-4.256	-4.812	9906.038	0.192	5899.293	-0.089	8.985	0.32	0	0.32	3	100	0	0	0	0	0	12	12	0	12	0	0	4.8
8	0	0	0	0	0	1	157.009	1.746	292.953	0	0	215.865	77.087	429.343	0	0	0.0070964	0	0.9395149	13.09	4.355	3.873	1.919	2.987	-2.553	-2.576	-3.54	9906.038	0.192	10000	-0.759	9.836	0.177	0	-0.136	3	100	0	0	0	0	0	6	6	0	7	0	0	4.45
8	0	0	0	2	0	0	72.107	3.579	271.407	195.435	75.972	0	0	385.71	0	2	0.0332135	0	0.9441723	7.998	2.372	3.118	2.418	0.734	-0.066	0.324	-2.435	1885.634	-0.125	981.944	-2.728	10.642	-0.839	1	-0.882	3	89.867	0	0	37.533	1	0	0	0	0	5	0	0	3.65
3	0	0	0	0	0	1	152.236	3.835	360.04	318.373	41.668	0	0	594.355	0	2	0.0247481	0	0.9495346	17.632	4.489	6.282	2.839	1.91	-1.99	-1.409	-2.349	3988.085	0.255	2206.506	-2.287	10.294	-0.934	1	-0.192	3	100	0	0	25.735	1	0	7	7	6	11	0	0	3.14
13	0	0	0	0	0	1	153.823	0	265.135	0	0	0	265.135	373.997	0	0	0	0	0.9468398	8.813	3.599	2.881	0.45	2.479	-1.975	-2.127	-2.392	9906.038	0.192	10000	-1.52	11.043	0.926	0	-0.296	3	100	0	0	0	0	0	0	0	0	5	0	0	3.56
10	0	0	0	0	0	1	112.558	2.215	288.374	0	0	216.651	71.723	421.193	0	0	0.0116525	0	0.9423141	12.771	4.263	3.803	1.912	2.887	-2.387	-2.448	-3.499	9906.038	0.192	10000	-0.756	9.529	-0.075	0	-0.159	3	100	0	0	0	0	0	6	6	0	7	0	0	3.7
14	0	0	0	0	3	1	119.378	1.893	243.378	28.132	0	0	215.246	331.588	0	0	0.0108089	0	0.9519539	7.116	2.798	2.203	0.38	1.97	-1.172	-1.268	-2.309	9906.038	0.248	10000	-1.52	10.889	0.403	0	-0.419	3	100	0	0	0	0	0	0	0	0	4	0	0	3.06
7	0	0	0	1	0	2	120.194	0.346	347.684	164.75	0	182.934	0	540.922	0	0	0.0002218	0	0.9234283	16.599	4.647	4.506	0.573	3.265	-3.057	-3.447	-3.643	9906.038	0.522	5899.293	-0.779	9.604	-0.417	2	0.146	3	100	0	0	0	0	0	6	6	0	9	0	0	4.23
15	0	0	0	0	0	2	84.161	0	291.847	291.847	0	0	0	434.098	0	0	0	0	0.9500241	11.219	2.473	2.403	-1.089	2.863	-3.115	-3.202	-2.341	9906.038	0.776	5899.293	-0.246	11.317	-3.537	0	-0.122	3	100	0	0	0	0	0	6	6	6	6	0	0	2.96
9	0	0	0	1	0	1	100.16	2.04	302.373	253.013	49.359	0	0	454.96	1	1.7	0.009149	0.0056222	0.9461016	11.411	3.236	5.172	3.701	1.191	-0.742	-0.593	-2.404	3371.511	0.136	1840.203	-2.333	10.952	-3.098	1	-0.499	3	100	0	0	22.407	1	0	6	6	6	7	0	0.0169729	2.06
8	0	0	0	0	1	1	98.144	3.891	297.535	244.738	52.797	0	0	443.624	0	2	0.0341258	0	0.9454474	11.6	2.898	4.339	2.764	0.819	-0.626	-0.265	-2.415	3127.738	0.17	1696.818	-2.493	10.49	-0.903	2	-0.629	3	94.297	0	0	28.659	1	0	6	6	5	7	0	0	2.19
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.74
1	0	0	0	8	2	0	278.347	3.866	634.209	412.199	62.2	159.81	0	1052.783	0	4	0.0141961	0	0.7891479	32.368	9.506	12.097	4.931	3.971	-4.741	-3.488	-5.706	2547.15	-0.585	1359.086	-1.335	10.228	0.677	0	0.265	3	100	0	0	60.928	4	0	6	6	0	20	0	0	5.33
4	0	0	0	11	2	-2	258.357	0.012	658.397	563.717	94.68	0	0	1070.792	0	4	1e-07	0	0.768801	29.636	8.814	10.667	3.461	3.678	-4.809	-2.704	-5.273	1253.273	-1.167	631.431	-2.208	11.14	-1.142	2	0.189	3	100	0	0	71.65	4	0	0	0	0	18	0	0	4.85
13	0	0	0	0	2	1	84.933	2.435	219.128	64.367	0	0	154.761	286.87	0	0	0.0206689	0	0.9599699	5.327	1.916	1.435	0.301	1.407	-0.936	-0.803	-2.18	9906.038	0.321	10000	-1.52	10.63	-0.255	0	-0.549	3	100	0	0	0	0	0	0	0	0	3	0	0	2.42
7	0	0	0	0	0	2	132.205	0.23	337.423	178.513	0	158.91	0	530.941	0	0	9.97e-05	0	0.9397688	16.612	4.545	4.533	0.499	3.239	-3.381	-3.343	-3.264	9906.038	0.549	5899.293	-0.96	9.768	-1.128	4	0.159	3	100	0	0	0	0	0	10	10	6	10	0	0	3.63
1	0	0	0	4	2	0	222.24	3.98	504.561	282.459	62.2	159.902	0	813.515	0	4	0.0194738	0	0.835273	25.362	7.139	9.978	5.502	2.412	-3.043	-2.297	-4.96	2547.15	-0.272	1359.086	-1.719	10.228	0.676	0	-0.26	3	100	0	0	60.928	4	0	6	6	0	16	0	0	4.12
3	0	0	0	7	2	-1	202.25	0.012	528.374	433.694	94.68	0	0	831.365	0	4	2e-07	0	0.8092534	22.623	6.323	8.474	4.03	2.116	-2.996	-1.513	-4.618	1253.273	-0.822	631.431	-2.592	11.143	-1.141	2	-0.336	3	94.782	0	0	71.65	4	0	0	0	0	14	0	0	4.05
9	1	0	0	2	0	2	73.138	1.192	294.785	279.684	15.101	0	0	421.252	1	1.5	0.0033712	0.0050885	0.9219077	9.42	2.317	4.049	3.032	0.713	0.18	0.821	-3.522	1776.643	0.723	1018.634	-3.668	9.274	-2.885	1	-0.609	3	89.284	0	0	13.817	1	0	0	0	0	5	0	0.0205094	1.93
7	0	0	0	6	0	0	106.121	0.96	318.523	208.583	109.94	0	0	462.541	2	5.1	0.0019922	0.0226436	0.9080816	8.504	3.538	7.415	7.862	-0.527	-0.066	-0.217	-3.019	898.134	-0.687	440.471	-2.97	10.448	-2.655	3	-1.046	3	76.718	0	0	54.268	3	0	0	0	0	7	0	0.0679649	0.15
10	0	0	0	2	0	1	74.122	1.409	293.006	293.006	0	0	0	413.08	0	1.7	0.0048064	0	0.9154715	9.093	1.809	2.525	1.657	0.89	-0.114	-0.656	-2.9	9906.038	0.001	5899.293	-1.977	10.497	-2.708	1	-0.722	3	100	0	0	8.396	1	0	0	0	0	5	0	0	1.46
3	0	0	0	4	2	0	160.169	4.052	431.092	341.331	89.761	0	0	650.915	0	4	0.0252216	0	0.8425814	17.327	4.486	7.135	4.425	0.972	-1.641	-0.619	-4.079	1395.399	-0.52	709.172	-2.79	10.543	-1.031	1	-0.732	3	88.924	0	0	68.313	4	0	0	0	0	11	0	0	4.01
4	0	0	0	11	2	-2	258.357	0.012	658.397	563.717	94.68	0	0	1070.792	0	4	1e-07	0	0.768801	29.636	8.814	10.667	3.461	3.678	-4.809	-2.704	-5.273	1253.273	-1.167	631.431	-2.208	11.14	-1.142	2	0.189	3	100	0	0	71.65	4	0	0	0	0	18	0	0	4.98
4	0	0	0	5	2	0	174.196	0.012	463.554	368.876	94.678	0	0	711.771	0	4	2e-07	0	0.8316836	19.121	5.127	7.379	4.316	1.335	-2.093	-0.917	-4.256	1253.335	-0.65	631.465	-2.784	11.233	-1.032	2	-0.598	3	90.214	0	0	71.651	4	0	0	0	0	12	0	0	3.09
1	0	0	0	7	2	-2	206.195	6.865	471.35	316.677	154.673	0	0	744.872	0	5.4	0.0632667	0	0.8430944	19.161	5.977	9.279	5.68	0.454	-1.182	-0.947	-4.071	338.172	-1.309	153.251	-3.698	10.945	-0.71	2	-0.961	2	74.873	0	0	106.489	6	0	0	0	0	14	0	0	2.5
1	0	0	0	6	2	0	278.347	3.98	606.723	399.8	52.27	154.652	0	1028.643	0	4	0.0154013	0	0.8122402	32.637	9.165	12.302	5.203	3.876	-4.533	-3.488	-5.308	3163.911	-0.326	1718.04	-1.362	10.23	0.678	0	0.279	3	100	0	0	58.783	4	0	6	6	0	20	0	0	5.49
8	0	0	0	2	0	1	102.176	1.602	333.437	333.437	0	0	0	513.036	0	1.7	0.0050009	0	0.9294994	13.093	3.117	3.943	1.755	1.363	-1.09	-1.696	-2.673	9906.038	0.082	5899.293	-1.327	10.648	-2.723	1	-0.432	3	100	0	0	7.713	1	0	0	0	0	7	0	0	2.11
14	0	0	0	2	1	-1	76.095	0.37	240.681	240.681	0	0	0	349.038	0	3.4	0.0003923	0	0.9961044	6.53	2.098	2.606	3.206	-0.008	0.614	1.471	-1.595	9906.038	-0.881	5899.293	-3.088	10.95	-2.656	0	-1.363	3	100	0	0	17.34	2	0	0	0	0	5	0	0	1.04
1	0	0	0	2	2	0	194.187	3.93	425.923	190.201	74.186	161.535	0	676.784	0	4	0.0228188	0	0.8752534	21.189	6.04	8.788	5.846	1.438	-1.868	-1.701	-4.321	1960.617	-0.203	1024.217	-2.126	10.27	0.727	0	-0.572	3	94.294	0	0	61.163	4	0	6	6	0	14	0	0	3.7
5	0	0	0	2	2	0	132.116	3.577	343.993	241.785	102.208	0	0	510.379	0	4	0.0250668	0	0.8978638	12.987	3.471	5.872	4.741	-0.031	-0.316	-0.023	-3.185	1063.318	-0.402	528.652	-3.211	10.657	-0.957	1	-1.055	3	80.938	0	0	68.554	4	0	0	0	0	9	0	0	4.03
5	0	0	0	6	0	1	130.23	1.334	422.832	422.832	0	0	0	652.458	0	1.7	0.0027281	0	0.8603971	16.105	4.001	4.689	1.088	2.72	-2.409	-3.147	-3.791	9906.038	0.261	5899.293	-0.882	10.487	-2.578	1	-0.197	3	100	0	0	8.396	1	0	0	0	0	9	0	0	3.61
3	1	0	0	10	0	1	185.352	1.132	553.964	539.041	14.922	0	0	899.516	1	1.5	0.0014248	0.0027078	0.8134973	23.424	6.723	8.402	1.89	3.623	-2.951	-1.258	-5.276	1783.57	0.209	1022.927	-2.897	9.287	-2.753	1	0.336	3	100	0	0	13.812	1	0	0	0	0	13	0	0.00809284	5.38
5	0	0	0	8	0	1	158.283	1.4	487.649	487.649	0	0	0	772.051	0	1.7	0.0025404	0	0.8346199	19.607	5.13	5.782	0.802	3.22	-4.009	-4.392	-4.208	9906.038	0.391	5899.293	-0.335	10.489	-2.56	1	0.065	3	100	0	0	8.396	1	0	0	0	0	11	0	0	4.71
2	0	0	0	4	2	0	318.328	3.915	593.974	0	34.166	559.808	0	1019.848	0	5	0.0150299	0	0.8249383	37.438	11.824	15.196	9.231	3.933	-4.204	-4.593	-7.034	4697.878	-0.012	2633.881	0.207	9.532	0.823	0	0.071	3	100	0	0	58.061	4	0	18	18	0	24	0	0	6.6
1	0	0	0	2	0	1	169.226	1.321	403.151	0	17.502	385.649	0	642.128	1	0.5	0.002717	0.0012402	0.8928504	21.943	7.222	8.461	4.948	3.46	-3.372	-3.02	-5.105	6759.722	0.297	3903.057	-0.292	8.017	-0.095	3	0.132	3	100	0	0	12.861	1	0	12	12	0	13	0	0.00295456	4.65
5	0	0	0	2	0	0	170.21	1.69	393.85	0	0	393.85	0	629.87	0	0.5	0.0045364	0	0.9022652	21.53	6.882	6.833	3.397	4.198	-3.966	-4.011	-4.992	9906.038	-0.037	5899.293	0.06	9.201	0	0	0.228	3	100	0	0	7.63	1	0	12	12	0	13	0	0	4.63
7	0	0	0	1	0	2	136.236	0.436	381.851	316.514	0	65.337	0	613.484	0	0	0.0003095	0	0.9144077	18.38	4.505	4.927	-0.289	3.906	-4.007	-4.202	-3.229	9906.038	0.826	5899.293	-1.193	9.628	-1.181	5	0.356	3	100	0	0	0	0	0	6	6	4	10	0	0	5.29
11	0	0	0	1	0	1	46.069	2.012	215.17	158.104	57.066	0	0	280.205	1	1.7	0.0144422	0.0079007	0.9624253	4.418	1.403	2.89	3.543	-0.31	1.043	0.038	-2.14	2849.348	0.092	1534.179	-2.475	10.95	-3.214	1	-0.908	3	86.964	0	0	23.242	1	0	0	0	0	3	0	0.036901	0.52
9	0	0	0	1	1	1	88.106	2.649	301.887	241.732	60.155	0	0	426.593	0	2	0.016447	0	0.9078119	10.276	2.305	3.578	2.604	0.73	-0.049	-0.016	-3.024	2663.477	0.017	1426.297	-2.532	11.16	-1.172	0	-0.721	3	92.529	0	0	38.408	2	0	0	0	0	6	0	0	2.58
8	0	0	0	2	1	0	100.117	2.142	323.732	218.525	54.107	51.1	0	467.436	0	2	0.0098138	0	0.8997621	11.757	3.015	4.004	2.743	1.241	-0.864	-0.271	-3.398	3039.488	-0.003	1645.13	-2.145	10.961	0.002	0	-0.645	3	96.545	0	0	36.507	2	0	0	0	0	7	0	0	4.6
8	0	0	0	1	0	2	106.167	0.335	325.183	130.05	0	195.133	0	493.033	0	0	0.0002279	0	0.9281561	14.799	4.256	3.904	0.59	3.148	-2.776	-2.948	-3.625	9906.038	0.452	5899.293	-0.736	9.601	-0.414	1	0.007	3	100	0	0	0	0	0	6	6	0	8	0	0	3.59
10	2	0	0	3	0	0	60.099	0	235.965	107.733	128.232	0	0	318.754	4	2	0	0.0169517	0.9563596	4.676	2.993	7.573	8.326	-1.988	2	1.866	-3.69	37.469	0.245	17.395	-7.72	9.253	-2.694	4	-1.123	2	43.468	0	0	54.448	2	0	0	0	0	4	0	0.066557	2.55
9	0	0	0	3	0	-1	62.068	2.703	227.548	119.103	108.445	0	0	303.065	2	3.4	0.0241031	0.021131	0.9589217	4.048	2.237	5.441	6.621	-1.355	0.495	-0.303	-2.197	927.931	-0.404	456.287	-3.23	10.937	-3.009	2	-0.992	2	72.124	0	0	45.808	2	0	0	0	0	4	0	0.0774685	0.04
4	0	0	0	5	1	0	144.213	2.364	429.599	382.381	47.218	0	0	663.122	0	2	0.0084284	0	0.8560467	17.174	4.419	5.561	1.941	2.444	-2.388	-1.208	-3.861	3532.932	-0.167	1935.617	-1.91	11.109	-1.197	1	-0.204	3	100	0	0	35.826	2	0	0	0	0	10	0	0	4.21
2	0	0	0	4	0	0	164.204	2.186	384.001	189.482	51.563	142.956	0	620.145	1	1.5	0.0077054	0.0039062	0.9158579	17.461	5.726	7.256	4.026	2.524	-2.051	-2.242	-3.575	3213.129	-0.087	1746.946	-1.582	8.716	-0.264	3	-0.168	3	100	0	0	30.207	2	0	6	6	0	12	0	0.00913489	3.84
8	0	0	0	4	0	-1	100.117	0.713	308.616	156.671	151.945	0	0	455.351	0	4	0.0011152	0	0.927492	9.501	3.518	4.559	4.553	-0.561	0.806	0.656	-2.705	358.926	-0.855	163.442	-3.936	10.727	-0.583	2	-1.3	2	69.389	0	0	75.065	2	0	0	0	0	7	0	0	3.94
13	0	0	0	1	2	-1	58.037	0	211.321	44.46	166.861	0	0	276.554	0	4	0	0	0.9714252	4.272	2.033	2.985	5.082	-2.004	2	1.55	-1.994	259.155	-0.676	114.942	-4.499	10.683	0.737	0	-1.692	2	58.413	0	0	75.43	2	0	0	0	0	4	0	0	2.43
9	0	0	0	0	6	1	290.831	0	390.485	81.273	0	0	309.213	648.064	0	0	0	0	0.9274823	19.782	6.706	6.909	0.767	3.731	-4.62	-4.562	-2.705	9906.038	0.355	10000	-1.52	10.726	-0.045	0	0.499	3	100	0	0	0	0	0	6	6	6	12	0	0	6.52
10	0	0	0	0	0	1	236.74	0	323.024	0	0	0	323.024	497.737	0	0	0	0	0.9402938	13.765	5.347	4.881	0.61	3.366	-3.891	-4.026	-2.498	9906.038	0.192	10000	-1.52	10.905	0.812	0	0.063	3	100	0	0	0	0	0	0	0	0	8	0	0	5.23
6	0	0	0	4	0	0	100.16	3.62	336.228	260.255	75.973	0	0	505.308	0	2	0.0259355	0	0.9125069	11.5	3.383	4.114	2.133	1.318	-0.764	-0.272	-2.948	1885.607	-0.286	981.929	-2.536	10.64	-0.836	1	-0.62	3	93.29	0	0	37.533	1	0	0	0	0	7	0	0	3.66
5	0	0	0	4	0	0	118.175	2.85	330.698	262.412	68.285	0	0	510.994	2	2.45	0.0158971	0.0104773	0.934712	11.728	4.088	7.208	5.439	0.675	-0.794	-0.753	-2.588	2230.229	-0.199	1177.266	-2.394	10.8	-3.164	2	-0.639	3	90.826	0	0	38.345	2	0	0	0	0	8	0	0.0293194	1.13
5	0	0	0	3	1	0	128.171	2.182	376.145	277.877	47.352	50.917	0	576.036	0	2	0.0082672	0	0.8901078	15.459	4.104	5.186	2.601	1.764	-1.654	-0.867	-3.553	3522.609	-0.016	1929.505	-1.925	10.961	0.001	0	-0.372	3	100	0	0	35.435	2	0	0	0	0	9	0	0	4.79
11	0	0	0	1	0	2	68.118	0.374	271.293	183.132	0	88.161	0	388.745	0	0	0.0003597	0	0.9495173	9.603	2.562	1.956	-0.751	2.005	-2.51	-1.863	-2.769	9906.038	0.559	5899.293	-1.113	9.361	-0.326	1	-0.296	3	100	0	0	0	0	0	0	0	0	5	0	0	2.95
11	0	0	0	1	0	1	60.096	2.045	244.915	195.372	49.543	0	0	337.242	1	1.7	0.0124004	0.0069412	0.9567036	6.7	1.991	3.6	3.564	0.051	0.385	-0.049	-2.233	3358.005	0.142	1832.237	-2.337	11.103	-3.22	1	-0.784	3	90.354	0	0	22.407	1	0	0	0	0	4	0	0.0282881	0.78
5	0	0	0	2	0	1	156.267	1.982	392.74	352.542	40.198	0	0	646.831	1	1.7	0.0060716	0.0043286	0.9209874	18.448	4.963	7.48	3.636	2.664	-2.364	-1.635	-2.811	4118.131	0.127	2284.379	-2.068	10.866	-3.082	1	-0.041	3	100	0	0	20.771	1	0	6	6	6	11	0	0.0108789	3.92
5	0	0	0	1	0	1	108.14	1.964	308.028	87.86	54.44	165.728	0	458.489	1	0.75	0.0084114	0.0024348	0.9335288	13.135	4.332	5.526	3.941	1.937	-0.776	-1.345	-3.398	3017.475	0.087	1632.255	-1.843	9.137	-0.338	2	-0.373	3	100	0	0	22.469	1	0	6	6	0	8	0	0.00693533	3.29
7	0	0	0	0	0	1	147.004	2.122	312.575	0	0	169.135	143.441	465.585	0	0	0.0096757	0	0.9294152	14.094	4.789	4.494	1.672	3.009	-2.655	-3.225	-3.481	9906.038	0.192	10000	-0.924	9.585	0.185	0	-0.03	3	100	0	0	0	0	0	6	6	0	8	0	0	4.27
6	0	0	0	2	0	2	134.221	0.313	386.141	260.081	0	126.06	0	609.215	0	0	0.0001609	0	0.9000486	18.146	4.754	4.878	0.069	3.86	-4.056	-4.157	-3.75	9906.038	0.713	5899.293	-0.883	9.49	-0.431	2	0.302	3	100	0	0	0	0	0	6	6	0	10	0	0	4.51
12	0	0	0	0	0	0	32.042	2.132	177.925	112.839	65.086	0	0	215.593	1	1.7	0.0210803	0.0095546	0.9772764	2.474	0.812	2.42	3.729	-0.77	1.483	-0.061	-1.9	2391.592	0.109	1269.597	-2.719	11.198	-3.373	1	-0.981	3	82.911	0	0	24.076	1	0	0	0	0	2	0	0.0530554	0.05
2	0	0	0	2	1	0	161.16	4.275	386.539	95.851	123.745	166.943	0	596.695	0	3.5	0.0306287	0	0.88676	18.036	5.658	7.798	5.633	0.75	-2.344	-2.232	-4.16	664.388	-0.606	317.987	-3.02	10.386	1.185	0	-0.671	3	81.852	0	0	60.772	3	0	6	6	0	12	0	0	3.54
3	0	0	0	1	1	1	170.595	1.937	373.43	95.85	52.277	153.66	71.643	576.795	0	2	0.006505	0	0.8973667	17.755	5.445	6.594	3.793	2.14	-1.976	-2.128	-3.926	3163.409	0.246	4240.52	-1.846	9.784	0.703	0	-0.285	3	100	0	0	35.141	2	0	6	6	0	11	0	0	4.15
10	0	0	0	0	1	1	74.079	2.338	258.643	192.139	66.504	0	0	356.621	0	2	0.0153228	0	0.9403056	8.118	1.903	2.935	2.764	0.18	0.519	0.282	-2.498	2318.694	0.062	1227.821	-2.745	11.241	-1.111	0	-0.882	3	88.231	0	0	38.529	2	0	0	0	0	5	0	0	2.27
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01
