moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC.	moe2D_PEOE_PC..1	moe2D_PEOE_RPC.	moe2D_PEOE_RPC..1	moe2D_PEOE_VSA.0	moe2D_PEOE_VSA.1	moe2D_PEOE_VSA.2	moe2D_PEOE_VSA.3	moe2D_PEOE_VSA.4	moe2D_PEOE_VSA.5	moe2D_PEOE_VSA.6	moe2D_PEOE_VSA.0.1	moe2D_PEOE_VSA.1.1	moe2D_PEOE_VSA.2.1	moe2D_PEOE_VSA.3.1	moe2D_PEOE_VSA.4.1	moe2D_PEOE_VSA.5.1	moe2D_PEOE_VSA.6.1	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC.	moe2D_Q_PC..1	moe2D_Q_RPC.	moe2D_Q_RPC..1	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaO	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_aasN	moe2D_kS_dO	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_dssS	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_ssS	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP.o.w.	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb	Class
10.78	1.87	0.03	1.147	1.549	-2.655	-0.521	0.5869	2.575	-2.707	-0.4227	0.6854	2.618	-2.373	-0.3931	0.7223	2.866	0	-0.864	-0.3365	0.04546	2.754	-0.9543	-0.2537	0.1384	2.867	-0.5198	-0.1816	0.1595	3.045	15.88	7.513	3.855	12.5	5.836	2.965	3.473	1.151	-1.151	0.05504	0.2679	94.84	34.12	0	0	0	0	0	114.7	73.53	0	0	0	0	0	1	0.5934	0	0	0.4066	0	317.2	188.2	0	0	129	0	2.866	-2.866	0.1288	0.2826	0.7703	0.323	0	0.2297	0.677	0.2297	244.3	102.5	0	72.86	214.7	72.86	9.047	0	3.124	3.124	6.371	5.513	197.8	36.88	65.79	3.875	3.124	3.124	0	36.88	6.371	103.5	0	141.1	18.87	5.513	6.48	0.4825	5.524	3.028	8.516	280.4	54.38	1.209	1	12	0	45	0	21	19	0	19	0	0	24	0	2	0	0	51.64	4	0.1739	12	47	0	23	4	0.1739	35	1.711	30.2	14.66	13.5	13.05	12.15	10.25	7.616	7.836	5.862	5.491	3.629	1.15	0.3333	0.7285	0.2041	7.263	3.966	4.216	2.211	0	0	6.252	2.997	3.156	1.441	0	0	2.561	0.7071	1.317	0.38	0	0	0.642	9	17.73	0	0	0	0	5.722	0	0	0	0	0	0	0	0	0	4.286	0	0	0	0	0	5.65	0	0	0	0	4.775	0	2	0	1	0	3.958	-3.455	8.851	17	1	3	4	0	0.4444	0.8	5	0	3	317.2	436.8	0	0	0	300.1	0	0	882	35	108	Crosses
1.943	0.19	0.375	0.403	0.41	-2.496	-0.1542	0.2257	2.46	-2.495	-0.1199	0.244	2.489	-2.265	-0.07092	0.3022	2.685	0	-0.8053	-0.2068	-0.05006	1.821	-0.8744	-0.1551	-0.02741	1.861	-0.5267	-0.1112	0.02048	2.017	4	1.333	0	4	1.333	0	1.333	0.4707	-0.4707	0.4456	0.8334	30.5	4.265	0	0	10.32	0	0	37.5	0	0	0	0	0	7.768	0.7998	0.501	0.08597	0.2002	0.499	0.1143	72.26	45.26	7.768	18.09	45.09	10.32	0.68	-0.68	0.5882	1	0.7455	0.08597	0.08597	0.2545	0.914	0.1686	67.35	7.768	7.768	23	82.58	15.23	1.735	0	25.39	0	6.469	0	0	0	66.65	0.3871	25.39	0	6.469	0	0	0	0	0	0	66.65	20.23	0.9544	2.585	1	3.503	60.1	14.26	1.189	1	0	0	12	1	4	3	0	3	0	0	8	0	0	1	0	11.42	0	0	0	11	0	3	0	0	11	2.324	8.746	3.577	2.577	3.025	2.577	1.732	1.155	1.413	1.155	0.5774	0.5774	0.5774	0	0.2582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6279	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.444	0	0	0	0	8.056	0	0	0	0	-0.1667	0	0	1	1	1	0	0.399	-0.04242	1.753	0	1	0	0	0	0.5	1	1	0	0	90.35	95.71	0	0	0	67.28	0	13.57	9	0	12	Crosses
10.81	1.507	0.03	1.244	1.58	-2.711	-0.5549	0.584	2.679	-2.748	-0.4627	0.6759	2.679	-2.441	-0.3958	0.7276	2.943	0	-0.8622	-0.3745	0.05911	2.877	-0.9535	-0.2639	0.1351	2.941	-0.5254	-0.2027	0.1654	3.141	19.33	8.909	4.346	14.89	6.775	3.273	4.385	1.41	-1.41	0.1048	0.2167	84.36	42.65	8.459	0	0	0	0	78.34	141.3	0	0	0	13.57	0	0.9632	0.6325	0.0368	0.0368	0.3675	0	355.1	233.2	13.57	13.57	135.5	0	3.167	-3.167	0.1415	0.2558	0.8057	0.3812	0.0368	0.1943	0.6188	0.1575	297	140.5	13.57	71.65	228.1	58.08	9.673	23.86	3.124	0	10.35	0	214.2	5.688	132.4	4.292	0	8.812	27.84	0	6.371	65.79	0	176.4	37.74	66.65	20.31	0.4389	5.585	2.837	8.827	309.5	61.57	1.231	2	12	0	50	0	23	20	0	21	0	0	27	0	1	1	0	56.87	7	0.2917	12	51	1	24	7	0.2917	38	2.342	32.45	16.87	15.29	14.62	13.77	11.02	8.954	8.328	6.971	7.007	4.78	1.512	0.7385	1.007	0.4943	8.074	5.872	4.813	3.522	0.06804	0.06804	6.126	5.097	3.211	2.732	0.04419	0.04419	4.398	2.323	2.542	1.352	1	1	0.641	8	20.45	0	0	0	0	2.179	0	13.17	0	0	0	0	0.2811	0	0	8.288	0	0	0	0	0	1.31	0	0	0	0.2971	2.184	-0.5824	2	0	1	0	5.241	-3.904	9.781	12	1	2	7	0	0.5	1	4	1	2	368.7	482.8	13.57	0	0	327.4	8.459	13.57	1044	39	114	Crosses
16.83	2.749	0.375	2.391	2.819	-2.794	-0.6136	0.631	2.748	-2.813	-0.5381	0.8059	2.788	-2.532	-0.436	0.8543	3.003	0	-0.8597	-0.3897	0.06129	3.036	-0.9681	-0.2639	0.1645	3.086	-0.5208	-0.2161	0.1931	3.293	27.05	12.03	6.123	21.71	9.588	4.857	6.122	2.285	-2.285	0.1041	0.168	167.4	59.72	0	0	23.27	0	0	57.24	176.6	0	0	0	13.57	7.768	0.9118	0.5048	0.0422	0.08824	0.4952	0.04604	460.9	255.2	21.33	44.61	250.3	23.27	5.428	-5.428	0.1048	0.1492	0.7415	0.4532	0.0422	0.2585	0.5468	0.2163	374.9	229.1	21.33	130.7	276.4	109.3	13.81	23.86	31.63	0	13.06	0	303.6	60.58	104.9	5.399	25.39	11.51	23.86	55.32	9.557	65.79	3.501	247	56.61	39.15	43.78	0.3432	6.209	3.688	9.894	477	95.08	1.419	3	18	0	67	1	34	29	0	29	1	0	33	0	2	2	0	79.03	8	0.2162	18	70	1	37	8	0.2162	51	1.441	41.41	24.18	20.03	20.71	17.83	16.35	11.98	12.26	9.203	9.331	6.28	2.678	1.027	1.589	0.7027	12.81	7.822	7.424	4.638	0.2124	0.06804	10.06	5.89	5.283	2.937	0.1001	0.04419	6.823	2.951	3.373	1.752	0	0	0.7066	15	27.74	0	0	0	0.6745	2.936	0	13.81	0	0	0	0	0.08294	0	0	3.659	6.031	0	0	0	11.27	4.279	0	0	0	0	4.073	-1.605	4	1	1	1	6.352	-5.955	13.99	24	0	4	9	2	0.4667	0.875	8	0	4	505.6	675.1	13.57	0	0	438.2	12.95	27.13	3458	60	180	DoesNot
7.296	0.9	1.655	1.957	1.828	-2.642	-0.7011	0.7628	2.705	-2.848	-0.8766	0.5489	2.491	-2.442	-0.5829	0.8454	2.891	0	-0.7955	-0.4309	0.2141	2.391	-0.9606	-0.6148	-0.006881	2.225	-0.526	-0.2848	0.2441	2.569	12	5.612	3.516	12	5.612	3.516	5.612	2.331	-2.331	0.09007	0.1683	0	64.03	19.62	0	61.95	0	0	0	0	0	0	0	0	46.61	0.4352	0.2425	0.2425	0.5648	0.7575	0.3223	83.65	46.61	46.61	108.6	145.6	61.95	4.08	-4.08	0.09804	0.1667	0.1775	0.2425	0.2425	0.8225	0.7575	0.58	34.12	46.61	46.61	158.1	145.6	111.5	3.82	0	152.3	0	25.87	0	0	41.85	0	-3.585	152.3	0	25.87	41.85	0	0	0	0	0	0	121.4	0.6167	4.459	2.554	6.868	182.2	37.89	1.457	6	0	0	26	6	12	6	0	6	0	0	14	0	0	6	0	24.71	5	0.4545	0	25	0	11	5	0.4545	25	3.985	15.3	9.724	3.724	6.407	3.724	5.54	1.816	3.482	1.816	0.8563	0.8563	0.8563	0	0.383	0	3.912	0.3833	1.512	0.3833	0	0	1.78	0.1571	0.6712	0.1571	0	0	2.479	0	0.6853	0	4	4	0.8609	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.18	-1.452	0	0	0	-6.392	0	0	6	6	1	1	-3.39	1.625	3.832	0	0	0	5	2	0.4286	0.75	4	0	0	192.2	211.6	0	0	0	77.95	0	81.4	206	16	50	DoesNot
6.118	0.877	0.207	0.19	1.367	-2.485	-0.3867	0.2374	2.427	-2.666	-0.3399	0.3445	2.516	-2.211	-0.1488	0.4752	2.702	0	-0.8393	-0.3969	-0.06917	2.373	-1.363	-0.2939	0.04511	2.507	-0.5089	-0.1573	0.03331	2.639	13.07	6.554	3.226	11.05	5.468	2.663	4.027	1.474	-1.474	0.09204	0.2343	92.05	46.92	42.61	0	0	0	0	48.61	0	0	0	0	0	14.16	0.942	0.2569	0.05796	0.05796	0.7431	0	230.2	62.77	14.16	14.16	181.6	0	2.521	-2.521	0.1428	0.3927	0.5106	0.1673	0.05796	0.4894	0.8327	0.4314	124.8	40.88	14.16	119.6	203.5	105.4	5.886	0	33	0	18.92	32.9	54.15	18.44	106.2	1.214	65.9	0	0	18.44	3.186	125	0	35.29	0	15.73	53.71	0.5665	4.907	2.712	7.535	211.3	47.7	1.491	4	6	0	32	1	15	11	0	11	0	0	17	0	1	3	0	34.2	5	0.3333	6	32	0	15	5	0.3333	26	2.624	23.67	11.26	8.138	9.371	7.569	7.261	3.208	4.754	2.508	2.29	1.527	0.6735	0.2041	0.2867	0.1179	4.7	1.619	2.158	0.9481	0	0	3.936	0.9702	1.446	0.4852	0	0	1.855	0.38	0.6366	0.2012	0	0	0.7097	8	3.822	0	0	0	0	3.022	0	0	0	0	0	0	0	0	0	4.788	0	0	0	5.501	0	1.384	0	15.65	0	0	0	0	4	1	1	0	0.6915	-1.262	5.92	6	1	1	5	0	0.375	0.6	5	0	1	244.4	297.7	7.511	0	0	202.3	0	25.25	362	22	68	DoesNot
14.3	3.331	0.03	1.315	3.111	-2.818	-0.6581	0.6704	2.735	-2.825	-0.5141	0.7694	2.779	-2.546	-0.4499	0.852	3.003	0	-0.8649	-0.4065	0.06063	2.847	-0.9536	-0.2434	0.1388	2.95	-0.5237	-0.1679	0.197	3.126	19.32	8.566	4.224	18.07	7.988	3.932	5.551	1.682	-1.682	0.09277	0.3646	118.6	42.65	20.72	4.185	0	0	0	124.7	52.97	0	0	0	0	16.01	0.9579	0.5099	0.04214	0.04214	0.4901	0	363.8	193.7	16.01	16.01	186.2	0	3.132	-3.132	0.1178	0.2586	0.7323	0.32	0.09417	0.2677	0.68	0.1735	278.2	121.6	35.77	101.7	258.3	65.91	11.12	24.09	3.124	7.777	3.982	5.513	199	36.88	116.4	4.901	3.124	27.21	23.53	36.88	0	69.24	0	123.5	75.47	37.73	42.76	0.4223	5.858	3.271	9.136	386.6	77.97	1.499	2	12	0	52	0	26	22	0	21	0	0	26	0	2	1	2	63.1	4	0.1379	12	55	0	29	4	0.1379	43	1.468	39.04	18.1	14.66	17.11	13.36	12.63	7.933	11.73	6.382	4.902	3.513	1.644	0	1.161	0	9.865	3.027	7.079	1.918	0	0	8.18	1.835	5.333	1.006	0	0	4.25	0	2.721	0	1	1	0.7366	11	14.9	0	0	0	0	5.961	0	12.01	0	0	0	0	0	-0.9578	0	4.017	0	0	0	0	0	7.342	0	0	1.818	0.6643	4.965	0	3	0	1	0	3.586	-4.884	11.18	22	1	4	6	1	0.4545	0.8333	6	0	4	379.8	524.8	16.01	0	0	332.2	13.14	16.01	1604	44	140	DoesNot
19.95	4.079	2.057	3.709	4.579	-2.541	-0.599	0.6003	2.598	-2.705	-0.55	0.6387	2.546	-2.308	-0.3601	0.773	2.821	0	-0.8327	-0.4843	0.08464	2.639	-1.34	-0.4031	0.1632	2.681	-0.5122	-0.2235	0.2153	2.926	27.59	12.81	8	19.6	8.996	5.572	5.343	3.739	-3.739	0.07546	0.09093	75.89	32.29	77.24	8.619	36.33	42.37	0	97.71	0	0	0	11.5	54.14	15.67	0.6458	0.3963	0.18	0.3542	0.6037	0.1742	291.7	179	81.31	160	272.7	78.7	9.506	-9.506	0.07574	0.09467	0.3751	0.3404	0.18	0.6249	0.6596	0.4449	169.5	153.8	81.31	282.3	298	201	12.17	71.59	33.57	71.91	9.924	48.09	191.3	39.19	32.9	0.504	86.93	90.34	51.71	69.21	27.05	35.65	0	87.79	37.74	12.07	208.8	0.3442	6.129	4.012	9.756	456.5	100.4	1.761	7	12	0	57	9	33	14	0	20	0	0	24	0	8	5	0	64.01	9	0.2571	12	59	4	35	10	0.2857	43	1.409	34.39	24.12	13.01	17.7	11.59	15.63	6.099	9.86	4.764	3.498	2.361	2.744	0.1667	0.9291	0.08333	11.23	1.816	4.851	1.007	0	0	8.927	1.049	3.142	0.4591	0	0	5.37	0.2357	1.628	0.09623	1	1	0.8052	19	6.542	8.009	0	0	0	2.332	0	34.33	0	0	1.732	0	-2.245	0	0	1.85	0	0	0	11.5	17.92	-0.119	8.53	0	0	-1.289	1.911	0	13	7	0	2	-0.705	-2.977	11.59	17	0	3	9	3	0.4737	0.9	10	0	3	451.8	566.9	24.93	0	52.53	198.4	80.43	131.7	3832	51	168	DoesNot
7.904	1.306	0.03	1.119	1.204	-2.495	-0.5546	0.5882	2.699	-2.531	-0.462	0.6525	2.641	-2.265	-0.4035	0.7341	2.945	0	-0.7966	-0.3898	0.05956	2.528	-0.9819	-0.304	0.09186	2.54	-0.5059	-0.1935	0.1624	2.784	11.48	4.108	1.851	8.473	2.958	1.307	1.671	1.208	-1.208	0.199	0.2362	66.06	21.33	0	0	25.9	0	0	20.96	61.27	0	0	0	27.13	0	0.7618	0.4912	0.1219	0.2382	0.5088	0.1163	169.6	109.4	27.13	53.03	113.3	25.9	2.454	-2.454	0.2319	0.2323	0.6574	0.407	0.1219	0.3426	0.593	0.2207	146.4	90.62	27.13	76.27	132	49.14	5.619	47.72	3.124	0	3.186	0	107.1	10.52	66.22	1.333	0	13.64	47.72	0	3.186	32.9	0	88.22	18.87	33.33	37.38	0.59	5	2.572	7.539	203.2	41.48	1.481	2	6	0	28	0	15	10	0	12	0	0	13	0	1	2	0	32.49	1	0.0625	6	29	2	16	1	0.0625	21	2.128	18.11	11.05	8.475	8.858	7.594	7.054	4.656	4.92	3.618	4.045	2.875	1.432	0.8371	0.8723	0.6503	6.026	2.978	3.066	1.764	0.1179	0.1179	4.187	1.929	1.853	0.9081	0.08839	0.08839	4.05	1.529	1.81	0.9516	1	1	0.7212	7	9.458	0	0	0	0	0.9099	0	23.42	0	0	0	0	-0.2175	0	0	3.366	0	0	0	0	0	0.2702	0	0	0	0	1.215	-0.6735	3	0	1	0	1.94	-1.981	5.806	11	1	2	1	0	0.4286	0.75	4	0	2	222.7	281.8	27.13	0	0	160.4	25.9	27.13	332	25	80	Crosses
8.729	1.017	0.129	1.217	0.987	-2.656	-0.4809	0.5156	2.598	-2.816	-0.4758	0.5354	2.524	-2.394	-0.3527	0.6391	2.845	0	-0.8458	-0.3623	0.03109	2.49	-1.153	-0.3227	0.06772	2.523	-0.5216	-0.1966	0.1273	2.732	17.05	9.834	8	14.97	8.564	6.925	6.746	1.748	-1.748	0.1201	0.2221	88.26	94.45	8.619	0	10.32	0	0	72.92	24.51	0	0	0	0	12.91	0.9255	0.3537	0.04139	0.07448	0.6463	0.03309	288.7	110.3	12.91	23.24	201.6	10.32	3.246	-3.246	0.1232	0.2773	0.6538	0.2056	0.04139	0.3462	0.7944	0.3048	204	64.14	12.91	108	247.8	95.09	7.666	11	36.39	18.01	18.88	0	89.44	60.29	102	1.613	54.4	0	21.45	60.29	3.186	54.25	0	70.57	0	71.9	50.72	0.4855	5.248	3.555	8.135	267.4	60.76	1.381	4	6	0	44	2	19	15	0	15	0	0	25	0	1	3	0	46.58	9	0.4737	6	44	0	19	9	0.4737	38	2.058	31.82	14.09	10.97	12.06	10.29	9.113	5.512	6.736	4.646	3.464	2.524	1.105	0.2041	0.6037	0.1179	5.237	1.966	2.722	1.076	0	0	3.584	1.284	1.595	0.5881	0	0	1.563	0.433	0.6675	0.2194	1	1	0.6771	14	7.89	0	0	0	0	2.001	0	0	0	0	0	0	0	0	0	5.794	0	0	0	0	9.726	2.47	3.17	10.57	0	-0.1201	0	0	4	2	1	0	1.879	-1.832	7.743	6	1	1	9	0	0.5	1	7	0	1	312	394.9	5.008	0	0	263.8	0	24.26	906	21	84	Crosses
20.91	4.704	1.454	3.832	4.252	-2.726	-0.5937	0.5907	2.786	-2.947	-0.5671	0.5648	2.568	-2.518	-0.3429	0.8525	2.979	0	-0.8266	-0.4726	0.09664	2.76	-1.163	-0.4463	0.0593	2.724	-0.5204	-0.2138	0.2735	3.064	28.24	11.62	5.992	32.48	13.43	6.945	13.63	3.787	-3.787	0.06723	0.1036	99.12	69.54	17.86	28.39	67.2	12.95	0	141	0	0	0	0	40.7	33.85	0.697	0.4221	0.146	0.303	0.5779	0.157	355.9	215.5	74.55	154.7	295.1	80.15	6.987	-6.987	0.08143	0.1045	0.5316	0.4221	0.146	0.4684	0.5779	0.3224	271.4	215.5	74.55	239.1	295.1	164.6	13.92	82.59	101.5	26.11	35.1	23.52	0	36.7	269.9	-0.0288	122.7	33.79	95.62	20.93	27.05	32.9	0	0	0	242.5	168.7	0.3449	6.044	3.486	9.746	789.1	104.1	1.928	8	6	0	54	6	32	17	0	18	0	0	22	3	3	8	0	72.12	6	0.1818	6	55	3	33	8	0.2424	46	2.294	42.91	24.49	11.79	23.57	11.09	14.83	5.23	12.4	4.492	2.353	1.813	3.029	0.1111	1.913	0.0625	11.66	1.247	8.007	0.8583	0	0	9.452	0.6559	7.714	0.3927	0	0	7.351	0.1283	4.568	0.0625	5	5	1.305	13	0	0	0	0	1.317	0.8192	0	37.06	0	0	0	0	-1.414	0	0	4.193	0	0	5.776	0	39.83	-0.6352	5.126	5.083	0	-7.466	1.338	0	11	6	0	3	1.014	-4.181	14.01	12	0	2	7	3	0.4615	0.8571	7	0	2	510.6	604.6	43.2	0	11.37	312.5	53.56	108.8	2768	60	164	Crosses
10.79	1.994	0.578	1.722	1.719	-2.87	-0.5276	0.6708	2.883	-2.933	-0.5084	0.7338	2.852	-2.611	-0.4038	0.8483	3.137	0	-0.8562	-0.4031	0.07403	3.064	-0.9609	-0.3522	0.1213	3.093	-0.5222	-0.2245	0.1783	3.314	13.44	4.295	1.488	11.48	3.638	1.252	1.989	1.693	-1.693	0.1284	0.2275	50.07	25.59	26.73	0	20.65	0	0	70.51	36.76	0	0	0	0	18.04	0.8442	0.5046	0.07264	0.1558	0.4954	0.08314	209.7	125.3	18.04	38.69	123	20.65	3.548	-3.548	0.1268	0.2283	0.5467	0.2878	0.1713	0.4533	0.7122	0.282	135.8	71.48	42.55	112.6	176.9	70.04	7.758	0	64.89	4.411	33.78	0	108.3	18.44	32.9	1.198	61.77	3.124	16.92	18.44	10.78	51.77	0	70.57	18.87	10.49	52.93	0.51	5.644	2.61	8.557	285.3	57.92	1.448	4	6	0	40	2	21	17	0	17	0	0	19	0	1	3	0	46.1	0	0	6	44	1	25	0	0	37	1.657	24.67	14.35	11.07	11.99	10.24	10.13	6.836	7.713	5.77	5.711	4.503	1.928	0.8305	1.224	0.6661	9.695	5.095	6.15	3.775	0.06804	0.06804	8.724	4.213	5.121	2.867	0.05893	0.05893	5.584	2.402	3.267	1.783	5	5	0.7475	8	3.771	0	0	0	0	3.278	0	0	0	0	4.07	0	0	0	0	2.188	0	0	0	0	20.65	2.971	0	6.087	0	-0.0362	2.433	-0.1597	4	2	1	0	0.937	-1.647	7.711	22	1	5	0	1	0.5	1	4	0	5	248.3	381.7	2.504	0	0	196.2	0	29.64	712	49	132	DoesNot
5.921	0.951	0.03	1.107	1.085	-2.544	-0.4193	0.4491	2.697	-2.561	-0.3537	0.5369	2.782	-2.256	-0.2643	0.5936	2.966	0	-0.8585	-0.3386	0.01279	2.467	-0.9275	-0.2515	0.08837	2.553	-0.5255	-0.1615	0.1093	2.72	8.592	3.806	1.86	6.856	2.968	1.424	1.696	0.7545	-0.7545	0.1104	0.3955	75.03	21.33	0	0	0	0	0	68.3	12.25	0	0	0	5.683	0	0.9689	0.4723	0.03112	0.03112	0.5277	0	176.9	86.23	5.683	5.683	96.35	0	1.874	-1.873	0.2207	0.4323	0.7521	0.1775	0.03112	0.2479	0.8225	0.2168	137.3	32.4	5.683	45.26	150.2	39.58	4.895	0	19.91	0	7.168	0	107.5	18.44	32.9	1.944	0	19.91	0	18.44	3.186	32.9	0	69.72	41.72	0	16.13	0.6813	4.7	2.443	6.86	162.2	33.69	1.296	2	6	0	26	0	12	10	0	10	0	0	14	0	2	0	0	29.14	1	0.07692	6	27	0	13	1	0.07692	21	1.902	18.6	8.389	7.104	7.402	6.508	5.877	3.558	4.479	2.941	2.28	1.705	0.5385	0.1667	0.3701	0.09623	4.183	1.279	2.59	0.8728	0	0	2.965	0.7336	1.539	0.4479	0	0	1.44	0.2357	0.8849	0.1236	1	1	0.6596	6	7.992	4.137	0	0	0	1.359	0	0	0	0	0	0	0	0	0	2.185	0	0	0	0	0	3.817	0	0	0	0.6099	2.4	0	2	0	1	0	1.375	-0.5506	4.985	11	1	2	2	0	0.5	1	3	0	2	182.6	245.9	5.683	0	0	166.9	0	5.683	191	14	60	Crosses
