QikProp_.stars	QikProp_.amine	QikProp_.amidine	QikProp_.acid	QikProp_.amide	QikProp_.rotor	QikProp_.rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip.2.V	QikProp_ACxDN..5.SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo.w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP.eV.	QikProp_EA.eV.	QikProp_.metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAfluorine	QikProp_SAamideO	QikProp_PSA	QikProp_.NandO	QikProp_RuleOfFive	QikProp_.ringatoms	QikProp_.in34	QikProp_.in56	QikProp_.noncon	QikProp_.nonHatm	QikProp_RuleOfThree	QikProp_ACxDN..5.SAxSASA.MW	Class
0	0	1	0	0	7	0	-1	428.536	3.755	737.92	376.87	109.765	251.284	0	1362.02	1	8	0.0103505	0.0108413	0.8052763	46.259	13.671	21.092	11.751	4.001	-5.554	-5.949	-5.881	901.559	-0.987	442.287	-4.048	9.056	0.596	2	0.42	3	100	0	0	89.244	7	0	26	0	26	5	32	0	0.0186682	H
3	1	0	0	0	4	0	-2	586.686	12.517	944.891	655.952	156.107	132.832	0	1753.934	1	12.75	0.0893221	0.0134936	0.7443755	62.739	17.198	30.465	17.1	3.375	-6.524	-6.033	-7.028	81.741	-1.157	36.535	-5.607	8.763	1.483	4	0.53	1	67.979	0	0	132.385	10	1	33	0	33	13	43	1	0.0217322	M
8	0	0	0	0	15	2	-2	624.551	6.012	836.756	282.86	377.358	176.538	0	1630.688	8	20.55	0.0221641	0.0694637	0.8007186	51.161	19.04	40.951	34.15	-1.797	-2.603	-4.47	-5.598	2.615	-4.264	0.8	-6.412	8.798	0.805	10	-1.247	1	0	0	0	243.867	16	3	28	0	28	10	44	2	0.0930655	L
0	0	0	0	0	7	1	-2	256.257	4.108	502.333	14.054	188.234	300.044	0	830.738	2	3.25	0.020311	0.0091497	0.8507786	25.463	9.724	13.329	8.836	1.987	-3.007	-3.755	-5.377	162.509	-1.592	69.407	-3.26	9.078	0.993	3	-0.11	3	78.149	0	0	89.202	4	0	12	0	12	0	19	0	0.0179359	M
4	0	0	0	0	11	1	-2	464.382	5.041	665.579	112.254	359.512	193.813	0	1226.342	7	13.75	0.0207237	0.0546578	0.8324785	37.712	15.098	31.149	26.454	-1.336	-2.492	-4.032	-5.167	3.861	-3.558	1.218	-6.406	8.734	0.697	8	-0.89	1	3.703	0	0	208.232	12	2	22	0	22	5	33	2	0.0783387	M
2	0	0	0	0	8	0	-2	432.383	7.28	650.285	91.666	314.835	243.785	0	1161.498	6	12.25	0.0456237	0.0461432	0.8217509	37.52	14.305	29.055	24.173	-0.739	-3.026	-4.035	-5.579	10.241	-3.027	3.497	-5.695	8.828	0.652	9	-0.734	2	27.742	0	0	176.64	10	1	22	0	22	5	31	2	0.0693973	M
0	0	0	0	0	4	0	-2	335.334	3.311	540.455	153.194	183.198	203.943	0.119	929.985	0	6.5	0.0117872	0	0.8525559	30.443	9.562	13.747	9.173	1.168	-2.405	-4.014	-4.89	181.397	-1.358	78.284	-3.793	8.454	1.088	1	-0.591	3	74.211	0	0	110.937	8	0	15	0	15	1	23	0	0	H
0	0	0	0	0	3	2	-1	371.392	8.187	617.847	382.827	129.935	105.085	0	1130.84	0	6	0.0592669	0	0.8496078	38.179	10.395	16.494	8.053	2.974	-4.295	-5.011	-4.467	580.396	-0.817	274.767	-3.256	8.686	0.992	5	0.168	3	93.827	0	0	110.742	8	0	15	0	15	1	27	0	0	H
5	0	0	0	2	20	0	-2	708.93	7.268	1003.54	593.058	177.57	183.246	49.666	2003.309	5.5	15.6	0.0263709	0.0364562	0.7658243	62.926	20.998	37.895	25.166	2.659	-4.768	-6.474	-3.446	139.698	-2.538	167.024	-2.226	8.803	0.417	8	-0.667	1	42.035	0	20.957	173.949	13	3	23	0	23	10	48	1	0.0516063	M
0	0	0	0	0	4	0	-2	300.267	8.057	507.171	79.807	175.652	251.712	0	865.958	2	4.5	0.0749673	0.012548	0.8663147	28.337	9.73	15.771	10.326	1.789	-3.272	-4.429	-4.896	213.891	-1.238	93.405	-3.486	8.901	0.913	4	-0.067	3	79.127	0	0	102.137	6	0	16	0	16	0	22	0	0.0211944	M
0	0	0	0	0	4	0	-2	286.24	8.923	494.476	0	229.991	264.485	0	827.536	3	4.5	0.0962026	0.0157626	0.8620741	26.921	10.022	17.291	12.217	1.02	-2.951	-4.073	-5.025	65.298	-1.741	25.906	-4.442	8.928	0.943	4	-0.224	3	65.4	0	0	116.176	6	0	16	0	16	0	21	0	0.0272297	M
0	1	0	0	0	1	0	2	237.728	4.246	412.725	206.539	33.985	133.993	38.207	722.259	1	3	0.0249601	0.0072688	0.9432639	23.388	7.088	10.644	6.067	2.052	-1.744	-2.181	-3.815	1176.307	0.741	1056.22	-3.64	9.482	0.005	3	0	3	93.92	0	0	27.618	2	0	12	0	12	5	16	0	0.0126195	H
0	1	0	0	0	5	0	1	395.432	7.802	687.124	185.285	132.744	322.327	46.767	1212.531	1	7.5	0.0501959	0.0109151	0.8003106	42.239	12.641	20.419	12.234	2.848	-4.171	-4.198	-7.027	136.141	-0.606	114.384	-4.413	9.245	0.729	3	0.208	3	81.813	46.767	0	94.453	6	0	22	0	22	5	29	0	0.0189667	H
0	0	0	0	1	5	1	-1	531.438	5.622	821.469	307.528	72.623	323.243	118.076	1510.578	0	8.25	0.0209236	0	0.7750613	54.176	16.038	23.181	13.945	4.389	-4.126	-7.116	-5.339	1094.586	-0.254	4712.337	-1.239	8.594	0.574	1	0.262	3	94.083	0	33.664	71.264	8	1	28	0	28	7	36	0	0	H
0	0	0	1	0	4	0	-1	254.285	5.337	491.192	84.1	131.924	275.168	0	838.816	1	4	0.0339555	0.0081435	0.8757068	27.475	9.142	13.025	8.192	3.106	-3.652	-3.517	-3.048	140.756	-0.824	75.575	-2.597	9.894	0.626	1	-0.179	3	83.583	0	0	72.568	3	0	12	0	12	0	19	0	0.0157305	H
0	0	0	1	0	3	0	-1	255.273	2.509	473.112	110.319	129.584	233.208	0	809.507	1	4	0.0077748	0.0084547	0.8878687	26.543	8.615	12.32	8.068	2.651	-3.082	-3.462	-2.651	148.133	-0.713	79.865	-2.798	9.226	0.416	1	-0.209	3	81.32	0	0	76.729	4	0	14	0	14	3	19	0	0.0156696	M
0	1	0	0	0	0	0	2	309.425	5.214	545.917	226.416	51.895	220.676	46.93	973.13	0	4	0.0279359	0	0.869932	34.898	9.572	13.987	6.843	3.247	-3.453	-3.436	-5.415	795.575	0.62	772.612	-3.761	9.241	1.139	5	0.373	3	100	0	0	32.828	2	0	20	0	17	5	22	0	0	M
9	1	0	1	0	2	0	-1	89.094	3.099	260.201	105.888	154.314	0	0	367.353	3	3	0.0261443	0.0199697	0.9533319	7.263	3.505	8.071	8.302	-2.96	0.268	0.662	-1.206	21.53	-0.291	10.987	-6.234	9.628	-1.026	3	-1.052	2	33.474	0	0	74.009	3	0	0	0	0	0	6	1	0.058322	M
2	1	0	1	0	4	0	-1	131.174	3.113	342.723	196.475	146.248	0	0	529.312	3	3	0.0183028	0.0151614	0.9233416	12.461	4.942	9.616	8.005	-1.523	-0.702	0.227	-1.691	25.676	-0.423	13.291	-5.893	9.602	-1.024	3	-0.876	2	43.255	0	0	72.504	3	0	0	0	0	0	9	0	0.0396127	L
0	1	0	1	0	4	0	-1	165.191	3.093	372.308	47.721	141.832	182.755	0	597.236	3	3	0.0160208	0.0139566	0.9212132	16.924	6.908	11.421	9.289	-1.164	-0.686	-0.655	-2.597	28.276	-0.393	14.751	-5.168	9.544	-0.019	4	-0.731	2	46.105	0	0	71.899	3	0	6	0	6	0	12	0	0.0314554	H
1	1	0	1	1	6	0	-1	216.28	5.831	439.48	284.57	154.91	0	0	749.518	3.25	4.75	0.0453632	0.0194848	0.9079886	19.989	7.21	13.901	11.803	-1.822	-0.338	-0.076	-0.565	13.414	-0.652	10.833	-5.861	9.29	-0.997	4	-0.97	2	36.46	0	25.105	95.907	5	0	0	0	0	0	15	1	0.039593	L
0	1	0	0	0	10	0	-2	328.41	3.997	647.729	166.426	190.35	290.953	0	1119.109	4	5.45	0.0142747	0.016828	0.8047977	34.99	12.9	20.473	13.573	2.836	-3.292	-3.181	-6.804	38.7	-1.6	16.282	-5.105	9.315	0.382	5	-0.025	3	71.967	0	0	101.346	5	0	12	0	12	0	24	0	0.0331902	H
8	0	0	1	0	2	0	-1	90.079	3.09	257.54	108.024	149.516	0	0	361.438	2	3.7	0.0264191	0.0203176	0.9528167	7.027	3.166	6.892	7.488	-0.217	-0.077	-0.283	-0.488	95.861	-0.655	49.896	-4.083	11.159	-0.805	1	-1.057	2	61.144	0	0	71.006	3	0	0	0	0	0	6	0	0.058089	M
10	1	0	0	5	22	1	-2	672.734	11.556	1146.547	464.738	402.484	279.325	0	2082.671	5.25	13.95	0.0641172	0.027878	0.687892	65.736	24.922	38.563	32.109	-0.363	-2.753	-3.44	-1.768	0.047	-6.035	0.109	-7.904	8.956	0.16	13	-1.371	1	0	0	113.721	286.808	16	3	12	0	12	0	48	2	0.0475127	M
4	0	0	0	0	13	2	-2	342.299	11.693	554.012	234.118	319.894	0	0	965.087	8	16.8	0.1416804	0.0857699	0.8524914	24.121	11.247	30.561	28.625	-3.628	-0.287	-0.384	-3.919	9.169	-3.155	3.104	-6.167	10.431	-1.954	7	-1.384	1	0	0	0	184.867	11	2	11	0	11	9	23	2	0.138819	L
0	0	0	0	0	3	0	-1	229.253	6.319	401.792	150.114	132.715	82.78	36.184	661.179	3	7.9	0.0603838	0.0340554	0.9135015	19.171	6.988	15.458	13.678	-0.311	-1.563	-1.589	-3.326	546.213	-0.589	406.148	-3.386	8.045	0.227	2	-0.78	3	74.117	0	0	81.153	6	0	11	0	11	3	15	0	0.059686	M
1	0	0	0	0	3	0	-1	256.094	7.104	429.54	0	172.556	143.108	113.875	698.688	4	4	0.0722251	0.0186246	0.8865103	21.248	8.632	16.321	12.077	0.94	-2.574	-3.318	-4.051	228.848	-0.802	422.577	-3.908	8.72	0.485	0	-0.483	3	74.679	0	0	84.988	5	0	12	0	12	0	16	0	0.0312386	H
0	0	0	0	0	5	0	0	369.361	6.489	627.381	122.942	83.665	278.611	142.163	1067.869	1	6.5	0.03943	0.0103605	0.8053397	36.032	10.147	17.702	13.007	3.525	-4.057	-5.027	-6.01	63.46	-0.249	4920.391	-1.6	8.976	0.735	5	0.032	3	79.849	127.692	0	64.321	5	0	15	0	15	0	25	0	0.0175979	H
1	1	0	0	0	6	0	-2	357.449	3.443	558.809	478.009	0	80.8	0	1066.092	0	5	0.0111213	0	0.9031605	33.43	8.883	13	5.215	2.499	-1.992	-1.992	-4.21	2470.586	-1.137	1454.789	-2.721	8.422	-0.301	8	0.121	3	100	0	0	35.838	5	0	16	0	16	3	26	1	0	H
1	2	0	0	1	10	0	0	263.382	4	564.519	254.373	141.131	169.014	0	980.348	5	4.5	0.0163245	0.0178246	0.8454215	28.273	10.622	18.762	14.53	0.332	0.536	-0.109	-4.917	18.135	-0.559	12.829	-6.69	9.391	-0.093	6	-0.637	2	51.415	0	24.226	82.802	4	0	6	0	6	0	19	1	0.0382043	M
11	1	1	0	4	20	0	-2	630.745	13.95	1006.049	168.365	389.886	447.798	0	1923.099	9.75	11.5	0.1011892	0.0356928	0.7433851	62.243	24.588	43.699	34.917	-0.303	-1.806	-3.989	-3.048	0.116	-4.947	0.147	-9.333	8.093	0.209	12	-1.266	1	0	0	79.492	251.224	13	3	18	0	18	0	46	2	0.0569306	L
18	0	1	0	10	35	0	-2	1209.413	27.227	1743.725	870.655	505.579	367.491	0	3488.215	10	24.45	0.2125119	0.0443405	0.6379048	114.48	41.516	70.526	52.712	-0.212	-5.878	-7.86	4.6	0.008	-9.829	0.039	-8.245	8.237	-0.286	17	-2.424	1	0	0	160.115	441.687	28	3	30	0	30	7	87	3	0.0639299	M
1	1	0	1	0	6	0	-2	197.19	3.383	395.404	47.697	242.721	104.986	0	640.824	5	4.5	0.0178613	0.0254482	0.9091113	16.642	7.869	15.352	13.468	-2.529	-0.68	-0.707	-2.422	3.124	-1.358	1.364	-7.11	9.15	0.027	6	-0.962	2	20.994	0	0	115.652	5	0	6	0	6	0	14	1	0.0510286	M
0	1	0	1	0	1	0	0	361.372	7.639	593.985	360.332	147.254	61.662	24.737	1054.888	0	7.25	0.0553172	0	0.8437111	36.009	9.326	16.515	9.499	-0.388	-3.067	-3.086	-3.274	25.118	-0.417	17.732	-5.983	8.808	0.98	1	-0.463	2	49.729	24.737	0	94.957	7	0	19	0	19	6	26	0	0	H
2	1	0	1	0	7	0	-1	776.874	3.452	626.184	47.421	176.629	103.261	298.873	1105.493	4	4.25	0.0107823	0.0135743	0.8257224	34.579	13.46	20.923	11.735	1.994	-5.217	-12.715	-3.763	13.226	-0.454	281.438	-5.802	8.908	1.532	5	0.081	2	45.731	0	0	99.218	5	1	12	0	12	0	24	1	0.0109413	M
0	1	0	0	0	5	0	2	234.341	4.975	521.225	376.817	18.687	125.721	0	887.944	1	4.5	0.0278714	0.0086335	0.8571637	27.372	7.681	12.294	6.75	2.271	-1.786	-1.539	-5.169	1642.831	0.491	935.966	-3.004	9.015	-0.261	5	-0.031	3	100	0	0	30.867	3	0	6	0	6	0	17	0	0.0192028	H
0	1	0	0	1	11	0	-2	406.536	6.393	707.955	533.09	138.774	0	36.092	1284.647	5	13.5	0.0318181	0.0426396	0.8072629	38.194	12.546	27.111	21.941	0.166	-1.354	-0.624	-4.002	85.049	-1.032	86.713	-5.084	8.798	0.007	7	-1.127	2	62.454	0	18.485	109.819	8	0	11	0	11	9	27	1	0.074254	L
1	0	0	0	0	4	0	0	391.471	3.103	592.025	59.108	67.687	465.23	0	1160.605	0	6	0.0082935	0	0.9021554	42.168	12.894	17.626	9.796	4.021	-3.643	-6.157	-5.334	2259.563	-0.232	1194.011	-0.744	8.891	0.244	6	0.212	3	100	0	0	42.24	4	0	27	0	27	1	30	0	0	H
0	0	0	0	0	2	0	-1	256.257	4.574	487.36	49.578	157.278	280.504	0	811.265	2	4.25	0.0257892	0.0123326	0.8631576	27.707	9.236	14.744	10.544	1.705	-3.331	-3.536	-5.084	319.471	-0.964	144.111	-3.238	9.322	0.433	4	-0.083	3	81.755	0	0	79.441	4	0	16	0	16	2	19	0	0.0234546	H
6	0	0	0	0	13	2	-2	550.515	9.604	831.471	287.237	313.911	230.323	0	1528.862	7	18.6	0.0603311	0.0591854	0.7719044	48.883	18.032	37.816	31.127	-1.166	-3.223	-3.794	-6.321	10.449	-3.732	3.574	-5.245	9.257	0.371	9	-1.197	1	0	0	0	204.721	13	3	27	0	27	11	39	2	0.0893907	L
0	0	0	0	0	8	1	-2	418.399	10.069	678.059	178.412	255.697	243.95	0	1197.784	5	12.75	0.0846354	0.0420463	0.804421	38.974	14.019	28.562	22.866	-0.218	-3.283	-3.551	-5.86	37.25	-2.553	14.122	-4.605	9.122	0.305	7	-0.755	2	53.788	0	0	150.322	9	0	22	0	22	7	30	1	0.0681404	L
6	0	0	0	0	13	2	-2	550.515	9.604	831.471	287.237	313.911	230.323	0	1528.862	7	18.6	0.0603311	0.0591854	0.7719044	48.883	18.032	37.816	31.127	-1.166	-3.223	-3.794	-6.321	10.449	-3.732	3.574	-5.245	9.257	0.371	9	-1.197	1	0	0	0	204.721	13	3	27	0	27	11	39	2	0.0893907	L
0	0	0	0	0	8	1	-2	418.399	10.069	678.059	178.412	255.697	243.95	0	1197.784	5	12.75	0.0846354	0.0420463	0.804421	38.974	14.019	28.562	22.866	-0.218	-3.283	-3.551	-5.86	37.25	-2.553	14.122	-4.605	9.122	0.305	7	-0.755	2	53.788	0	0	150.322	9	0	22	0	22	7	30	1	0.0681404	L
6	0	0	0	0	13	2	-2	550.515	9.604	831.471	287.237	313.911	230.323	0	1528.862	7	18.6	0.0603311	0.0591854	0.7719044	48.883	18.032	37.816	31.127	-1.166	-3.223	-3.794	-6.321	10.449	-3.732	3.574	-5.245	9.257	0.371	9	-1.197	1	0	0	0	204.721	13	3	27	0	27	11	39	2	0.0893907	L
0	0	0	0	0	8	1	-2	418.399	10.069	678.059	178.412	255.697	243.95	0	1197.784	5	12.75	0.0846354	0.0420463	0.804421	38.974	14.019	28.562	22.866	-0.218	-3.283	-3.551	-5.86	37.25	-2.553	14.122	-4.605	9.122	0.305	7	-0.755	2	53.788	0	0	150.322	9	0	22	0	22	7	30	1	0.0681404	L
6	0	0	0	0	13	2	-2	550.515	9.604	831.471	287.237	313.911	230.323	0	1528.862	7	18.6	0.0603311	0.0591854	0.7719044	48.883	18.032	37.816	31.127	-1.166	-3.223	-3.794	-6.321	10.449	-3.732	3.574	-5.245	9.257	0.371	9	-1.197	1	0	0	0	204.721	13	3	27	0	27	11	39	2	0.0893907	L
0	0	0	0	0	8	1	-2	418.399	10.069	678.059	178.412	255.697	243.95	0	1197.784	5	12.75	0.0846354	0.0420463	0.804421	38.974	14.019	28.562	22.866	-0.218	-3.283	-3.551	-5.86	37.25	-2.553	14.122	-4.605	9.122	0.305	7	-0.755	2	53.788	0	0	150.322	9	0	22	0	22	7	30	1	0.0681404	L
6	0	0	0	0	13	2	-2	550.515	9.604	831.471	287.237	313.911	230.323	0	1528.862	7	18.6	0.0603311	0.0591854	0.7719044	48.883	18.032	37.816	31.127	-1.166	-3.223	-3.794	-6.321	10.449	-3.732	3.574	-5.245	9.257	0.371	9	-1.197	1	0	0	0	204.721	13	3	27	0	27	11	39	2	0.0893907	L
0	0	0	0	0	8	1	-2	418.399	10.069	678.059	178.412	255.697	243.95	0	1197.784	5	12.75	0.0846354	0.0420463	0.804421	38.974	14.019	28.562	22.866	-0.218	-3.283	-3.551	-5.86	37.25	-2.553	14.122	-4.605	9.122	0.305	7	-0.755	2	53.788	0	0	150.322	9	0	22	0	22	7	30	1	0.0681404	L
6	0	0	0	0	13	2	-2	550.515	9.604	831.471	287.237	313.911	230.323	0	1528.862	7	18.6	0.0603311	0.0591854	0.7719044	48.883	18.032	37.816	31.127	-1.166	-3.223	-3.794	-6.321	10.449	-3.732	3.574	-5.245	9.257	0.371	9	-1.197	1	0	0	0	204.721	13	3	27	0	27	11	39	2	0.0893907	L
0	0	0	0	0	8	1	-2	418.399	10.069	678.059	178.412	255.697	243.95	0	1197.784	5	12.75	0.0846354	0.0420463	0.804421	38.974	14.019	28.562	22.866	-0.218	-3.283	-3.551	-5.86	37.25	-2.553	14.122	-4.605	9.122	0.305	7	-0.755	2	53.788	0	0	150.322	9	0	22	0	22	7	30	1	0.0681404	L
6	0	0	0	0	13	2	-2	550.515	9.604	831.471	287.237	313.911	230.323	0	1528.862	7	18.6	0.0603311	0.0591854	0.7719044	48.883	18.032	37.816	31.127	-1.166	-3.223	-3.794	-6.321	10.449	-3.732	3.574	-5.245	9.257	0.371	9	-1.197	1	0	0	0	204.721	13	3	27	0	27	11	39	2	0.0893907	L
0	0	0	0	0	8	1	-2	418.399	10.069	678.059	178.412	255.697	243.95	0	1197.784	5	12.75	0.0846354	0.0420463	0.804421	38.974	14.019	28.562	22.866	-0.218	-3.283	-3.551	-5.86	37.25	-2.553	14.122	-4.605	9.122	0.305	7	-0.755	2	53.788	0	0	150.322	9	0	22	0	22	7	30	1	0.0681404	L
6	0	0	0	0	13	2	-2	550.515	9.604	831.471	287.237	313.911	230.323	0	1528.862	7	18.6	0.0603311	0.0591854	0.7719044	48.883	18.032	37.816	31.127	-1.166	-3.223	-3.794	-6.321	10.449	-3.732	3.574	-5.245	9.257	0.371	9	-1.197	1	0	0	0	204.721	13	3	27	0	27	11	39	2	0.0893907	L
0	0	0	0	0	8	1	-2	418.399	10.069	678.059	178.412	255.697	243.95	0	1197.784	5	12.75	0.0846354	0.0420463	0.804421	38.974	14.019	28.562	22.866	-0.218	-3.283	-3.551	-5.86	37.25	-2.553	14.122	-4.605	9.122	0.305	7	-0.755	2	53.788	0	0	150.322	9	0	22	0	22	7	30	1	0.0681404	L
0	1	0	0	1	3	0	1	338.452	7.204	618.818	370.571	55.321	192.925	0	1118.591	2	4	0.0463904	0.0091414	0.8421373	38.528	10.818	18.009	10.504	3.141	-3.626	-3.414	-4.358	521.986	0.261	394.239	-3.634	8.213	0.117	5	0.373	3	93.977	0	18.911	50.553	5	0	16	0	16	4	25	0	0.0167139	H
6	0	0	2	0	13	1	-2	538.464	4.682	827.588	81.44	445.162	300.986	0	1490.395	7	10.5	0.0147092	0.0335679	0.7624629	48.019	19.168	33.218	24.513	1.598	-4.83	-6.59	-3.196	0.038	-5.325	0.013	-7.415	8.938	0.915	9	-0.576	1	0	0	0	238.132	12	3	21	0	21	2	39	2	0.0515919	L
0	0	0	0	0	8	0	-2	559.565	9.037	758.264	235.899	143.642	259.329	119.394	1451.817	0	11	0.0562548	0	0.8177475	49.288	13.735	23.78	13.397	3.175	-5.045	-8.158	-5.718	430.275	-1.058	896.428	-2.485	8.455	0.232	5	-0.45	3	79.715	119.187	0	91.8	10	1	25	0	25	3	39	0	0	M
0	0	0	0	0	8	0	-2	566.679	8.264	778.306	237.667	142.645	397.783	0.211	1546.37	0	10.5	0.0441587	0	0.830916	54.394	16.251	24.865	13.846	3.749	-5.167	-8.901	-6.165	439.746	-1.296	204.103	-1.979	8.434	0.202	4	-0.041	3	83.249	0	0	84.685	10	1	31	0	31	3	41	0	0	L
0	0	0	0	0	8	0	-2	502.593	5.225	709.206	236.871	146.558	325.671	0.106	1382.424	0	11.5	0.0197493	0	0.8462265	47.144	14.321	22.423	14.201	2.081	-3.333	-6.776	-5.573	403.728	-1.283	185.849	-2.305	8.204	-0.052	5	-0.785	3	72.816	0	0	90.109	10	1	26	0	26	3	36	0	0	L
1	0	0	0	0	9	0	-2	504.609	14.031	721.34	236.061	145.227	340.052	0	1444.056	0	11	0.1363384	0	0.8565395	49.106	14.928	24.494	13.605	2.752	-3.662	-6.991	-5.475	415.631	-1.299	191.522	-2.134	8.693	0.755	3	-0.515	3	76.972	0	0	90.99	10	1	25	0	25	3	36	0	0	M
0	0	0	0	0	5	0	-2	265.271	8.407	466.02	143.976	294.275	27.769	0	791.036	5	8.9	0.0893442	0.0427042	0.8876154	22.558	9.051	20.917	18.018	-1.488	-1.835	-1.669	-3.483	16.043	-2.228	5.682	-6.365	8.485	0.29	2	-0.75	2	39.806	0	0	140.203	8	0	13	4	9	4	19	1	0.0750214	M
0	1	0	1	0	2	0	0	351.352	7.003	590.178	319.72	163.488	69.751	37.22	1029.61	1	6	0.0476308	0.0101664	0.8355331	34.433	9.383	16.724	9.672	-0.399	-4.156	-3.616	-3.445	17.622	-0.628	14.15	-6.157	8.953	1.189	1	0.012	2	46.91	37.22	0	95.035	6	0	16	0	16	4	25	1	0.0170769	M
0	1	0	0	1	7	0	1	477.045	3.331	793.502	243.156	48.066	430.557	71.723	1493.371	1	5.75	0.0074301	0.0072464	0.7962733	53.228	16.237	22.625	11.785	5.552	-5.942	-6.052	-6.234	628.248	0.211	1156.181	-2.279	9.199	0.136	4	0.926	3	96.575	0	17.445	43.345	4	1	24	0	24	5	34	1	0.0120534	M
3	0	0	0	2	16	0	-2	628.81	8.703	949.077	479.116	62.435	407.526	0	1878.53	4	9.45	0.0403223	0.0199141	0.7757865	62.643	19.893	32.167	17.93	5.426	-6.545	-7.919	-4.355	1933.182	-1.092	1351.569	0.302	8.75	-0.133	8	0.345	1	91.618	0	14.768	92.338	9	2	24	0	24	3	46	2	0.0300568	H
0	1	0	1	1	5	1	-2	349.773	6.274	555.244	107.966	218.337	174.485	54.455	993.884	3.25	6.75	0.0396078	0.021916	0.8674382	32.077	11.398	19.989	15.863	-1.414	-1.727	-2.205	-2.053	3.397	-1.14	4.819	-6.511	9.263	0.774	5	-0.647	2	28.172	0	24.47	131.763	7	0	14	4	10	4	24	1	0.0347904	L
0	0	0	0	0	1	0	0	321.162	4.982	519.055	26.51	120.974	253.642	117.929	883.261	2	5.2	0.0281047	0.0141679	0.8577182	30.974	10.318	16.826	11.388	2.51	-3.614	-4.286	-5.044	705.838	-0.304	1502.558	-2.76	9.213	0.818	1	-0.006	3	92.628	0	0	73.808	4	0	17	0	12	1	21	0	0.0228979	H
0	0	0	0	0	9	0	-2	422.916	11.752	689.536	237.894	127.607	256.835	67.201	1258.585	2	6.2	0.1097387	0.012716	0.8175789	40.888	13.555	21.438	11.068	4.125	-5.333	-6.594	-5.709	610.671	-1.087	677.577	-2.102	8.777	1.12	3	0.413	3	100	0	0	89.392	7	0	22	0	22	0	30	0	0.0207326	M
0	0	0	0	0	7	2	-2	404.545	4.659	694.62	504.931	127.953	61.736	0	1310.922	1	6.7	0.0165558	0.0096456	0.8339424	42.404	11.939	19.013	9.201	4.257	-5.699	-5.068	-4.513	606.074	-1.085	287.929	-2.988	9.13	-0.122	6	0.568	3	100	0	0	88.097	5	0	16	0	16	10	29	0	0.0165619	M
0	0	0	1	0	4	1	-1	246.305	2.94	504.417	285.095	121.411	97.911	0	855.867	1	4	0.0101017	0.0079299	0.8642635	26.464	7.925	11.975	6.947	2.773	-3.421	-3.041	-2.388	177.075	-0.761	96.858	-3.028	9.379	-0.416	4	-0.139	3	83.418	0	0	69.956	3	0	11	0	11	4	18	0	0.0162399	H
8	0	0	2	1	7	2	-2	445.378	14.352	578.251	0	495.098	79.843	3.31	1015.703	6.25	12.75	0.202797	0.0551231	0.8450703	30.762	13.138	30.199	28.648	-2.631	-0.828	-3.224	0.57	0.005	-4.472	0.004	-9.691	9.404	2.125	1	-1.549	1	0	0	46.711	258.831	14	2	13	0	13	0	29	1	0.0715684	L
0	0	0	0	0	4	0	-2	286.24	4.584	495.979	0	245.339	250.64	0	829.182	3	4.5	0.0253406	0.0157148	0.860601	26.855	10.041	16.346	12.23	0.906	-2.975	-4.073	-4.983	46.703	-1.886	18.033	-4.774	9.107	1.091	4	-0.221	3	62.129	0	0	118.793	6	0	16	0	16	0	21	0	0.0272296	M
2	0	0	0	0	10	1	-2	448.382	3.071	684.436	128.758	335.326	220.352	0	1214.688	6	13	0.007764	0.046525	0.8044066	38.141	14.803	29.1	24.533	-0.91	-2.993	-4.066	-5.748	6.546	-3.494	2.156	-5.963	8.881	0.922	7	-0.849	2	10.307	0	0	189.705	11	2	22	0	22	5	32	2	0.0710184	L
0	1	0	0	0	2	0	1	351.423	4.992	657.307	233.575	74.61	302.344	46.778	1139.888	2	4.5	0.0218591	0.0096819	0.8028575	41.067	11.611	19.225	10.802	3.859	-5.14	-4.368	-6.89	484.477	0.185	451.126	-3.7	8.099	0.605	2	0.689	3	100	46.778	0	53.005	4	0	21	0	21	5	26	0	0.0181092	M
0	1	0	0	0	4	0	1	249.352	1.442	499.206	308.857	75.146	115.203	0	868.197	2	3.5	0.0023942	0.0099152	0.8816519	27.123	8.164	13.135	7.71	2.183	-2.162	-2.102	-4.723	478.842	0.076	246.92	-4.177	8.98	-0.109	4	0.093	3	87.695	0	0	42.021	3	0	12	0	12	6	18	0	0.0198504	H
1	0	0	0	0	9	5	0	330.35	5.442	571.764	434.396	59.656	0	77.711	988.365	0	5.5	0.0299638	0	0.8392539	27.621	8.328	11.713	4.96	2.436	-3.295	-3.537	-4.133	2692.64	-0.353	3846.124	-1.755	9.258	1.947	2	-0.366	3	100	0	0	77.537	6	0	0	0	0	0	19	0	0	M
