moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC.	moe2D_PEOE_PC..1	moe2D_PEOE_RPC.	moe2D_PEOE_RPC..1	moe2D_PEOE_VSA.0	moe2D_PEOE_VSA.1	moe2D_PEOE_VSA.2	moe2D_PEOE_VSA.3	moe2D_PEOE_VSA.4	moe2D_PEOE_VSA.5	moe2D_PEOE_VSA.6	moe2D_PEOE_VSA.0.1	moe2D_PEOE_VSA.1.1	moe2D_PEOE_VSA.2.1	moe2D_PEOE_VSA.3.1	moe2D_PEOE_VSA.4.1	moe2D_PEOE_VSA.5.1	moe2D_PEOE_VSA.6.1	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC.	moe2D_Q_PC..1	moe2D_Q_RPC.	moe2D_Q_RPC..1	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nN	moe2D_a_nO	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_dCH2	moe2D_kS_dO	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_violation	moe2D_logP.o.w.	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb	Activity
5.307	0.864	0.224	0.544	0.84	-2.474	-0.3825	0.4492	2.38	-2.497	-0.2774	0.5772	2.452	-2.181	-0.2609	0.5959	2.679	-0.8314	-0.3136	0.007682	2.184	-0.9812	-0.1913	0.1161	2.327	-0.5072	-0.1509	0.1153	2.481	8.1	4	2.651	6.23	2.976	1.919	1.854	0.6351	-0.6351	0.201	0.454	40.82	17.06	8.619	0	0	0	0	58.66	43.26	0	0	0	0.1369	0	0.9992	0.6055	0.0008121	0.0008121	0.3945	0	168.4	102.1	0.1369	0.1369	66.5	0	1.613	-1.613	0.248	0.5389	0.8698	0.3047	0.0008121	0.1302	0.6953	0.1294	146.6	51.37	0.1369	21.95	117.2	21.81	4.534	0	0	0	3.186	20.77	70.57	18.44	66.65	2.427	0	18.01	0	18.44	3.186	0	0	70.57	0	69.41	12.03	0.7219	4.322	2.401	6.301	135.2	27.41	1.192	0	6	23	1	10	9	0	9	0	0	13	1	0	25.61	2	0.2	6	23	0	10	2	0.2	17	0	2.224	14.87	7.397	6.69	6.517	6.017	4.826	3.917	3.632	3.028	2.56	1.581	0.4928	0.2887	0.25	0.1667	2.742	1.674	1.399	0.8626	0	0	2.23	1.131	0.9591	0.4831	0	0	0.7773	0.3708	0.3283	0.1796	0	0	0.619	6	8.383	0	0	2.515	0	0	0	0	0	0	4.198	0	0	0	0	0.9895	3.248	0	0	0	0	0	0	0	1	1	0	2.229	-1.982	4.422	6	1	1	2	0	0.5	1	3	0	1	168.6	218.4	0	5.683	151.3	0	5.683	124	10	44	3.44
4.226	0.229	0.207	0.559	0.377	-2.685	0.02298	0.1182	2.614	-2.675	0.123	0.2142	2.767	-2.431	0.09627	0.1057	2.868	-0.8415	-0.137	-0.04179	2.304	-1.363	-0.037	0.0542	2.425	-0.5316	-0.06373	-0.0543	2.521	8	7	7.2	8	7	7.2	7	0.657	-0.657	0.1799	0.5023	63.98	0	17.24	0	0	0	0	21.89	53.55	0	0	0	0	6.651	0.9593	0.5027	0.04073	0.04073	0.4973	0	156.7	82.1	6.651	6.651	81.22	0	0.99	-0.99	0.3636	1	0.7729	0.04073	0.04073	0.2271	0.9593	0.1863	126.2	6.651	6.651	37.08	156.7	30.43	3.781	0	0	0	0	32.9	94.34	18.44	33.33	1.916	32.9	0	0	18.44	0	0	0	0	94.34	33.33	26.02	0.7579	3.807	2.61	5.568	115.2	26.96	1.078	1	0	25	1	8	7	0	7	0	0	17	1	0	24.76	5	0.7143	0	24	0	7	5	0.7143	24	0	2.53	17.92	6.243	5.243	5.82	5.243	3.914	3.207	3.615	3.207	1.914	1.914	0	0	0	0	1.457	1.104	1.308	1.104	0	0	0.8536	0.6036	0.7479	0.6036	0	0	0	0	0	0	0	0	0.5773	7	0	0	0	0	0	0	0	0	0	0	2.225	0	0	5.311	0	7.465	0	0	0	0	0	0	0	0	1	1	0	2.097	-1.872	3.767	0	1	0	5	0	0.4286	0.75	4	0	0	163.3	199.6	0	0	128.8	0	17.74	84	5	26	3.72
3.869	0.152	0.618	0.411	0.508	-2.617	-0.3362	0.3105	2.581	-2.48	-0.2767	0.3032	2.724	-2.375	-0.1674	0.4228	2.821	-0.7957	-0.3349	0.01715	2.167	-0.8725	-0.2164	0.01282	2.277	-0.5305	-0.1734	0.1176	2.376	8	5.143	7.2	7.054	4.443	6.108	3.917	0.8145	-0.8145	0.3187	0.4067	55.62	0	0	0	10.32	14.71	0	8.701	36.15	0	0	0	13.57	7.768	0.6842	0.4507	0.1453	0.3158	0.5493	0.1705	100.5	66.19	21.33	46.37	80.65	25.03	1.22	-1.22	0.5402	0.5328	0.6842	0.1453	0.1453	0.3158	0.8547	0.1705	100.5	21.33	21.33	46.37	125.5	25.03	3.178	23.86	0	25.39	0	0	75.47	7.745	33.33	1.651	0	7.745	23.86	25.39	0	0	0	0	75.47	33.33	37.3	0.7579	3.807	2.462	5.587	116.2	25.91	1.295	2	0	20	2	8	5	0	6	0	0	12	0	2	20.17	4	0.5714	0	19	1	7	4	0.5714	18	0	2.737	14.08	6.406	4.406	5.184	4.328	3.77	2.615	2.988	2.561	1.496	1.457	0.4082	0	0.06455	0	1.385	0.8077	0.9942	0.7803	0	0	0.8026	0.3943	0.5262	0.375	0	0	0.2887	0	0.04564	0	0	0	0.6826	6	0	0	0	0	0	9.874	0	0	-0.682	0	2.057	0	0	0	8.14	3.277	0	0	0	0	0	0	0	0	2	1	0	1.722	-1.341	3.279	0	1	0	4	0	0.5	1	3	0	0	146.8	170.2	0	0	92.64	14.71	27.13	79	5	28	2.76
4.356	0.306	0.03	0.424	0.558	-2.652	-0.1458	0.04873	2.6	-2.537	-0.01881	0.123	2.741	-2.407	0.06678	0.1057	2.844	-0.7982	-0.2931	-0.1113	2.275	-0.8452	-0.1882	-0.037	2.379	-0.5314	-0.1053	-0.0543	2.485	10	7.111	9.143	9.064	6.368	8.107	5.772	0.835	-0.835	0.3102	0.3778	78.46	23.48	0	0	0	14.71	0	8.701	44.85	0	0	0	13.57	2.504	0.8348	0.3738	0.08627	0.1652	0.6262	0.07896	155.5	69.62	16.07	30.78	116.7	14.71	1	-1	0.659	0.57	0.7545	0.08627	0.08627	0.2455	0.9137	0.1592	140.5	16.07	16.07	45.73	170.2	29.66	4.078	34.86	0	0	0	0	75.47	28.67	66.65	2.13	0	7.745	34.86	20.93	0	0	0	0	75.47	66.65	26.3	0.6801	4.17	2.857	6.238	144.2	32.21	1.239	1	0	26	0	10	7	0	8	0	0	16	0	2	26.35	5	0.5556	0	25	1	9	6	0.6667	24	0	2.782	20.37	7.82	6.113	6.852	6.036	4.77	3.284	3.904	3.207	1.561	1.561	0.4082	0	0.08333	0	1.885	0.8536	1.303	0.8536	0	0	1.156	0.4268	0.7447	0.4268	0	0	0.2887	0	0.05893	0	0	0	0.6521	8	0	0	0	0	0	10.25	0	0	-0.1699	0	3.603	0	0	0	0	5.23	0	4.75	0	0	0	0	0	0	2	0	0	2.466	-2.081	4.234	0	1	0	5	0	0.5	1	4	0	0	186.3	221.2	13.57	0	144.1	17.21	13.57	158	7	36	4.56
3.727	0.229	0.207	0.559	0.377	-2.665	0.02298	0.1182	2.594	-2.674	0.123	0.2142	2.738	-2.411	0.09627	0.1057	2.848	-0.8414	-0.137	-0.04179	2.225	-1.363	-0.037	0.0542	2.336	-0.5311	-0.06373	-0.0543	2.441	7	6	6	7	6	6	6	0.6039	-0.6039	0.1957	0.5464	55.45	0	17.24	0	0	0	0	21.89	44.85	0	0	0	0	6.651	0.9545	0.5024	0.04553	0.04553	0.4976	0	139.4	73.4	6.651	6.651	72.69	0	0.99	-0.99	0.3636	1	0.7462	0.04553	0.04553	0.2538	0.9545	0.2083	109	6.651	6.651	37.08	139.4	30.43	3.32	0	0	0	0	32.9	75.47	18.44	33.33	1.525	32.9	0	0	18.44	0	0	0	0	75.47	33.33	26.02	0.8031	3.585	2.398	5.169	101.2	23.99	1.091	1	0	22	1	7	6	0	6	0	0	15	1	0	21.66	4	0.6667	0	21	0	6	4	0.6667	21	0	2.447	15.74	5.536	4.536	5.113	4.536	3.414	2.707	3.115	2.707	1.561	1.561	0	0	0	0	1.207	0.8536	1.058	0.8536	0	0	0.6768	0.4268	0.5711	0.4268	0	0	0	0	0	0	0	0	0.5778	6	0	0	0	0	0	0	0	0	0	0	2.205	0	0	5.269	0	6.026	0	0	0	0	0	0	0	0	1	1	0	1.655	-1.357	3.304	0	1	0	4	0	0.5	1	3	0	0	146.1	175.1	0	0	112.9	0	17.74	56	4	22	3.25
4.332	0.856	0.224	0.548	0.864	-2.352	-0.5999	0.6585	2.23	-2.391	-0.4948	0.7607	2.351	-2.018	-0.4614	0.804	2.569	-0.8313	-0.3674	0.07359	1.99	-0.9813	-0.2463	0.1567	2.149	-0.4716	-0.2034	0.1809	2.302	6.125	3.111	1.8	4.365	2.092	1.15	1.142	0.5723	-0.5723	0.2225	0.5088	19.5	21.33	8.619	0	0	0	0	47.75	36.76	0	0	0	0.1369	0	0.999	0.6313	0.001021	0.001021	0.3687	0	134	84.65	0.1369	0.1369	49.44	0	1.619	-1.619	0.2471	0.5368	0.7614	0.458	0.001021	0.2386	0.542	0.2376	102.1	61.41	0.1369	31.99	72.68	31.86	3.599	0	0	0	0	20.77	88.22	0	32.9	1.728	0	18.01	0	0	0	32.9	0	88.22	0	2.757	12.03	0.8113	4	2.06	5.642	107.2	21.31	1.253	0	6	17	1	8	7	0	7	0	0	9	1	0	19.42	1	0.125	6	17	0	8	1	0.125	11	0	2.189	10.5	5.82	5.113	4.887	4.387	3.932	2.816	2.661	1.911	1.927	1.077	0.2041	0	0.08333	0	2.302	1.316	1.062	0.6071	0	0	1.595	0.8985	0.6048	0.3419	0	0	0.4928	0	0.1796	0	0	0	0.6319	5	10.07	0	0	1.16	0	0	0	0	0	0	1.912	0	0	0	0	0	3.027	0	0	0	0	0	0	0	1	1	0	1.553	-1.181	3.522	6	1	1	1	0	0.4	0.6667	3	0	1	134.1	169.6	0	5.683	119.6	0	5.683	64	7	34	3.03
5.164	0.349	0.03	0.749	0.486	-2.828	-0.03821	0.04239	2.748	-2.802	0.02439	0.123	2.847	-2.561	0.1057	0.1231	3.011	-0.8591	-0.2225	-0.1176	2.637	-0.9533	-0.1693	-0.037	2.709	-0.5292	-0.06946	-0.0543	2.864	9.091	4.793	2.5	9.091	4.793	2.5	3.961	0.6429	-0.6429	0.07193	0.4665	92.72	0	0	0	0	0	0	43.79	63.6	0	0	0	0	0	1	0.5366	0	0	0.4634	0	200.1	107.4	0	0	92.72	0	0.81	-0.81	0.3333	1	0.8524	0	0	0.1476	1	0.1476	170.6	0	0	29.53	200.1	29.53	4.979	0	3.124	0	3.982	0	94.34	36.88	66.65	2.661	0	3.124	3.982	36.88	0	0	0	0	94.34	66.65	3.24	0.684	4.459	2.418	6.604	155.3	34.54	1.079	1	0	32	0	11	10	0	10	0	0	21	1	0	32.7	3	0.2727	0	32	0	11	3	0.2727	32	0	2.297	24.94	8.104	7.527	7.974	7.527	5.381	4.231	5.121	4.231	1.927	1.927	0.3333	0	0.2582	0	3.365	1.316	2.903	1.316	0	0	2.561	0.8985	2.186	0.8985	0	0	1.04	0	0.8059	0	0	0	0.5923	6	0	0	0	0	0	0	0	0	0	0	4.552	0	0	0	0	9.756	0	0	0.9155	2.61	0	0	0	0	1	0	0	2.828	-1.614	4.949	6	1	1	5	0	0.5	1	3	0	1	200.1	262.2	0	0	185.2	0	0	158	13	48	3.86
5.13	0.287	0.03	1.083	0.87	-2.68	-0.09186	0.04883	2.602	-2.687	-0.04288	0.123	2.676	-2.413	0.08029	0.1147	2.865	-0.8556	-0.2241	-0.1112	2.392	-0.9629	-0.2092	-0.037	2.444	-0.5312	-0.08902	-0.0543	2.618	11	8.1	6.4	9.563	6.934	5.404	6.029	0.9316	-0.9316	0.226	0.3701	103.2	0	4.265	0	23	0	0	17.4	54.9	0	0	0	13.57	0	0.831	0.397	0.06273	0.169	0.603	0.1063	179.7	85.87	13.57	36.56	130.4	23	1.23	-1.23	0.4633	0.5367	0.709	0.06273	0.06273	0.291	0.9373	0.2283	153.3	13.57	13.57	62.95	202.7	49.38	4.745	23.86	3.124	0	0	0	75.47	36.88	86.37	2.045	0	3.124	43.58	36.88	0	0	0	0	75.47	66.65	20.31	0.6468	4.322	2.767	6.569	157.3	37.97	1.266	1	0	30	0	11	8	0	9	0	0	19	1	1	30.41	7	0.7	0	29	1	10	7	0.7	28	0	3.259	23.71	8.527	6.95	7.675	6.82	5.346	3.414	4.541	3.414	1.707	1.707	0.2041	0	0.1291	0	2.509	0.7071	1.747	0.7071	0	0	1.538	0	0.9396	0	0	0	0.4928	0	0.2353	0	0	0	0.622	8	0	0	0	0	0	10.44	0.9636	0	0	0	4.283	0	0	0	0	6.442	0	0	0	1.868	0	0	0	0	2	0	0	2.511	-1.642	4.86	0	1	0	6	0	0.5	1	4	0	0	216.3	252.8	13.57	0	162.6	26.55	13.57	188	10	40	3.25
5.608	0.906	0.03	0.461	0.773	-2.596	-0.5171	0.5376	2.492	-2.638	-0.4353	0.6497	2.511	-2.296	-0.3457	0.7119	2.792	-0.841	-0.3629	0.01195	2.306	-0.9805	-0.2458	0.1233	2.411	-0.5081	-0.1695	0.1485	2.591	9.091	4.793	2.5	6.803	3.47	1.757	2.146	0.6482	-0.6482	0.09768	0.4237	75.74	21.33	0	0	0	0	0	24.51	74.26	0	0	0	0	0	1	0.5044	0	0	0.4956	0	195.8	98.77	0	0	97.06	0	1.588	-1.588	0.2324	0.5278	0.8653	0.3129	0	0.1347	0.6871	0.1347	169.5	61.27	0	26.38	134.6	26.38	5	0	0	3.124	0	2.757	88.22	36.88	66.65	2.533	3.124	0	0	36.88	0	0	0	88.22	0	69.41	3.24	0.684	4.459	2.418	6.604	149.2	30.39	1.169	0	6	26	0	11	10	0	10	0	0	15	1	0	28.7	3	0.2727	6	26	0	11	3	0.2727	20	0	2.324	18.38	8.104	7.527	7.248	6.801	5.381	4.231	4.181	3.325	1.927	1.077	0.3333	0	0.1863	0	3.365	1.316	1.885	0.6071	0	0	2.561	0.8985	1.228	0.3419	0	0	1.04	0	0.5442	0	0	0	0.6104	6	10.49	0	0	1.317	0	0	0	0	0	0	4.354	0	0	0	0	2.168	0	0	0	2.333	0	0	0	0	1	0	0	2.503	-1.967	4.897	6	1	1	3	0	0.5	1	3	0	1	195.8	244.5	0	0	185.2	0	0	158	13	48	3.96
3.768	0.35	0.286	1.045	0.63	-2.669	-0.05426	0.05295	2.565	-2.748	0.00471	0.123	2.518	-2.393	0.1057	0.1266	2.831	-0.856	-0.2443	-0.1071	2.248	-0.9599	-0.2054	-0.037	2.228	-0.522	-0.07321	-0.0543	2.471	8	5.143	3.673	8	5.143	3.673	5.143	0.8069	-0.8069	0.2596	0.488	64.38	23.48	0	0	10.32	0	0	26.38	37.5	0	0	0	0	7.768	0.8935	0.4219	0.04574	0.1065	0.5781	0.06079	151.7	71.65	7.768	18.09	98.18	10.32	1.49	-1.49	0.2685	0.5436	0.5724	0.04574	0.04574	0.4276	0.9543	0.3819	97.21	7.768	7.768	72.62	162.1	64.85	3.487	0	28.51	0	0	0	0	76.24	66.65	0.3205	25.39	3.124	0	76.24	0	0	0	0	0	66.65	23.47	0.7579	3.807	2.216	5.635	117.2	29.93	1.301	2	0	23	1	8	6	0	6	0	0	15	1	1	22.46	4	0.5714	0	22	0	7	4	0.5714	22	0	3.074	18.38	6.406	4.828	5.723	4.828	3.846	1.914	3.179	1.914	0	0	0.2041	0	0.1581	0	1.852	0	1.311	0	0	0	1.105	0	0.6813	0	0	0	0.5526	0	0.428	0	0	0	0.627	5	0	0	0	0	0	0	0	0	0	0	4.193	0	0	0	8.457	3.169	0	0	0	2.181	0	0	0	0	2	1	0	0.155	0.05969	3.504	0	1	0	4	0	0.4	0.6667	3	0	0	169.8	186.9	0	0	141.8	0	13.57	72	7	28	1.82
4.64	0.78	0.03	0.793	0.801	-2.557	-0.3874	0.4038	2.43	-2.567	-0.3086	0.4958	2.492	-2.262	-0.2255	0.5437	2.719	-0.8582	-0.35	0.001751	2.207	-0.9242	-0.2491	0.07993	2.318	-0.5121	-0.1509	0.09876	2.484	8.1	4	3.111	6.23	2.976	2.252	1.854	0.6624	-0.6624	0.09371	0.4592	47.32	21.33	0	0	0	0	0	48.69	61.27	0	0	0	0	0	1	0.6157	0	0	0.3843	0	178.6	110	0	0	68.64	0	1.704	-1.704	0.2427	0.4755	0.6659	0.3554	0	0.3341	0.6446	0.3341	118.9	63.48	0	59.67	115.1	59.67	4.404	0	3.124	0	3.186	0	106.7	0	65.79	2.015	0	3.124	0	0	3.186	65.79	0	88.22	0	18.44	3.24	0.7219	4.322	2.425	6.296	135.2	27.41	1.192	1	6	23	0	10	9	0	9	0	0	13	1	0	25.61	2	0.2	6	23	0	10	2	0.2	17	0	2.164	16.19	7.397	6.82	6.541	6.094	4.788	3.225	3.475	2.264	2.504	1.486	0.6124	0.2041	0.4341	0.1179	2.529	1.725	1.342	0.8428	0	0	2.09	1.187	0.9486	0.478	0	0	0.6422	0.2887	0.3469	0.1361	0	0	0.6144	6	10.46	0	0	1.368	0	0	0	0	0	0	4.153	0	0	0	0	1.029	0	0	0	2.162	0	0	0	0	1	0	0	1.955	-1.256	4.424	6	1	1	2	0	0.5	1	3	0	1	178.6	220.1	0	0	169.3	0	0	126	9	44	3.55
4.61	0.906	0.03	0.461	0.773	-2.472	-0.5511	0.5502	2.343	-2.537	-0.4788	0.6621	2.394	-2.146	-0.3605	0.7398	2.67	-0.843	-0.3641	0.01234	2.111	-0.9807	-0.2458	0.1246	2.24	-0.4799	-0.1737	0.1565	2.416	7.111	3.24	2	4.94	2.133	1.249	1.17	0.5664	-0.5664	0.1118	0.4948	32.29	21.33	0	0	0	0	0	70.99	36.76	0	0	0	0	0	1	0.6677	0	0	0.3323	0	161.4	107.8	0	0	53.62	0	1.588	-1.588	0.2324	0.5278	0.712	0.3797	0	0.288	0.6203	0.288	114.9	61.27	0	46.48	100.1	46.48	4.077	0	0	3.124	0	2.757	88.22	0	65.79	1.753	3.124	0	0	0	0	65.79	0	88.22	0	2.757	3.24	0.7642	4.17	2.15	6.005	121.2	24.38	1.219	0	6	20	0	9	8	0	8	0	0	11	1	0	22.51	1	0.1111	6	20	0	9	1	0.1111	14	0	2.277	14.01	6.69	6.113	5.834	5.387	4.305	2.816	3.029	1.911	1.927	1.077	0.5	0	0.2981	0	2.593	1.316	1.273	0.6071	0	0	1.801	0.8985	0.7261	0.3419	0	0	1.04	0	0.4933	0	0	0	0.6194	5	10.26	0	0	1.248	0	0	0	0	0	0	4.074	0	0	0	0	0	0	0	0	2.083	0	0	0	0	1	0	0	1.821	-1.312	3.961	6	1	1	1	0	0.4	0.6667	3	0	1	161.4	195.6	0	0	153.5	0	0	88	9	40	3.27
2.136	0.287	0.03	1.083	0.87	-2.444	-0.1037	0.04522	2.326	-2.548	-0.05462	0.123	2.226	-2.15	0.08006	0.1159	2.608	-0.8601	-0.2444	-0.1148	1.753	-0.9628	-0.2366	-0.037	1.675	-0.4987	-0.09222	-0.0543	1.992	5	2.25	4	3.528	1.412	2.066	0.9964	0.6276	-0.6276	0.3346	0.559	72.07	0	4.265	0	23	0	0	0	0	0	0	0	13.57	0	0.6761	0.1202	0.1202	0.3239	0.8798	0.2037	76.34	13.57	13.57	36.56	99.33	23	1.23	-1.23	0.4633	0.5367	0.2645	0.1202	0.1202	0.7355	0.8798	0.6154	29.86	13.57	13.57	83.04	99.33	69.47	1.975	23.86	3.124	0	0	0	0	0	85.51	-0.2956	0	3.124	43.58	0	0	65.79	0	0	0	0	20.31	0.9044	3	1.522	4.197	73.09	18.61	1.551	1	0	12	0	5	2	0	3	0	0	7	1	1	11.85	1	0.25	0	11	1	4	1	0.25	10	0	2.613	10.59	4.284	2.707	3.433	2.577	2.27	0	1.388	0	0	0	0.4082	0	0.2582	0	0.8165	0	0.2108	0	0	0	0	0	0	0	0	0	0.4082	0	0.1054	0	0	0	0.6879	3	0	0	0	0	0	9.431	0.75	0	0	0	3.375	0	0	0	0	0	0	0	0	1.444	0	0	0	0	2	0	0	-0.283	0.4466	2.052	0	1	0	0	0	0.3333	0.5	2	0	0	112.9	106.3	13.57	0	67.8	26.55	13.57	18	2	16	0.84
5.366	0.152	0.618	0.411	0.508	-2.692	-0.3362	0.3105	2.635	-2.532	-0.2767	0.3032	2.797	-2.443	-0.1674	0.4228	2.884	-0.8021	-0.3255	0.01714	2.392	-0.8725	-0.2037	0.01282	2.524	-0.5318	-0.1725	0.1175	2.604	11	8.1	10	10.07	7.342	8.986	6.72	0.9737	-0.9737	0.2666	0.3402	81.21	0	0	0	10.32	14.71	0	8.701	62.25	0	0	0	13.57	7.768	0.7665	0.4649	0.1075	0.2335	0.5351	0.1261	152.2	92.29	21.33	46.37	106.2	25.03	1.22	-1.22	0.5402	0.5328	0.7665	0.1075	0.1075	0.2335	0.8925	0.1261	152.2	21.33	21.33	46.37	177.2	25.03	4.563	23.86	0	25.39	0	0	132.1	7.745	33.33	2.822	0	7.745	23.86	25.39	0	0	0	0	132.1	33.33	37.3	0.6468	4.322	3.018	6.516	158.2	35.29	1.217	2	0	29	2	11	8	0	9	0	0	18	0	2	29.45	7	0.7	0	28	1	10	7	0.7	27	0	2.803	20.64	8.527	6.527	7.305	6.45	5.27	4.115	4.488	4.061	2.556	2.518	0.4082	0	0.06455	0	2.135	1.558	1.744	1.53	0	0	1.333	0.9247	1.057	0.9053	0	0	0.2887	0	0.04564	0	0	0	0.65	9	0	0	0	0	0	10.09	0	0	-0.6662	0	2.178	0	0	0	8.316	7.251	0	0	0	0	0	0	0	0	2	1	0	3.048	-2.887	4.674	0	1	0	7	0	0.4444	0.8	5	0	0	198.5	243.5	0	0	140.1	14.71	27.13	212	8	40	3.18
