moei3D_AM1_E	moei3D_AM1_Eele	moei3D_AM1_HF	moei3D_AM1_HOMO	moei3D_AM1_IP	moei3D_AM1_LUMO	moei3D_AM1_dipole	moei3D_ASA	moei3D_ASA.	moei3D_ASA..1	moei3D_ASA_H	moei3D_ASA_P	moei3D_CASA.	moei3D_CASA..1	moei3D_DASA	moei3D_DCASA	moei3D_E	moei3D_E_ang	moei3D_E_ele	moei3D_E_nb	moei3D_E_oop	moex3D_E_rnb	moex3D_E_rsol	moei3D_E_sol	moei3D_E_stb	moei3D_E_str	moei3D_E_strain	moei3D_E_tor	moei3D_E_vdw	moei3D_FASA.	moei3D_FASA..1	moei3D_FASA_H	moei3D_FASA_P	moei3D_FCASA.	moei3D_FCASA..1	moei3D_MNDO_E	moei3D_MNDO_Eele	moei3D_MNDO_HF	moei3D_MNDO_HOMO	moei3D_MNDO_IP	moei3D_MNDO_LUMO	moei3D_MNDO_dipole	moei3D_PM3_E	moei3D_PM3_Eele	moei3D_PM3_HF	moei3D_PM3_HOMO	moei3D_PM3_IP	moei3D_PM3_LUMO	moei3D_PM3_dipole	moei3D_VSA	moei3D_dens	moei3D_dipole	moex3D_dipoleX	moex3D_dipoleY	moex3D_dipoleZ	moei3D_glob	moei3D_pmi	moex3D_pmiX	moex3D_pmiY	moex3D_pmiZ	moei3D_rgyr	moei3D_std_dim1	moei3D_std_dim2	moei3D_std_dim3	moei3D_vol	Activity
-28460	-89950	-49.25	-10.22	10.22	1.419	0.02081	267.4	87.11	94.27	85.99	181.4	153.3	165.9	7.169	12.62	1.262	0.5213	-1.597	-1.357	0	0	0	-13.92	0.01926	1.065	1.56	1.014	0.2394	0.3258	0.3526	0.3216	0.6784	0.5734	0.6206	-28600	-90210	-58.06	-10.47	10.47	1.481	0.03153	-26570	-87860	-41.89	-10.21	10.21	1.523	0.01559	117.1	0.9632	1.11e-16	-1.11e-16	0	4.337e-19	0.04261	430.3	59.77	367.4	3.102	2.236	2.452	0.7329	0.5061	89.38	3.21
-36610	-157000	5.583	-8.471	8.471	0.3057	1.742	318.7	131.9	129.3	263.8	54.91	220.3	216	2.573	4.298	33.39	4.147	1.736	21.21	0.0002123	0	0	-5.474	0.04113	0.534	1.513	7.457	19.48	0.4138	0.4057	0.8277	0.1723	0.6913	0.6778	-36210	-155700	7.713	-8.992	8.992	-0.1983	2.21	-33020	-152200	5.404	-8.536	8.536	0.1383	1.488	159.8	1.042	0.4467	0.3657	-0.2565	-0.003295	0.01937	686.1	466.8	217.7	1.634	2.201	2.194	1.326	0.3053	135.9	3.59
-49120	-188600	-55.71	-9.94	9.94	-0.9046	3.859	298.1	124.5	173.6	241.7	56.42	172.7	240.8	49.15	68.17	21.99	1.802	-1.895	18.61	0.0004913	0	0	-8.579	0.5962	0.9808	1.881	0.002839	20.5	0.4176	0.5824	0.8108	0.1892	0.5792	0.8078	-48590	-187000	-57.45	-10.02	10.02	-1.143	4.038	-44760	-181700	-56.91	-9.893	9.893	-0.929	3.758	148.6	1.221	1.212	0.5863	1.061	-8.56e-05	1.633e-06	780.5	352.9	427.6	0.04157	2.219	1.827	1.464	0.002335	129.9	4.23
-31510	-127400	7.867	-9.412	9.412	0.1816	1.141	298.2	108.4	140	298.2	0	99.74	128.8	31.62	29.11	23.73	0.1459	0.979	23.25	0.0002167	0	0	-1.399	0.01888	0.3977	4.717	-0.08287	22.27	0.3634	0.4694	1	0	0.3345	0.4321	-31100	-126200	7.131	-9.569	9.569	-0.179	1.813	-28920	-123900	8.162	-9.291	9.291	0.09615	0.8549	144.1	1.012	0.4458	0.3571	0.2669	-0.003035	0.03065	500.6	301.1	197.8	1.618	1.989	1.855	1.372	0.3248	125.1	4.23
-38900	-167300	41.26	-9.842	9.842	-0.6022	3.778	326.9	111.6	166.3	263.3	63.64	148.2	220.8	54.7	72.62	27.08	0.1754	1.947	25.37	0.0002057	0	0	-6.378	0.08222	1.534	4.23	-0.08342	23.42	0.3415	0.5088	0.8053	0.1947	0.4533	0.6754	-38470	-165900	46.67	-9.97	9.97	-0.8691	4.21	-35010	-161900	45.9	-9.671	9.671	-0.7158	3.85	163.2	1.056	1.198	0.7429	-0.9403	-0.008865	0.02878	761.1	332.5	427	1.626	2.241	1.855	1.579	0.3147	143.5	4
-43310	-230200	-96.29	-10.51	10.51	0.8743	2.747	429	40.62	27.11	391.7	37.29	23.15	15.45	13.51	7.699	2.399	1.803	1.776e-15	12.8	8.235e-06	0	0	-3.934	0.1688	1.403	3.08	-13.77	12.8	0.09467	0.06319	0.9131	0.08691	0.05396	0.03602	-43500	-227200	-82.15	-10.67	10.67	0.6866	2.401	-41250	-226700	-89.99	-10.68	10.68	0.8115	2.649	229.1	0.8198	0.78	-0.5997	0.4988	0.008447	0.03052	2228	800.8	1413	14.04	3.776	3.836	0.9008	0.6701	190.6	4.5
-33370	-158600	43.16	-8.553	8.553	0.3708	1.632	314.5	158.1	59.09	253.3	61.2	301.7	112.8	99.03	189	34.84	8.711	-14.14	21.97	0.0002228	0	0	-9.476	0.1865	0.657	16.22	3.308	36.12	0.5027	0.1879	0.8054	0.1946	0.9593	0.3585	-33450	-158200	34.35	-8.689	8.689	0.2094	1.322	-30160	-153200	25.76	-8.619	8.619	0.1465	1.654	157.4	0.9169	0.4741	-0.1891	-0.4347	-0.00202	0.03626	534.3	332.9	197.8	3.593	2.091	2.165	1.417	0.4122	133.2	2.98
-41840	-239000	-67.67	-9.096	9.096	2.541	2.281	353.7	45.5	16.46	291.7	61.96	67.79	24.52	29.04	43.27	78.89	1.876	9.563	93.56	0	0	0	-5.976	0.2596	1.212	53.01	-18.02	84	0.1287	0.04654	0.8248	0.1752	0.1917	0.06934	-42030	-236600	-48.95	-9.561	9.561	2.248	1.897	-39160	-232800	-74.55	-9.093	9.093	2.228	1.979	193.5	0.8582	0.7049	0.3717	-0.4687	-0.373	0.362	725.7	233.3	261.6	230.8	2.235	1.787	1.554	1.075	169.2	2.86
-50500	-289500	-110	-10.51	10.51	0.8733	2.745	492.1	39.3	27.01	455.1	36.96	22.4	15.4	12.29	7.005	2.264	1.975	1.421e-14	15.58	3.012e-05	0	0	-3.426	0.1189	1.697	3.317	-17.1	15.58	0.07987	0.05489	0.9249	0.07511	0.04552	0.03129	-50720	-285400	-91.57	-10.68	10.68	0.6864	2.401	-48150	-285400	-100.8	-10.68	10.68	0.8103	2.647	268.2	0.8252	0.7802	0.681	-0.3806	-0.008956	0.02227	3765	1149	2599	17.14	4.52	4.542	0.9068	0.6777	223.4	5.19
-43720	-189300	-147.8	-10.56	10.56	1.18	2.707	354.8	60.11	38.02	283.1	71.7	93.77	59.31	22.09	34.46	13.67	6.703	-0.7374	6.45	7.686e-06	0	0	-3.394	0.3635	1.118	5.654	-0.9656	7.188	0.1694	0.1072	0.7979	0.2021	0.2643	0.1672	-43930	-188400	-141.2	-11.04	11.04	0.9865	2.567	-40990	-185600	-137	-10.63	10.63	1.082	2.648	176.1	0.9594	0.6764	0.5968	0.08079	0.308	0.06899	939.9	563.1	255.8	121	2.667	2.754	1.292	0.7232	137.8	3.5
-36770	-191000	-99.69	-10.77	10.77	3.411	1.436	365.1	38.36	17.37	309.4	55.73	26.08	11.81	20.99	14.27	10.4	0.7537	7.105e-15	17.84	0	0	0	-3.838	-0.1605	1.139	5.468	-9.174	17.84	0.1051	0.04757	0.8474	0.1526	0.07144	0.03235	-36950	-188600	-83	-11.26	11.26	3.123	1.316	-35070	-188700	-87.72	-10.78	10.78	3.155	1.377	191.5	0.8127	0.462	0.1598	0.2759	-0.3343	0.09128	891.1	206.4	515.4	169.3	2.616	2.487	1.373	0.7515	160.2	3.66
-27490	-107800	-64.2	-9.279	9.279	3.219	0.9623	284.3	66.09	23.07	195.2	89.16	104.4	36.45	43.03	67.98	3.102	0.951	6.435	11.69	0	0	0	-7.383	0.1286	0.677	1.156	-10.34	5.252	0.2325	0.08113	0.6864	0.3136	0.3673	0.1282	-27630	-107200	-61.56	-9.993	9.993	3.023	0.7976	-25370	-104800	-58.38	-9.152	9.152	2.761	0.45	135.2	0.8439	0.3845	-0.03008	0.3804	0.04722	0.0947	384.2	160.8	196.2	27.2	2.076	2.145	0.9384	0.6602	105.6	1.78
-40820	-154600	-53.21	-9.913	9.913	-0.7019	2.975	280.7	143.2	137.5	219.3	61.43	194.8	187	5.744	7.811	19.81	1.694	0.4656	16.73	0.0001446	0	0	-5.655	0.4865	0.8907	1.134	0.01027	16.27	0.5102	0.4898	0.7812	0.2188	0.6939	0.6661	-40740	-154200	-51.77	-9.771	9.771	-0.5861	3.352	-37810	-149300	-53.02	-10.11	10.11	-0.7567	2.696	133.6	1.09	0.864	-0.5482	-0.6678	0.00116	9.281e-06	514.3	262.9	251.4	0.01677	2.036	1.816	1.395	0.005532	113.9	4.96
-32530	-147800	-75.75	-10.52	10.52	0.8758	2.766	339	40.62	27.11	301.8	37.29	23.15	15.45	13.51	7.699	2.536	1.536	-7.994e-15	8.626	2.093e-05	0	0	-4.71	0.2213	0.9311	2.657	-8.779	8.626	0.1198	0.07996	0.89	0.11	0.06828	0.04558	-32680	-146200	-68.02	-10.68	10.68	0.6866	2.408	-30910	-145200	-73.74	-10.68	10.68	0.8149	2.658	170.2	0.8252	0.7805	-0.6002	0.4989	0.008325	0.05453	810.9	340.3	461.2	9.397	2.665	2.786	0.8893	0.6507	138.4	2.94
-28940	-122400	-68.9	-10.53	10.53	0.877	2.767	308	39.03	27.01	271.1	36.96	22.24	15.4	12.01	6.848	2.625	1.461	3.553e-15	7.242	6.633e-07	0	0	-4.965	0.2389	0.7917	2.558	-7.11	7.242	0.1267	0.0877	0.88	0.12	0.07222	0.04999	-29070	-121200	-63.32	-10.68	10.68	0.6864	2.416	-27460	-120200	-68.31	-10.68	10.68	0.8178	2.664	149.7	0.8278	0.7805	-0.681	0.3812	0.008386	0.06852	526.4	169.3	349.2	7.847	2.292	2.444	0.8758	0.6399	121	2.37
-59290	-293700	-132.9	-9.309	9.309	-0.4015	3.794	365.5	170.4	91.88	200.1	165.4	362.6	195.5	78.53	167.1	85.97	12.03	-15.66	71.95	0.0001325	0	0	-3.3	-0.5385	1.891	51.9	0.6368	87.6	0.4662	0.2514	0.5475	0.4525	0.9919	0.5348	-59510	-291600	-134.8	-9.134	9.134	-0.2029	2.645	-55220	-288600	-134.7	-9.244	9.244	-0.4659	3.313	187.2	1.088	0.9072	0.8461	0.3272	-0.002852	0.0247	1246	648.1	594.4	3.264	2.615	2.361	1.877	0.371	167.4	4.83
-45170	-181200	-46.27	-9.506	9.506	-0.8182	2.356	323.2	125.9	197.3	223.8	99.45	209.5	328.2	71.33	118.7	30.57	2.583	3.465	26.6	0.0001509	0	0	-12.1	0.1839	1.204	5.083	0.0009377	23.13	0.3897	0.6103	0.6923	0.3077	0.6482	1.015	-45140	-181100	-53.75	-9.368	9.368	-0.6778	1.289	-42590	-177800	-47.15	-9.587	9.587	-0.8264	2.078	162	1.396	0.6822	-0.2198	-0.6458	-0.000961	1.587e-06	1263	931.4	331.7	0.06468	2.507	1.882	1.491	0.002371	144	5.19
-45640	-182800	-57.93	-9.452	9.452	-0.8	2.266	308.5	131.2	177.2	209	99.45	227	306.5	45.97	79.51	29.75	2.54	2.808	25.72	0.0001541	0	0	-12.28	0.2324	1.26	5.118	0.0008695	22.91	0.4255	0.5745	0.6776	0.3224	0.7359	0.9936	-45300	-181600	-63.45	-9.434	9.434	-0.5721	1.84	-41740	-178000	-61.44	-9.265	9.265	-0.7801	1.973	152	1.178	0.7586	-0.3039	-0.6951	-0.000412	1.707e-06	900.6	613.7	286.8	0.04799	2.398	1.869	1.482	0.002442	132.9	5.31
-37340	-151900	-51.63	-9.495	9.495	-0.5696	1.797	284.1	153	131.1	184.6	99.45	260.4	223.2	21.83	37.17	32.27	2.492	6.187	28.44	0.0001516	0	0	-12.34	0.1518	1.19	5.102	0.0009743	22.25	0.5384	0.4616	0.6499	0.3501	0.9167	0.7858	-37440	-151900	-56.67	-9.21	9.21	-0.3607	2.19	-34790	-148400	-55.24	-9.504	9.504	-0.594	1.604	134.8	1.051	0.4689	0.1015	-0.4578	-0.003232	1.694e-06	506.4	264.8	241.6	0.02869	2.036	1.825	1.441	0.002375	116.2	4.73
-39470	-151700	-122.9	-11.17	11.17	-0.1259	2.481	306.6	120.2	108.5	156.2	150.4	254.3	229.5	11.73	24.81	19.22	7.008	2.053	9.874	0.0002921	0	0	-8.219	0.1118	0.6957	6.644	1.534	7.821	0.3921	0.3539	0.5095	0.4905	0.8296	0.7487	-39650	-150400	-117.1	-10.7	10.7	0.1166	2.584	-36820	-148000	-112.5	-11.18	11.18	-0.1973	2.491	147.1	1.013	0.6714	0.2718	-0.5021	-0.3533	0.04181	626.1	107.3	495	23.71	2.322	2.58	0.9641	0.5275	114.6	4.38
-43060	-182200	-126.2	-10.47	10.47	0.06936	2.979	334.4	116.9	86.19	193.2	141.2	245.9	181.3	30.68	64.54	22.52	7.248	2.541	13.78	0.0004511	0	0	-7.736	0.1277	0.9085	7.617	0.4525	11.24	0.3495	0.2578	0.5778	0.4222	0.7353	0.5423	-43260	-181700	-120.9	-10.47	10.47	-0.01681	2.958	-40270	-179000	-120.2	-10.65	10.65	-0.1418	2.511	165.9	0.9954	0.7075	0.6161	0.005641	0.3478	0.05183	744.7	273.1	444.9	26.64	2.392	2.521	1.246	0.5738	130.8	2.76
-43070	-183000	-127.4	-11.13	11.13	-0.1102	2.47	329.9	103.6	102	200.9	129	219.2	215.8	1.645	3.481	22.26	6.976	2.053	12.68	0.0002921	0	0	-7.604	0.04528	0.8534	6.973	1.699	10.63	0.3141	0.3091	0.609	0.391	0.6645	0.6539	-43250	-181000	-118.3	-10.68	10.68	0.2306	2.4	-40260	-178700	-115.5	-11	11	-0.01585	2.615	167	0.9887	0.6714	0.2718	-0.5021	-0.3533	0.09048	762.6	108.6	603.3	50.75	2.421	2.571	1.028	0.7733	131.6	4.59
-23890	-85030	-57.66	-9.829	9.829	2.9	2.461	253.5	94.32	24.19	135	118.5	146.2	37.5	70.13	108.7	11.44	1.781	7.004	11.02	0	0	0	-6.148	0.2396	0.4473	1.283	-2.044	4.011	0.372	0.09541	0.5326	0.4674	0.5766	0.1479	-24010	-84780	-50.96	-10.39	10.39	3.18	2.235	-21920	-82610	-47.19	-9.427	9.427	2.742	2.247	116.4	0.8683	0.7245	-0.3621	0.6274	-0.00973	0.1524	220.8	35.05	159.4	26.37	1.715	1.763	0.9102	0.6884	86.5	2.16
-22400	-83720	-74.01	-10.87	10.87	3.456	1.469	252.3	37.28	17.22	197.8	54.5	25.35	11.71	20.07	13.65	4.034	0.431	-3.553e-15	5.501	0	0	0	-4.853	-0.06918	0.5485	1.123	-2.378	5.501	0.1478	0.06825	0.7839	0.2161	0.1005	0.04641	-22520	-83310	-68.73	-11.29	11.29	3.243	1.333	-21280	-82310	-67.25	-10.91	10.91	3.213	1.385	116.1	0.8112	0.4621	-0.1638	-0.2522	-0.3508	0.2336	199.2	47.02	98.29	53.92	1.639	1.437	1.162	0.6944	91.38	1.69
-22400	-85510	-71.6	-10.99	10.99	3.438	1.618	248.7	21.02	19.47	208.2	40.49	14.29	13.24	1.548	1.052	9.343	0.3314	-2.665e-15	6.122	0	0	0	-4.652	-0.04136	0.552	1.275	2.378	6.122	0.08451	0.07829	0.8372	0.1628	0.05747	0.05324	-22520	-85130	-64.27	-11.14	11.14	3.393	1.464	-21280	-84050	-71.28	-11.28	11.28	3.255	1.539	115.4	0.8123	0.4619	0.1873	0.2561	-0.3357	0.5704	163	54.05	56.15	52.78	1.483	1.191	1.158	0.8994	91.25	1.06
-24700	-100600	25.69	-9.627	9.627	0.15	1.776	267.8	141.5	66.62	256	11.85	151.4	71.28	74.86	80.1	18.6	2.064	1.03	16	0.0001686	0	0	-6.725	0.06325	0.5001	2.255	-0.02961	14.97	0.5283	0.2488	0.9558	0.04425	0.5653	0.2662	-24750	-100600	19.75	-9.567	9.567	-0.06065	1.847	-22620	-97410	21.15	-9.802	9.802	0.00187	1.747	126.4	0.8807	0.5231	-0.02373	-0.5226	-0.003595	0.0319	275.5	164.6	109.3	1.613	1.72	1.883	1.212	0.3362	105.8	2.02
-39440	-190300	-3.809	-8.641	8.641	-0.3473	0.9871	330.5	169.5	149.9	282	48.47	268.2	237.3	19.57	30.97	30.35	1.035	-2.525	26.58	0.000131	0	0	-8.792	-0.2833	3.009	2.3	0.009845	29.1	0.5129	0.4536	0.8533	0.1467	0.8116	0.7179	-39510	-189700	-9.659	-8.485	8.485	-0.3937	0.9054	-36920	-186100	-4.562	-8.72	8.72	-0.4501	0.8729	160.3	0.9783	0.4236	-0.31	0.2886	0.00486	5.14e-06	771.2	578.6	192.5	0.06703	2.313	2.221	1.547	0.005035	147.4	4.62
-39720	-201800	-88.32	-10.51	10.51	0.8744	2.758	397.8	39.03	27.01	360.8	36.96	22.24	15.4	12.01	6.848	2.415	1.706	8.882e-16	11.41	7.212e-07	0	0	-4.198	0.175	1.233	2.91	-12.11	11.41	0.09811	0.06791	0.9071	0.09292	0.05592	0.03871	-39890	-199300	-77.44	-10.68	10.68	0.6861	2.401	-37800	-198600	-84.41	-10.68	10.68	0.8122	2.649	208.5	0.8146	0.7805	0.6811	-0.3812	-0.008386	0.03645	1650	462.6	1175	12.49	3.406	3.484	0.8996	0.6651	174.6	3.97
-36130	-174300	-82.53	-10.52	10.52	0.8761	2.752	367.5	40.62	27.11	330.2	37.29	23.15	15.45	13.51	7.699	2.534	1.633	8.882e-15	10.02	8.235e-06	0	0	-4.445	0.2117	1.113	2.841	-10.44	10.02	0.1105	0.07377	0.8985	0.1015	0.063	0.04205	-36290	-172300	-72.73	-10.68	10.68	0.6863	2.407	-34360	-171400	-79.12	-10.68	10.68	0.8133	2.654	189.6	0.8312	0.78	0.5997	-0.4988	-0.008447	0.04413	1178	438.8	728.3	10.94	3.031	3.136	0.8917	0.6587	154.2	3.45
-25350	-98200	-62.09	-10.53	10.53	0.877	2.793	275.4	39.03	27.01	238.5	36.96	22.24	15.4	12.01	6.848	2.69	1.375	-1.776e-15	5.864	6.633e-07	0	0	-5.22	0.2632	0.6318	2.431	-5.444	5.864	0.1417	0.09808	0.8658	0.1342	0.08077	0.05591	-25460	-97440	-58.61	-10.68	10.68	0.6868	2.424	-24010	-96290	-62.93	-10.67	10.67	0.8197	2.68	129.5	0.8403	0.7805	-0.681	0.3812	0.008386	0.08861	326	93.47	226.2	6.297	1.945	2.098	0.8699	0.6246	102.5	1.84
-41570	-189400	-68.77	-9.134	9.134	0.3745	1.74	341.4	153	117.1	267.1	74.25	274.2	209.9	35.88	64.32	36.36	5.302	5.378	30.66	0.0002521	0	0	-8.38	-0.2558	0.6529	4.976	0.002578	25.28	0.4482	0.343	0.7825	0.2175	0.8033	0.6149	-41710	-187900	-65.92	-8.804	8.804	0.3219	1.509	-38950	-185200	-59.56	-9.222	9.222	0.2507	1.331	168.2	0.9739	0.6249	0.08211	0.5117	-0.3491	0.03359	893.5	507	360.6	25.92	2.543	2.65	1.219	0.4857	141.9	2.6
-28490	-109600	67.95	-10.31	10.31	-0.7346	4.53	270.4	152.6	117.7	167.2	103.2	248.4	191.6	34.9	56.78	27.76	2.573	10.2	23.8	0.0001861	0	0	-10.78	0.1824	1.199	3.271	0.000703	13.61	0.5645	0.4355	0.6183	0.3817	0.9186	0.7085	-28510	-109700	60.3	-10.1	10.1	-0.8107	4.557	-25260	-104800	67.04	-10.44	10.44	-0.9079	4.745	126.4	0.9685	1.274	0.8059	-0.9865	-0.01014	1.385e-06	399.9	261.3	138.6	0.02589	1.96	1.791	1.255	0.002108	107.5	2.16
-65390	-350200	29.78	-8.146	8.146	-0.157	3.071	443.2	191.8	240.3	329.7	113.4	585.8	733.8	48.49	148.1	77.69	8.633	0.3998	52.31	0.0004203	0	0	-5.594	-0.33	1.996	12.77	15.08	51.91	0.4328	0.5422	0.744	0.256	1.322	1.656	-64540	-346600	33.68	-9.016	9.016	-0.2416	0.243	-58430	-340900	30	-8.19	8.19	-0.517	2.364	243.2	1.135	0.002378	2.22e-16	0.00015	-0.002373	1.475e-06	3266	671.6	2595	0.06964	3.592	3.31	1.48	0.004019	223	5.09
-28930	-129800	-61.26	-10.35	10.35	0.9425	2.8	283	27.63	27.43	251.1	31.91	15.75	15.63	0.1997	0.1138	17.38	1.349	7.105e-15	13.16	6.633e-07	0	0	-4.717	0.2423	0.7747	2.956	1.86	13.16	0.09764	0.09693	0.8872	0.1128	0.05565	0.05525	-29060	-128500	-50.53	-10.6	10.6	0.7372	2.441	-27460	-127700	-67.15	-10.49	10.49	0.8716	2.709	142.8	0.8515	0.7805	-0.681	0.3812	0.008386	0.4848	314.6	100.5	157.9	56.2	1.772	1.534	1.093	1.068	117.6	3.06
-27280	-134600	-35.26	-9.775	9.775	3.555	1.563	302.8	54.83	18.81	229.1	73.64	54.28	18.62	36.02	35.66	17.17	0.5154	0	20.21	0	0	0	-3.938	-0.1335	0.9511	7.733	-4.371	20.21	0.1811	0.06213	0.7568	0.2432	0.1793	0.0615	-27400	-133000	-18.73	-10.45	10.45	3.123	1.507	-25500	-132100	-34.1	-9.453	9.453	3.033	1.382	152.3	0.7792	0.3682	-0.175	0.1389	-0.2927	0.3682	403.4	71.19	242.5	89.67	1.997	1.74	1.077	1.056	129.9	2.23
-41310	-158800	7.535	-8.734	8.734	0.00388	3.236	312.8	123.3	189.5	250.1	62.68	210	322.9	66.25	112.9	24.83	4.197	-5.705	12.52	0.0002422	0	0	-6.434	0.1359	0.4352	1.564	7.541	18.23	0.3941	0.6059	0.7996	0.2004	0.6715	1.032	-40450	-157000	8.956	-9.233	9.233	-0.4975	3.515	-36520	-153200	8.79	-8.666	8.666	-0.1089	2.307	157.3	1.206	0.907	0.9047	0.0646	-0.006567	7.249e-07	837.2	548.9	288.3	0.03874	2.273	1.882	1.42	0.001602	134.4	4.32
-39810	-156700	1.523	-9.402	9.402	-0.1411	2.302	323.9	86.29	180.1	323.9	0	81.76	170.7	93.84	88.91	23.09	0.2351	2.516	22.36	0.000219	0	0	-1.561	0.1057	0.4699	1.763	-0.08263	19.85	0.2664	0.5561	1	0	0.2524	0.5269	-38950	-154700	0.8776	-9.749	9.749	-0.5839	2.884	-35870	-152200	1.711	-9.162	9.162	-0.1632	1.666	162.6	1.135	0.861	0.8601	0.03855	-0.006809	0.02774	837.9	547.2	289	1.635	2.281	1.95	1.371	0.3248	141.9	4.74
-34190	-157500	-36.74	-8.803	8.803	0.4361	1.646	314.9	133.6	86.11	266.6	48.33	169.6	109.3	47.5	60.3	36.23	1.026	-2.82	34.97	0.0002279	0	0	-7.362	-0.3305	0.7279	17.59	-0.1676	37.79	0.4243	0.2734	0.8465	0.1535	0.5386	0.3471	-34290	-156700	-37.99	-8.807	8.807	0.1516	1.13	-32190	-154300	-39.45	-8.873	8.873	0.334	1.468	153.5	0.9083	0.4948	-0.4047	0.2846	0.004287	0.04383	544	356.6	184.1	3.219	2.11	1.95	1.561	0.4083	134.5	3.94
-27110	-83110	-77.57	-11.13	11.13	1.38	2.621	255.4	48.54	93.63	113.2	142.2	47.09	90.82	45.08	43.73	0.5222	0.5691	-1.289	1.399	0	0	0	-8.094	0.1842	0.5883	1.102	-2.219	2.688	0.1901	0.3666	0.4433	0.5567	0.1844	0.3556	-26770	-82270	-76.02	-11.61	11.61	0.8012	3.047	-24780	-80650	-65.52	-10.45	10.45	1.169	2.532	116.6	1.067	0.866	0.3979	-0.7691	-0.0077	0.1436	408.5	108.5	295.3	4.649	2.079	1.636	0.82	0.6198	88.62	2.07
-48310	-217300	-90.97	-9.138	9.138	-0.4785	3.91	325.4	167	106.9	184.5	140.9	319.8	204.7	60.09	115.1	56.6	7.182	-1.685	47.91	0.0002555	0	0	-11	-0.1586	1.351	26.59	0.3189	49.59	0.5131	0.3285	0.567	0.433	0.9826	0.629	-48480	-216300	-96.91	-9.21	9.21	-0.4957	3.434	-45000	-212700	-92.26	-9.27	9.27	-0.4868	3.597	164.2	1.067	1.166	-1.161	0.1081	0.01012	0.01935	898.6	362.5	534.4	1.645	2.43	2.076	1.683	0.2888	142.6	3.12
-25340	-100700	-59.4	-10.41	10.41	0.9127	2.706	268.2	29.73	27.32	235.6	32.56	16.95	15.57	2.405	1.371	7.125	1.278	5.329e-15	6.408	3.99e-06	0	0	-5.096	0.2534	0.6586	2.209	-1.473	6.408	0.1109	0.1019	0.8786	0.1214	0.06318	0.05807	-25460	-99910	-56.54	-10.62	10.62	0.7129	2.381	-24010	-98770	-61.57	-10.56	10.56	0.8369	2.606	128	0.8302	0.7799	0.4052	0.1318	0.6533	0.2117	251.8	114.7	63.37	73.69	1.71	1.644	1.128	0.7565	103.8	2
-29580	-139100	-82.11	-10.77	10.77	3.461	1.54	292.5	14.43	14.78	263.3	29.21	9.814	10.05	0.347	0.236	20.51	0.4932	-3.553e-15	21.21	0	0	0	-3.802	-0.08314	0.848	9.863	-1.958	21.21	0.04934	0.05053	0.9001	0.09988	0.03355	0.03436	-29730	-137200	-68.64	-11.02	11.02	3.211	1.414	-28180	-137000	-79.4	-11.08	11.08	3.102	1.566	147.6	0.8109	0.4619	0.1873	0.2561	-0.3357	0.218	357.7	116.2	185.4	56.08	1.871	1.852	1.048	0.8647	126	2.18
-25340	-98630	-59.36	-10.56	10.56	0.8844	2.757	267.1	42.66	37.78	205.1	61.96	24.32	21.54	4.879	2.781	7.15	1.148	-8.882e-15	8.472	5.94e-07	0	0	-6.035	0.1287	0.799	3.502	-3.398	8.472	0.1597	0.1415	0.768	0.232	0.09105	0.08063	-25460	-98420	-53.36	-10.78	10.78	0.7762	2.341	-24010	-96990	-60.09	-10.51	10.51	0.8542	2.588	127.9	0.8486	0.7675	-0.2441	-0.494	0.5342	0.2072	311.2	106.7	159.8	44.69	1.901	1.534	1.164	0.6985	101.5	4.42
-24700	-100600	24.08	-9.628	9.628	0.1274	2.102	268.2	152.3	58.42	252.4	15.83	161.9	62.13	93.84	99.79	20.09	2.258	1.343	17.4	0.0002066	0	0	-6.812	0.02715	0.4889	2.866	-0.08254	16.05	0.5676	0.2178	0.941	0.059	0.6036	0.2316	-24750	-100500	20.48	-9.582	9.582	-0.09297	1.921	-22620	-97410	20.86	-9.801	9.801	-0.01117	2.065	126.2	0.8817	0.5763	-0.5138	-0.261	0.002865	0.03348	277.3	165.4	110.3	1.613	1.726	1.838	1.191	0.3362	105.6	2.81
-25340	-99050	-61.1	-10.42	10.42	0.9096	2.697	275.5	20.55	19.76	248	27.46	11.71	11.26	0.7933	0.4522	2.753	1.542	8.882e-16	7.385	0.0005035	0	0	-4.773	0.2857	0.638	3.444	-7.098	7.385	0.0746	0.07172	0.9003	0.09969	0.04252	0.04088	-25460	-98150	-58.61	-10.64	10.64	0.6994	2.381	-24010	-97040	-61.52	-10.55	10.55	0.8564	2.612	129.4	0.8363	0.7801	0.6809	-0.3806	-0.005536	0.08971	297.3	95.17	195.8	6.296	1.858	2.085	0.916	0.6246	103	1.75
-31440	-121000	1.335	-10.28	10.28	-0.7757	3.76	266.3	182.4	83.87	189.6	76.63	271.8	125	98.51	146.8	24.63	3.87	2.87	19.04	0.000142	0	0	-12.27	0.6678	1.052	3.232	0.0008874	16.17	0.685	0.315	0.7122	0.2878	1.021	0.4694	-31510	-120700	-2.358	-10.06	10.06	-0.8003	3.603	-28670	-116900	-3.338	-10.39	10.39	-0.8227	3.55	126.6	1.006	1.183	-0.2687	-1.153	-0.002642	1.583e-06	402.4	217.8	184.6	0.02759	1.938	1.816	1.25	0.002285	106.5	3.81
