"SAMPLE_ID"	"TOX21_ID"	"CAS"	"PUBCHEM_SID"	"SAMPLE_NAME"	"PURITY_RATING"	"PURITY_RATING_4M"	"PUBCHEM_CID"	"LAST_MODIFIED"	"SMILES"
"NCGC00188690-02"	"Tox21_113621_1"	"389574-19-0"	170465441	"Prasugrel"	"A"	""	"10158453"	16-JAN-19 01.02.54.000000000 PM	"Cl.Fc1ccccc1C(N2CCc3sc(cc3C2)OC(C)=O)C(=O)C4CC4"
"NCGC00159391-03"	"Tox21_111628_1"	"71-67-0"	170465816	"Sulfobromophthalein"	"F"	""	"6282"	16-JAN-19 01.02.54.000000000 PM	"[Na+].[Na+].[O-]S(=O)(=O)c1cc(ccc1O)C3(OC(=O)c2c(Br)c(Br)c(Br)c(Br)c23)c4ccc(O)c(c4)S([O-])(=O)=O"
"NCGC00160416-02"	"Tox21_111799_1"	"3689-76-7"	170466499	"Chlormidazole"	"A"	""	"71821"	16-JAN-19 01.02.54.000000000 PM	"Clc1ccc(cc1)Cn2c3ccccc3nc2C"
"NCGC00253662-01"	"Tox21_113787"	"40172-95-0"	170466675	"1-(2-Furoyl)piperazine"	"F"	"F"	"550206"	16-JAN-19 01.02.54.000000000 PM	"O=C(N1CCNCC1)c2ccco2"
"NCGC00253734-01"	"Tox21_113853"	"137215-12-4"	170466179	"Odiparcil"	"A"	"A"	"216385"	16-JAN-19 01.02.54.000000000 PM	"O[C@H]3[C@H](Oc1ccc2C(C)=CC(=O)Oc2c1)SC[C@@H](O)[C@@H]3O"
"NCGC00253738-01"	"Tox21_113856"	"306-20-7"	170466532	"Fenaclon"	"A"	"A"	"9376"	16-JAN-19 01.02.54.000000000 PM	"ClCCC(=O)NCCc1ccccc1"
"NCGC00253642-01"	"Tox21_113769"	"112984-60-8"	170466146	"Ulifloxacin"	"A"	"C"	"124225"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)C=3C(=O)c1cc(F)c(cc1N2C=3SC2C)N4CCNCC4"
"NCGC00253703-01"	"Tox21_113823"	"5081-87-8"	170466704	"3-(2-Chloroethyl)quinazoline-2,4(1H,3H)-dione"	"B"	"C"	"78766"	16-JAN-19 01.02.54.000000000 PM	"O=C1c2ccccc2NC(=O)N1CCCl"
"NCGC00255550-01"	"Tox21_301674"	"122-97-4"	144211991	"3-Phenyl-1-propanol"	"A"	"A"	"31234"	16-JAN-19 01.02.54.000000000 PM	"OCCCc1ccccc1"
"NCGC00255622-01"	"Tox21_301840"	"76231-76-0"	144212157	"(-)-alpha,beta-Thujone"	"Z"	"F"	"261491"	16-JAN-19 01.02.54.000000000 PM	"C[C@H]1C(=O)C[C@@]2(C[C@H]12)C(C)C"
"NCGC00255916-01"	"Tox21_302124"	"2840-28-0"	144212441	"3-Amino-4-chlorobenzoic acid"	"A"	"A"	"76092"	16-JAN-19 01.02.54.000000000 PM	"Nc1cc(ccc1Cl)C(=O)O"
"NCGC00256128-01"	"Tox21_301816"	"60875-16-3"	144212133	"4-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzoic acid"	"A"	"D"	"109029"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)c1ccc(cc1)N2N=C(C)CC2=O"
"NCGC00256627-01"	"Tox21_302533"	"100-86-7"	144212850	"2-Methyl-1-phenylpropan-2-ol"	"A"	"A"	"7531"	16-JAN-19 01.02.54.000000000 PM	"OC(C)(C)Cc1ccccc1"
"NCGC00256283-01"	"Tox21_301675"	"7473-98-5"	144211992	"2-Hydroxy-2-methylpropiophenone"	"A"	"A"	"81984"	16-JAN-19 01.02.54.000000000 PM	"O=C(c1ccccc1)C(C)(C)O"
"NCGC00256007-01"	"Tox21_302287"	"19819-98-8"	144212604	"2-Methylphenethyl alcohol"	"A"	"A"	"88267"	16-JAN-19 01.02.54.000000000 PM	"OCCc1ccccc1C"
"NCGC00257037-01"	"Tox21_303272"	"634-66-2"	144213589	"1,2,3,4-Tetrachlorobenzene"	"A"	"Ac"	"12463"	16-JAN-19 01.02.54.000000000 PM	"Clc1ccc(Cl)c(Cl)c1Cl"
"NCGC00258019-01"	"Tox21_200465"	"25973-55-1"	144207663	"2-(2H-Benzotriazol-2-yl)-4,6-bis(1,1-dimethylpropyl)phenol"	"FNS"	""	"33263"	16-JAN-19 01.02.54.000000000 PM	"CC(C)(CC)c1cc(c(O)c(c1)C(C)(C)CC)n2nc3ccccc3n2"
"NCGC00257225-01"	"Tox21_303182"	"379-79-3"	144213499	"Ergotamine D-tartrate"	"I"	"I"	"9787"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)[C@H](O)[C@@H](O)C(=O)O.CN2C[C@@H](C=C1c3cccc4ncc(C[C@H]12)c34)C(=O)N[C@]5(C)O[C@]8(O)N(C5=O)[C@@H](Cc6ccccc6)C(=O)N7CCC[C@H]78.CN2C[C@@H](C=C1c3cccc4ncc(C[C@H]12)c34)C(=O)N[C@]8(C)O[C@]7(O)N([C@@H](Cc5ccccc5)C(=O)N6CCC[C@H]67)C8=O"
"NCGC00257452-01"	"Tox21_303455"	"123-17-1"	144213765	"2,6,8-Trimethyl-4-nonanol"	"A"	"A"	"61056"	16-JAN-19 01.02.54.000000000 PM	"CC(C)CC(C)CC(O)CC(C)C"
"NCGC00257289-01"	"Tox21_303367"	"121-39-1"	144213682	"Ethyl 3-phenylglycidate"	"B"	"Bc"	"8469"	16-JAN-19 01.02.54.000000000 PM	"CCOC(=O)C2OC2c1ccccc1"
"NCGC00257994-01"	"Tox21_200440"	"121-45-9"	144207638	"Trimethyl phosphite"	"FNS"	""	"8472"	16-JAN-19 01.02.54.000000000 PM	"COP(OC)OC"
"NCGC00257593-01"	"Tox21_200039"	"56-23-5"	144207237	"Carbon tetrachloride"	""	""	"5943"	16-JAN-19 01.02.54.000000000 PM	"ClC(Cl)(Cl)Cl"
"NCGC00257068-01"	"Tox21_303190"	"626-17-5"	144213507	"1,3-Benzenedicarbonitrile"	"A"	"A"	"12276"	16-JAN-19 01.02.54.000000000 PM	"N#Cc1cccc(C#N)c1"
"NCGC00258519-01"	"Tox21_200966"	"393-75-9"	144208164	"2-Chloro-1,3-dinitro-5-(trifluoromethyl)benzene"	"A"	"Fc"	"9809"	16-JAN-19 01.02.54.000000000 PM	"O=[N+]([O-])c1cc(cc([N+]([O-])=O)c1Cl)C(F)(F)F"
"NCGC00258346-01"	"Tox21_200792"	"996-35-0"	144207990	"Dimethylisopropylamine"	"FNS"	""	"70452"	16-JAN-19 01.02.54.000000000 PM	"CC(C)N(C)C"
"NCGC00258766-01"	"Tox21_201214"	"78-83-1"	144208412	"2-Methyl-1-propanol"	"A"	"Ac"	"6560"	16-JAN-19 01.02.54.000000000 PM	"CC(C)CO"
"NCGC00258361-01"	"Tox21_200807"	"89-63-4"	144208005	"4-Chloro-2-nitroaniline"	"A"	"A"	"6979"	16-JAN-19 01.02.54.000000000 PM	"Nc1ccc(Cl)cc1[N+]([O-])=O"
"NCGC00258944-01"	"Tox21_201393"	"3056-17-5"	144208591	"Stavudine"	"A"	"A"	"18283"	16-JAN-19 01.02.54.000000000 PM	"CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@@H](CO)O2"
"NCGC00259012-01"	"Tox21_201461"	"110-05-4"	144208659	"Di-tert-butyl peroxide"	"FNS"	""	"8033"	16-JAN-19 01.02.54.000000000 PM	"CC(C)(C)OOC(C)(C)C"
"NCGC00259203-01"	"Tox21_201654"	"141-86-6"	144208852	"2,6-Diaminopyridine"	"A"	"D"	"8861"	16-JAN-19 01.02.54.000000000 PM	"Nc1cccc(N)n1"
"NCGC00259725-01"	"Tox21_202176"	"132-98-9"	144209374	"Penicillin VK"	"A"	"B"	"23676814"	16-JAN-19 01.02.54.000000000 PM	"[K+].O=C([O-])[C@@H]2N3C(=O)[C@@H](NC(=O)COc1ccccc1)[C@H]3SC2(C)C"
"NCGC00259736-01"	"Tox21_202187"	"464-49-3"	144209385	"D-Camphor"	"A"	"A"	"159055"	16-JAN-19 01.02.54.000000000 PM	"CC2(C)[C@H]1CC(=O)[C@]2(C)CC1"
"NCGC00259298-01"	"Tox21_201749"	"496-72-0"	144208947	"3,4-Diaminotoluene"	"A"	"A"	"10332"	16-JAN-19 01.02.54.000000000 PM	"Cc1cc(N)c(N)cc1"
"NCGC00259307-01"	"Tox21_201758"	"112-55-0"	144208956	"1-Dodecanethiol"	"AC"	"F"	"8195"	16-JAN-19 01.02.54.000000000 PM	"CCCCCCCCCCCCS"
"NCGC00259962-01"	"Tox21_202413"	"443-48-1"	144209611	"Metronidazole"	"A"	"A"	"4173"	16-JAN-19 01.02.54.000000000 PM	"Cc1ncc([N+]([O-])=O)n1CCO"
"NCGC00259802-01"	"Tox21_202253"	"136-35-6"	144209451	"Diazoaminobenzene"	"F"	"F"	"8689"	16-JAN-19 01.02.54.000000000 PM	"N(=N/Nc1ccccc1)\c2ccccc2"
"NCGC00259833-01"	"Tox21_202284"	"87-51-4"	144209482	"Indole-3-acetic acid"	"A"	"A"	"802"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)Cc2cnc1ccccc12"
"NCGC00259628-01"	"Tox21_202079"	"76738-62-0"	144209277	"Paclobutrazol"	"A"	"A"	"616765"	16-JAN-19 01.02.54.000000000 PM	"OC(C(Cc1ccc(Cl)cc1)n2cncn2)C(C)(C)C"
"NCGC00259859-01"	"Tox21_202310"	"1470-79-7"	144209508	"2,4,4'-Trihydroxybenzophenone"	"A"	"A"	"73852"	16-JAN-19 01.02.54.000000000 PM	"O=C(c1ccc(O)cc1O)c2ccc(O)cc2"
"NCGC00259932-01"	"Tox21_202383"	"2921-88-2"	144209581	"Chlorpyrifos"	"A"	"B"	"2730"	16-JAN-19 01.02.54.000000000 PM	"Clc1cc(Cl)c(Cl)nc1OP(=S)(OCC)OCC"
"NCGC00260219-01"	"Tox21_202671"	"17874-63-4"	144209869	"1-Methyl-1-propylpiperidinium iodide"	"A"	"A"	"60196387"	16-JAN-19 01.02.54.000000000 PM	"[I-].CCC[N+]1(C)CCCCC1"
"NCGC00260387-01"	"Tox21_202841"	"525-76-8"	144210039	"4H-3,1-Benzoxazin-4-one,2-methyl-"	"F"	"A"	"68236"	16-JAN-19 01.02.54.000000000 PM	"CC2=Nc1ccccc1C(=O)O2"
"NCGC00357078-01"	"Tox21_303790"	"80-48-8"	251919950	"Methyl toluene-4-sulfonate"	"A"	""	"6645"	16-JAN-19 01.02.54.000000000 PM	"COS(=O)(=O)c1ccc(C)cc1"
"NCGC00357126-01"	"Tox21_303861"	"6283-25-6"	251919743	"2-Chloro-5-nitroaniline"	"A"	""	"22691"	16-JAN-19 01.02.54.000000000 PM	"Nc1cc(ccc1Cl)[N+]([O-])=O"
"NCGC00357184-01"	"Tox21_303950"	"5405-41-4"	251919682	"Ethyl 3-hydroxybutyrate"	"A"	""	"62572"	16-JAN-19 01.02.54.000000000 PM	"CC(O)CC(=O)OCC"
"NCGC00262948-01"	"Tox21_113941"	"23049-93-6"	170466236	"Enfenamic acid"	"A"	"A"	"31635"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)c2ccccc2NCCc1ccccc1"
"NCGC00260559-01"	"Tox21_203014"	"NOCAS_49455"	144210212	"NTP Mix67 CT1 62-EQP"	"M"	"M"	""	16-JAN-19 01.02.54.000000000 PM	""
"NCGC00263659-01"	"Tox21_111513_1"	"1180-71-8"	170465751	"Limoni"	"A"	""	"179651"	16-JAN-19 01.02.54.000000000 PM	"C[C@]35CC[C@@H]1[C@@]76COC(=O)C[C@@H]7OC(C)(C)[C@@H]6CC(=O)[C@@]1(C)[C@@]45O[C@@H]4C(=O)O[C@H]3c2ccoc2"
"NCGC00357051-01"	"Tox21_303746"	"83-56-7"	251919955	"1,5-Dihydroxynaphthalene"	"I"	""	"6749"	16-JAN-19 01.02.54.000000000 PM	"Oc2cccc1c2cccc1O"
"NCGC00015829-02"	"Tox21_110235"	"53-60-1"	144203786	"Promazine hydrochloride"	"A"	"A"	"5887"	16-JAN-19 01.02.54.000000000 PM	"Cl.CN(C)CCCN1c3ccccc3Sc2ccccc12"
"NCGC00016066-07"	"Tox21_110298"	"34661-75-1"	144203849	"Urapidil"	"B"	"B"	"5639"	16-JAN-19 01.02.54.000000000 PM	"COc3ccccc3N2CCN(CCCNC1=CC(=O)N(C)C(=O)N1C)CC2"
"NCGC00016226-01"	"Tox21_110316"	"51-15-0"	144203867	"Pralidoxime chloride"	"Z"	""	"5359226"	16-JAN-19 01.02.54.000000000 PM	"[Cl-].O\N=C\c1cccc[n+]1C"
"NCGC00016230-01"	"Tox21_110318"	"51-56-9"	144203869	"Homatropine hydrobromide"	"A"	"A"	"6419941"	16-JAN-19 01.02.54.000000000 PM	"Br.CN3[C@@H]1CC[C@H]3C[C@H](C1)OC(=O)C(O)c2ccccc2"
"NCGC00016241-06"	"Tox21_110322"	"54-31-9"	144203873	"Furosemide"	"A"	"A"	"3440"	16-JAN-19 01.02.54.000000000 PM	"NS(=O)(=O)c2cc(c(NCc1ccco1)cc2Cl)C(=O)O"
"NCGC00016247-01"	"Tox21_110326"	"56-25-7"	144203877	"Cantharidin"	""	""	"6708701"	16-JAN-19 01.02.54.000000000 PM	"O=C2OC(=O)[C@]3(C)C1CCC(O1)[C@]23C"
"NCGC00016821-01"	"Tox21_110630"	"33419-42-0"	144204181	"Etoposide"	"A"	"A"	"5284558"	16-JAN-19 01.02.54.000000000 PM	"COc1cc(cc(OC)c1O)[C@@H]5c2cc7OCOc7cc2C(O[C@@H]3O[C@@H]4CO[C@@H](C)O[C@H]4[C@H](O)[C@H]3O)C6COC(=O)[C@H]56"
"NCGC00016149-03"	"Tox21_110310"	"87463-91-0"	144203861	"Furegrelate sodium"	"A"	"A"	"23663954"	16-JAN-19 01.02.54.000000000 PM	"[Na+].[O-]C(=O)c1cc2cc(ccc2o1)Cc3cccnc3"
"NCGC00024498-02"	"Tox21_110904"	"1783-96-6"	144204455	"D-Aspartic acid"	"Fns"	""	"83887"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)C[C@@H](N)C(=O)O"
"NCGC00095074-01"	"Tox21_111413"	"111-48-8"	144204966	"2,2'-Thiobisethanol"	"A"	"A"	"5447"	16-JAN-19 01.02.54.000000000 PM	"OCCSCCO"
"NCGC00163700-01"	"Tox21_112067"	"57-22-7"	144205620	"Vincristine sulfate"	""	""	"5978"	16-JAN-19 01.02.54.000000000 PM	"O=C(OC)[C@@]2(C[C@H]4C[C@@](O)(CC)C[N@@](CCc1c3ccccc3nc12)C4)c5cc9c(cc5OC)N(C=O)[C@@H]6[C@]98CCN7CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]6(O)C(=O)OC)[C@H]78"
"NCGC00255744-01"	"Tox21_302266"	"5700-49-2"	144212583	"1,2-Ethanediamine dihydriodide"	"D"	"A"	"21921"	16-JAN-19 01.02.54.000000000 PM	"I.I.NCCN"
"NCGC00254937-01"	"Tox21_301035"	"1112-39-6"	144211352	"Dimethoxydimethylsilane"	"FC"	""	"66187"	16-JAN-19 01.02.54.000000000 PM	"C[Si](C)(OC)OC"
"NCGC00255384-01"	"Tox21_301325"	"140-93-2"	144211642	"Proxan-sodium"	"Fns"	""	"23690438"	16-JAN-19 01.02.54.000000000 PM	"[Na+].CC(C)OC([S-])=S"
"NCGC00254878-01"	"Tox21_300976"	"1772-25-4"	144211293	"1,3,6-Hexanetricarbonitrile"	"A"	"A"	"15678"	16-JAN-19 01.02.54.000000000 PM	"N#CCCCC(CCC#N)C#N"
"NCGC00254958-01"	"Tox21_301056"	"103-60-6"	144211373	"Phenoxyethyl isobutyrate"	"Z"	"Z"	"61005"	16-JAN-19 01.02.54.000000000 PM	"CC(C)C(=O)OCCOc1ccccc1"
"NCGC00255265-01"	"Tox21_302269"	"71-63-6"	144212586	"Digitoxin"	"A"	""	"441207"	16-JAN-19 01.02.54.000000000 PM	"O=C1C=C(CO1)[C@H]8CC[C@@]7(O)[C@]8(C)CC[C@H]3[C@H]7CC[C@@H]2C[C@H](CC[C@@]23C)O[C@@H]6O[C@H](C)[C@@H](O[C@H]5C[C@H](O)[C@H](O[C@H]4C[C@H](O)[C@H](O)[C@@H](C)O4)[C@@H](C)O5)[C@@H](O)C6"
"NCGC00017097-01"	"Tox21_110774"	"26159-34-2"	144204325	"Naproxen sodium"	"A"	"A"	"23681059"	16-JAN-19 01.02.54.000000000 PM	"[Na+].[O-]C(=O)[C@@H](C)c1ccc2cc(ccc2c1)OC"
"NCGC00095148-01"	"Tox21_111451"	"976-71-6"	144205004	"Canrenone"	"A"	"A"	"13789"	16-JAN-19 01.02.54.000000000 PM	"O=C5CC[C@@]3(CC[C@H]2[C@@H]4C=CC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@@]23C)O5"
"NCGC00185775-01"	"Tox21_113565"	"10338-51-9"	144207114	"Salidroside"	"A"	"A"	"159278"	16-JAN-19 01.02.54.000000000 PM	"Oc2ccc(CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)cc2"
"NCGC00247355-02"	"Tox21_112879"	"60561-17-3"	144206432	"Sufentanil citrate"	"A"	"A"	"65494"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)C(O)(CC(=O)O)CC(=O)O.CCC(=O)N(c1ccccc1)C2(COC)CCN(CC2)CCc3cccs3"
"NCGC00254780-01"	"Tox21_300876"	"1702-17-6"	144211193	"Clopyralid"	"A"	"A"	"15553"	16-JAN-19 01.02.54.000000000 PM	"Clc1ccc(Cl)nc1C(=O)O"
"NCGC00260050-01"	"Tox21_202501"	"10026-24-1"	144209699	"Cobalt sulfate heptahydrate"	""	""	"61444"	16-JAN-19 01.02.54.000000000 PM	"O.O.O.O.[Co+2].O.O.O.[O-]S([O-])(=O)=O"
"NCGC00016701-01"	"Tox21_110569"	"13539-59-8"	144204120	"Azapropazone"	"D"	""	"26098"	16-JAN-19 01.02.54.000000000 PM	"CN(C)C2=Nc1ccc(C)cc1N3C(=O)C(CCC)C(=O)N23"
"NCGC00159324-02"	"Tox21_111573"	"118-60-5"	144205126	"2-Ethylhexyl salicylate"	"Fns"	""	"8364"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccccc1C(=O)OCC(CC)CCCC"
"NCGC00160351-01"	"Tox21_111756"	"89667-40-3"	144205309	"Isbogrel"	"F"	"F"	"5284442"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)CCCC\C=C(\c1cccnc1)c2ccccc2"
"NCGC00160416-01"	"Tox21_111799"	"3689-76-7"	144205352	"Chlormidazole"	"A"	"A"	"71821"	16-JAN-19 01.02.54.000000000 PM	"Clc1ccc(cc1)Cn2c3ccccc3nc2C"
"NCGC00166025-01"	"Tox21_112294"	"77-75-8"	144205847	"3-Methyl-1-pentyn-3-ol"	"Fns"	""	"6494"	16-JAN-19 01.02.54.000000000 PM	"C#CC(C)(O)CC"
"NCGC00254149-01"	"Tox21_300192"	"79-16-3"	144210512	"N-Methylacetamide"	"A"	"A"	"6582"	16-JAN-19 01.02.54.000000000 PM	"CC(=O)NC"
"NCGC00254422-01"	"Tox21_300340"	"95-57-8"	144210658	"2-Chlorophenol"	"AC"	"Ac"	"7245"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccccc1Cl"
"NCGC00090942-03"	"Tox21_400043"	"65558-69-2"	144214004	"1,3-Diiminobenz(f)isoindoline"	"A"	"B"	"171660"	16-JAN-19 01.02.54.000000000 PM	"N=C1NC(=N)c2cc3ccccc3cc12"
"NCGC00018242-04"	"Tox21_110846"	"144-80-9"	144204397	"Sulfacetamide"	"A"	"A"	"5320"	16-JAN-19 01.02.54.000000000 PM	"Nc1ccc(cc1)S(=O)(=O)NC(C)=O"
"NCGC00256948-01"	"Tox21_303325"	"119-64-2"	144213642	"Tetralin"	"Z"	"Fc"	"8404"	16-JAN-19 01.02.54.000000000 PM	"c1ccc2CCCCc2c1"
"NCGC00256963-01"	"Tox21_303268"	"586-62-9"	144213585	"Terpinolene"	"F"	"F"	"11463"	16-JAN-19 01.02.54.000000000 PM	"C/C(C)=C1\CC=C(C)CC1"
"NCGC00256975-01"	"Tox21_303185"	"192-97-2"	144213502	"Benzo(e)pyrene"	"A"	"A"	"9128"	16-JAN-19 01.02.54.000000000 PM	"c3ccc2ccc1cccc4c1c2c3c5ccccc45"
"NCGC00258521-01"	"Tox21_200968"	"6632-68-4"	144208166	"6-Amino-1,3-dimethyl-5-nitroso- 2,4(1H,3H)-pyrimidinedione"	"A"	"A"	"81133"	16-JAN-19 01.02.54.000000000 PM	"CN1C(N)=C(N=O)C(=O)N(C)C1=O"
"NCGC00258571-01"	"Tox21_201018"	"62-31-7"	144208216	"Dopamine hydrochloride"	"A"	"A"	"65340"	16-JAN-19 01.02.54.000000000 PM	"Cl.Oc1ccc(CCN)cc1O"
"NCGC00257216-01"	"Tox21_303059"	"104-91-6"	144213376	"4-Nitrosophenol"	"F"	"Fns"	"7729"	16-JAN-19 01.02.54.000000000 PM	"O=Nc1ccc(O)cc1"
"NCGC00257303-01"	"Tox21_303565"	"6119-47-7"	144213870	"Quinine hydrochloride dihydrate"	"A"	"A"	"2723885"	16-JAN-19 01.02.54.000000000 PM	"Cl.O.O.COc1cc2c(cc1)nccc2[C@@H](O)[C@@H]4CC3CCN4C[C@@H]3C=C"
"NCGC00257349-01"	"Tox21_303412"	"638-38-0"	144213723	"Manganese(II) acetate"	"Fns"	""	"12525"	16-JAN-19 01.02.54.000000000 PM	"[Mn+2].[O-]C(C)=O.[O-]C(C)=O"
"NCGC00257603-01"	"Tox21_200049"	"86-86-2"	144207247	"1-Naphthaleneacetamide"	"A"	"A"	"6861"	16-JAN-19 01.02.54.000000000 PM	"NC(=O)Cc2cccc1ccccc12"
"NCGC00257604-01"	"Tox21_200050"	"683-72-7"	144207248	"2,2-Dichloroacetamide"	"A"	""	"12694"	16-JAN-19 01.02.54.000000000 PM	"ClC(Cl)C(N)=O"
"NCGC00257704-01"	"Tox21_200150"	"102-09-0"	144207348	"Diphenylcarbonate"	"A"	"B"	"7597"	16-JAN-19 01.02.54.000000000 PM	"O=C(Oc1ccccc1)Oc2ccccc2"
"NCGC00257826-01"	"Tox21_200272"	"104-55-2"	144207470	"3-Phenylprop-2-enal"	"A"	"A"	"307"	16-JAN-19 01.02.54.000000000 PM	"O=CC=Cc1ccccc1"
"NCGC00258133-01"	"Tox21_200579"	"53226-35-0"	144207777	"2-Hydroxyethylammonium formate"	"F"	""	"171257"	16-JAN-19 01.02.54.000000000 PM	"O=CO.NCCO"
"NCGC00256663-01"	"Tox21_302493"	"122-48-5"	144212810	"4-(4-Hydroxy-3-methoxyphenyl)-2-butanone"	"A"	"A"	"31211"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccc(cc1OC)CCC(C)=O"
"NCGC00256476-01"	"Tox21_302859"	"110-97-4"	144213176	"Diisopropanolamine"	"A"	"A"	"8086"	16-JAN-19 01.02.54.000000000 PM	"CC(O)CNCC(C)O"
"NCGC00256507-01"	"Tox21_302998"	"103-85-5"	144213315	"1-Phenyl-2-thiourea"	"A"	"A"	"676454"	16-JAN-19 01.02.54.000000000 PM	"S=C(N)Nc1ccccc1"
"NCGC00255951-01"	"Tox21_302041"	"81-64-1"	144212358	"1,4-Dihydroxyanthracene-9,10-dione"	"A"	"Ac"	"6688"	16-JAN-19 01.02.54.000000000 PM	"O=C2c1ccccc1C(=O)c3c2c(O)ccc3O"
"NCGC00255971-01"	"Tox21_301322"	"7758-09-0"	144211639	"Potassium nitrite"	""	""	"516910"	16-JAN-19 01.02.54.000000000 PM	"[K+].[O-]N=O"
"NCGC00256026-01"	"Tox21_301274"	"3913-02-8"	144211591	"2-Butyloctan-1-ol"	"A"	"A"	"19800"	16-JAN-19 01.02.54.000000000 PM	"CCCCCCC(CO)CCCC"
"NCGC00256103-01"	"Tox21_302297"	"91-16-7"	144212614	"1,2-Dimethoxybenzene"	"A"	"A"	"7043"	16-JAN-19 01.02.54.000000000 PM	"COc1ccccc1OC"
"NCGC00256130-01"	"Tox21_301691"	"6711-48-4"	144212008	"N'-[3-(Dimethylamino)propyl]-N,N-dimethylpropane-1,3-diamine"	"A"	"D"	"81207"	16-JAN-19 01.02.54.000000000 PM	"CN(C)CCCNCCCN(C)C"
"NCGC00256291-01"	"Tox21_301275"	"28631-66-5"	144211592	"C.I. Acid Blue 22"	"F"	""	"60196416"	16-JAN-19 01.02.54.000000000 PM	"[Na+].[Na+].[O-]S(=O)(=O)c1ccc(cc1)Nc2ccc(cc2)\C(=C4/C=C/C(=N\c3ccc(cc3S(=O)(=O)O)S([O-])(=O)=O)C=C4)c5ccc(N)c(C)c5"
"NCGC00258867-01"	"Tox21_201315"	"77-83-8"	144208513	"Ethyl methylphenylglycidate"	"F"	""	"6501"	16-JAN-19 01.02.54.000000000 PM	"CCOC(=O)C2OC2(C)c1ccccc1"
"NCGC00259030-01"	"Tox21_201479"	"111-84-2"	144208677	"Nonane"	"FNS"	""	"8141"	16-JAN-19 01.02.54.000000000 PM	"CCCCCCCCC"
"NCGC00260505-01"	"Tox21_202959"	"4752-10-7"	144210157	"1,4-Dichlorophthalazine"	"C"	"D"	"78490"	16-JAN-19 01.02.54.000000000 PM	"Clc2nnc(Cl)c1ccccc12"
"NCGC00260549-01"	"Tox21_203004"	"NOCAS_49445"	144210202	"NTP Mix57 CT1 62-EQP"	"M"	"M"	""	16-JAN-19 01.02.54.000000000 PM	""
"NCGC00260563-01"	"Tox21_203018"	"NOCAS_49459"	144210216	"NTP Mix71 CT1 62-EQP"	"M"	"M"	""	16-JAN-19 01.02.54.000000000 PM	""
"NCGC00260590-01"	"Tox21_203045"	"NOCAS_49486"	144210243	"NTP Mix34 CT1 1-EQP"	"M"	"M"	""	16-JAN-19 01.02.54.000000000 PM	""
"NCGC00259304-01"	"Tox21_201755"	"55-80-1"	144208953	"3'-Methyl-4-dimethylaminoazobenzene"	"A"	"A"	"5934"	16-JAN-19 01.02.54.000000000 PM	"CN(C)c2ccc(/N=N/c1cc(C)ccc1)cc2"
"NCGC00260308-01"	"Tox21_202761"	"28777-98-2"	144209959	"Dihydro-3-(octadecenyl)-2,5-furandione"	"D"	"A"	"5354626"	16-JAN-19 01.02.54.000000000 PM	"O=C1OC(=O)CC1\C=C\CCCCCCCCCCCCCCCC"
"NCGC00258676-01"	"Tox21_201124"	"592-51-8"	144208322	"4-Pentenenitrile"	"A"	"Ac"	"11604"	16-JAN-19 01.02.54.000000000 PM	"C=CCCC#N"
"NCGC00254589-01"	"Tox21_300681"	"25606-41-1"	144210998	"Propamocarb hydrochloride"	"A"	"A"	"15575641"	16-JAN-19 01.02.54.000000000 PM	"Cl.O=C(NCCCN(C)C)OCCC"
"NCGC00091163-03"	"Tox21_400018"	"25103-58-6"	144213979	"tert-Dodecanethiol"	"F"	"Fns"	"32793"	16-JAN-19 01.02.54.000000000 PM	"CC(C)(C(C)(C)C(C)C)C(C)(C)S"
"NCGC00091426-02"	"Tox21_400031"	"100-01-6"	144213992	"4-Nitroaniline"	"A"	"A"	"7475"	16-JAN-19 01.02.54.000000000 PM	"O=[N+]([O-])c1ccc(N)cc1"
"NCGC00163344-01"	"Tox21_112050"	"407-41-0"	144205603	"Dexfosfoserine"	"A"	""	"68841"	16-JAN-19 01.02.54.000000000 PM	"O=P(O)(O)OC[C@H](N)C(=O)O"
"NCGC00094446-03"	"Tox21_111282"	"16595-80-5"	144204834	"Levamisole hydrochloride"	"A"	"A"	"27944"	16-JAN-19 01.02.54.000000000 PM	"Cl.N1=C3SCCN3C[C@@H]1c2ccccc2"
