assay_name	compound_pubchem_cid	assay_outcome
tox21-mitotox-p1	CID_445070	0
tox21-mitotox-p1	CID_53735	0
tox21-mitotox-p1	CID_5366415	0
tox21-mitotox-p1	CID_17888	0
tox21-mitotox-p1	CID_8920	0
tox21-mitotox-p1	CID_176	0
tox21-mitotox-p1	CID_118193	0
tox21-mitotox-p1	CID_21322	0
tox21-mitotox-p1	CID_5365748	0
tox21-mitotox-p1	CID_23673604	0
tox21-mitotox-p1	CID_96170	0
tox21-mitotox-p1	CID_62334	0
tox21-mitotox-p1	CID_62576	0
tox21-mitotox-p1	CID_15998	0
tox21-mitotox-p1	CID_22842	0
tox21-mitotox-p1	CID_23677979	0
tox21-mitotox-p1	CID_6603901	0
tox21-mitotox-p1	CID_61718	0
tox21-mitotox-p1	CID_77117	0
tox21-mitotox-p1	CID_9025	0
tox21-mitotox-p1	CID_23687810	0
tox21-mitotox-p1	CID_175956	0
tox21-mitotox-p1	CID_19707	0
tox21-mitotox-p1	CID_77288	0
tox21-mitotox-p1	CID_61124	0
tox21-mitotox-p1	CID_8432	0
tox21-mitotox-p1	CID_19800	0
tox21-mitotox-p1	CID_90098	0
tox21-mitotox-p1	CID_116529	0
tox21-mitotox-p1	CID_61670	0
tox21-mitotox-p1	CID_75171	0
tox21-mitotox-p1	CID_87820	0
tox21-mitotox-p1	CID_53172	0
tox21-mitotox-p1	CID_118285	0
tox21-mitotox-p1	CID_1678	0
tox21-mitotox-p1	CID_5271566	0
tox21-mitotox-p1	CID_802	0
tox21-mitotox-p1	CID_8870	0
tox21-mitotox-p1	CID_8499	0
tox21-mitotox-p1	CID_9989	0
tox21-mitotox-p1	CID_6532	0
tox21-mitotox-p1	CID_5362792	0
tox21-mitotox-p1	CID_23679813	0
tox21-mitotox-p1	CID_20641892	0
tox21-mitotox-p1	CID_8712	0
tox21-mitotox-p1	CID_520148	0
tox21-mitotox-p1	CID_75538	0
tox21-mitotox-p1	CID_8863	0
tox21-mitotox-p1	CID_61417	0
tox21-mitotox-p1	CID_33960	0
tox21-mitotox-p1	CID_7570	0
tox21-mitotox-p1	CID_24838	0
tox21-mitotox-p1	CID_8175	0
tox21-mitotox-p1	CID_69885	0
tox21-mitotox-p1	CID_120101	0
tox21-mitotox-p1	CID_134976	0
tox21-mitotox-p1	CID_8064	0
tox21-mitotox-p1	CID_12573	0
tox21-mitotox-p1	CID_14899	0
tox21-mitotox-p1	CID_1318	0
tox21-mitotox-p1	CID_7455	0
tox21-mitotox-p1	CID_6616	0
tox21-mitotox-p1	CID_4610	0
tox21-mitotox-p1	CID_6819	0
tox21-mitotox-p1	CID_16316	0
tox21-mitotox-p1	CID_6809	0
tox21-mitotox-p1	CID_18617	0
tox21-mitotox-p1	CID_31288	0
tox21-mitotox-p1	CID_79414	0
tox21-mitotox-p1	CID_8314	0
tox21-mitotox-p1	CID_8858	0
tox21-mitotox-p1	CID_26955	0
tox21-mitotox-p1	CID_326	0
tox21-mitotox-p1	CID_5759	0
tox21-mitotox-p1	CID_66854	0
tox21-mitotox-p1	CID_7931	0
tox21-mitotox-p1	CID_5284341	0
tox21-mitotox-p1	CID_10197650	0
tox21-mitotox-p1	CID_8375	0
tox21-mitotox-p1	CID_8617	0
tox21-mitotox-p1	CID_24261	0
tox21-mitotox-p1	CID_230976	0
tox21-mitotox-p1	CID_11245	0
tox21-mitotox-p1	CID_11356	0
tox21-mitotox-p1	CID_11560	0
tox21-mitotox-p1	CID_11750	0
tox21-mitotox-p1	CID_11875	0
tox21-mitotox-p1	CID_11910	0
tox21-mitotox-p1	CID_12018	0
tox21-mitotox-p1	CID_12091	0
tox21-mitotox-p1	CID_6115	0
tox21-mitotox-p1	CID_53462	0
tox21-mitotox-p1	CID_10473	0
tox21-mitotox-p1	CID_77290	0
tox21-mitotox-p1	CID_88365	0
tox21-mitotox-p1	CID_11568	0
tox21-mitotox-p1	CID_12589	0
tox21-mitotox-p1	CID_7281	0
tox21-mitotox-p1	CID_7508	0
tox21-mitotox-p1	CID_7500	0
tox21-mitotox-p1	CID_62430	0
tox21-mitotox-p1	CID_23669624	0
tox21-mitotox-p1	CID_7319	0
tox21-mitotox-p1	CID_6420	0
tox21-mitotox-p1	CID_527	0
tox21-mitotox-p1	CID_10387	0
tox21-mitotox-p1	CID_6395	0
tox21-mitotox-p1	CID_7303	0
tox21-mitotox-p1	CID_95416	0
tox21-mitotox-p1	CID_13165	0
tox21-mitotox-p1	CID_22833326	0
tox21-mitotox-p1	CID_7946	0
tox21-mitotox-p1	CID_50896	0
tox21-mitotox-p1	CID_8144	0
tox21-mitotox-p1	CID_7092	0
tox21-mitotox-p1	CID_156395	0
tox21-mitotox-p1	CID_3058503	0
tox21-mitotox-p1	CID_71580	0
tox21-mitotox-p1	CID_60196310	0
tox21-mitotox-p1	CID_60196311	0
tox21-mitotox-p1	CID_60196312	0
tox21-mitotox-p1	CID_92942	0
tox21-mitotox-p1	CID_3030770	0
tox21-mitotox-p1	CID_60977	0
tox21-mitotox-p1	CID_3048355	0
tox21-mitotox-p1	CID_62300	0
tox21-mitotox-p1	CID_60196316	0
tox21-mitotox-p1	CID_60196317	0
tox21-mitotox-p1	CID_60196318	0
tox21-mitotox-p1	CID_60196319	0
tox21-mitotox-p1	CID_118031	0
tox21-mitotox-p1	CID_16003	0
tox21-mitotox-p1	CID_23675081	0
tox21-mitotox-p1	CID_13223	0
tox21-mitotox-p1	CID_7720	0
tox21-mitotox-p1	CID_8496	0
tox21-mitotox-p1	CID_9895468	0
tox21-mitotox-p1	CID_6786	0
tox21-mitotox-p1	CID_21954	0
tox21-mitotox-p1	CID_7624	0
tox21-mitotox-p1	CID_17891	0
tox21-mitotox-p1	CID_15765	0
tox21-mitotox-p1	CID_5543	0
tox21-mitotox-p1	CID_60995	0
tox21-mitotox-p1	CID_7542	0
tox21-mitotox-p1	CID_5364079	0
tox21-mitotox-p1	CID_15575641	0
tox21-mitotox-p1	CID_113606	0
tox21-mitotox-p1	CID_66187	0
tox21-mitotox-p1	CID_8088	0
tox21-mitotox-p1	CID_7828	0
tox21-mitotox-p1	CID_7710	0
tox21-mitotox-p1	CID_8114	0
tox21-mitotox-p1	CID_7660	0
tox21-mitotox-p1	CID_213021	0
tox21-mitotox-p1	CID_15965	0
tox21-mitotox-p1	CID_5367650	0
tox21-mitotox-p1	CID_52923	0
tox21-mitotox-p1	CID_66357	0
tox21-mitotox-p1	CID_6915	0
tox21-mitotox-p1	CID_61005	0
tox21-mitotox-p1	CID_3794540	0
tox21-mitotox-p1	CID_8140	0
tox21-mitotox-p1	CID_17722	0
tox21-mitotox-p1	CID_16212360	0
tox21-mitotox-p1	CID_10908	0
tox21-mitotox-p1	CID_15069	0
tox21-mitotox-p1	CID_2735101	0
tox21-mitotox-p1	CID_23665761	0
tox21-mitotox-p1	CID_135191	0
tox21-mitotox-p1	CID_637759	0
tox21-mitotox-p1	CID_21080	0
tox21-mitotox-p1	CID_52997	0
tox21-mitotox-p1	CID_75706	0
tox21-mitotox-p1	CID_33443	0
tox21-mitotox-p1	CID_93162	0
tox21-mitotox-p1	CID_1549133	0
tox21-mitotox-p1	CID_7272	0
tox21-mitotox-p1	CID_13345	0
tox21-mitotox-p1	CID_83268	0
tox21-mitotox-p1	CID_3034351	0
tox21-mitotox-p1	CID_6730	0
tox21-mitotox-p1	CID_21768	0
tox21-mitotox-p1	CID_76857	0
tox21-mitotox-p1	CID_546717	0
tox21-mitotox-p1	CID_12180	0
tox21-mitotox-p1	CID_12163	0
tox21-mitotox-p1	CID_61151	0
tox21-mitotox-p1	CID_87425	0
tox21-mitotox-p1	CID_18756	0
tox21-mitotox-p1	CID_21576	0
tox21-mitotox-p1	CID_15612	0
tox21-mitotox-p1	CID_8880	0
tox21-mitotox-p1	CID_16683978	0
tox21-mitotox-p1	CID_90038	0
tox21-mitotox-p1	CID_75821	0
tox21-mitotox-p1	CID_61953	0
tox21-mitotox-p1	CID_67174	0
tox21-mitotox-p1	CID_13591	0
tox21-mitotox-p1	CID_17739	0
tox21-mitotox-p1	CID_101010	0
tox21-mitotox-p1	CID_5320128	0
tox21-mitotox-p1	CID_70151	0
tox21-mitotox-p1	CID_10154203	0
tox21-mitotox-p1	CID_137829	0
tox21-mitotox-p1	CID_60196433	0
tox21-mitotox-p1	CID_234237	0
tox21-mitotox-p1	CID_107217	0
tox21-mitotox-p1	CID_18522	0
tox21-mitotox-p1	CID_8159	0
tox21-mitotox-p1	CID_61209	0
tox21-mitotox-p1	CID_62092	0
tox21-mitotox-p1	CID_62661	0
tox21-mitotox-p1	CID_12150	0
tox21-mitotox-p1	CID_62441	0
tox21-mitotox-p1	CID_34286	0
tox21-mitotox-p1	CID_5281516	0
tox21-mitotox-p1	CID_91410	0
tox21-mitotox-p1	CID_95392	0
tox21-mitotox-p1	CID_11855	0
tox21-mitotox-p1	CID_12389	0
tox21-mitotox-p1	CID_12433	0
tox21-mitotox-p1	CID_7153	0
tox21-mitotox-p1	CID_11972	0
tox21-mitotox-p1	CID_12542	0
tox21-mitotox-p1	CID_6385	0
tox21-mitotox-p1	CID_2723949	0
tox21-mitotox-p1	CID_4	0
tox21-mitotox-p1	CID_7122	0
tox21-mitotox-p1	CID_4875	0
tox21-mitotox-p1	CID_1136	0
tox21-mitotox-p1	CID_14284	0
tox21-mitotox-p1	CID_77487	0
tox21-mitotox-p1	CID_12296	0
tox21-mitotox-p1	CID_7483	0
tox21-mitotox-p1	CID_12302	0
tox21-mitotox-p1	CID_12364	0
tox21-mitotox-p1	CID_5356785	0
tox21-mitotox-p1	CID_106729	0
tox21-mitotox-p1	CID_6332	0
tox21-mitotox-p1	CID_6358	0
tox21-mitotox-p1	CID_6366	0
tox21-mitotox-p1	CID_13032	0
tox21-mitotox-p1	CID_6564	0
tox21-mitotox-p1	CID_6570	0
tox21-mitotox-p1	CID_6588	0
tox21-mitotox-p1	CID_398	0
tox21-mitotox-p1	CID_6637	0
tox21-mitotox-p1	CID_6658	0
tox21-mitotox-p1	CID_157882	0
tox21-mitotox-p1	CID_82261	0
tox21-mitotox-p1	CID_23670844	0
tox21-mitotox-p1	CID_8407	0
tox21-mitotox-p1	CID_11597	0
tox21-mitotox-p1	CID_6214	0
tox21-mitotox-p1	CID_13436	0
tox21-mitotox-p1	CID_11124	0
tox21-mitotox-p1	CID_87154	0
tox21-mitotox-p1	CID_85557	0
tox21-mitotox-p1	CID_12703	0
tox21-mitotox-p1	CID_25213	0
tox21-mitotox-p1	CID_12574	0
tox21-mitotox-p1	CID_7798	0
tox21-mitotox-p1	CID_8078	0
tox21-mitotox-p1	CID_19996	0
tox21-mitotox-p1	CID_10567	0
tox21-mitotox-p1	CID_7470	0
tox21-mitotox-p1	CID_6568	0
tox21-mitotox-p1	CID_8495	0
tox21-mitotox-p1	CID_2723822	0
tox21-mitotox-p1	CID_25914	0
tox21-mitotox-p1	CID_10438	0
tox21-mitotox-p1	CID_16069365	0
tox21-mitotox-p1	CID_7525	0
tox21-mitotox-p1	CID_11424880	0
tox21-mitotox-p1	CID_7497	0
tox21-mitotox-p1	CID_43234	0
tox21-mitotox-p1	CID_8178	0
tox21-mitotox-p1	CID_27189	0
tox21-mitotox-p1	CID_8094	0
tox21-mitotox-p1	CID_8209	0
tox21-mitotox-p1	CID_60196321	0
tox21-mitotox-p1	CID_60196322	0
tox21-mitotox-p1	CID_46783063	0
tox21-mitotox-p1	CID_60196324	0
tox21-mitotox-p1	CID_60196325	0
tox21-mitotox-p1	CID_60196327	0
tox21-mitotox-p1	CID_60196328	0
tox21-mitotox-p1	CID_9844225	0
tox21-mitotox-p1	CID_60196329	0
tox21-mitotox-p1	CID_66124	0
tox21-mitotox-p1	CID_60196330	0
tox21-mitotox-p1	CID_6321225	0
tox21-mitotox-p1	CID_21124389	0
tox21-mitotox-p1	CID_66264	0
tox21-mitotox-p1	CID_2164	0
tox21-mitotox-p1	CID_30019	0
tox21-mitotox-p1	CID_23663870	0
tox21-mitotox-p1	CID_6479	0
tox21-mitotox-p1	CID_178019	0
tox21-mitotox-p1	CID_9872438	0
tox21-mitotox-p1	CID_94037	0
tox21-mitotox-p1	CID_18551400	0
tox21-mitotox-p1	CID_75066	0
tox21-mitotox-p1	CID_13232	0
tox21-mitotox-p1	CID_7476	0
tox21-mitotox-p1	CID_9554	0
tox21-mitotox-p1	CID_7601	0
tox21-mitotox-p1	CID_14300	0
tox21-mitotox-p1	CID_26989	0
tox21-mitotox-p1	CID_115224	0
tox21-mitotox-p1	CID_33775	0
tox21-mitotox-p1	CID_13905	0
tox21-mitotox-p1	CID_21307	0
tox21-mitotox-p1	CID_91758	0
tox21-mitotox-p1	CID_61510	0
tox21-mitotox-p1	CID_90462	0
tox21-mitotox-p1	CID_8056	0
tox21-mitotox-p1	CID_22563	0
tox21-mitotox-p1	CID_86429	0
tox21-mitotox-p1	CID_86266	0
tox21-mitotox-p1	CID_69413	0
tox21-mitotox-p1	CID_23672589	0
tox21-mitotox-p1	CID_439260	0
tox21-mitotox-p1	CID_31260	0
tox21-mitotox-p1	CID_9274	0
tox21-mitotox-p1	CID_14529	0
tox21-mitotox-p1	CID_5364495	0
tox21-mitotox-p1	CID_16002	0
tox21-mitotox-p1	CID_7612	0
tox21-mitotox-p1	CID_61571	0
tox21-mitotox-p1	CID_3325	0
tox21-mitotox-p1	CID_66308	0
tox21-mitotox-p1	CID_27689	0
tox21-mitotox-p1	CID_69985	0
tox21-mitotox-p1	CID_20084	0
tox21-mitotox-p1	CID_91822	0
tox21-mitotox-p1	CID_27979	0
tox21-mitotox-p1	CID_102293	0
tox21-mitotox-p1	CID_875	0
tox21-mitotox-p1	CID_3067270	0
tox21-mitotox-p1	CID_61931	0
tox21-mitotox-p1	CID_81196	0
tox21-mitotox-p1	CID_24210	0
tox21-mitotox-p1	CID_87329	0
tox21-mitotox-p1	CID_13617	0
tox21-mitotox-p1	CID_439250	0
tox21-mitotox-p1	CID_81882	0
tox21-mitotox-p1	CID_20861	0
tox21-mitotox-p1	CID_1796220	0
tox21-mitotox-p1	CID_72921	0
tox21-mitotox-p1	CID_23663624	0
tox21-mitotox-p1	CID_1252759	0
tox21-mitotox-p1	CID_11957	0
tox21-mitotox-p1	CID_7966	0
tox21-mitotox-p1	CID_6997	0
tox21-mitotox-p1	CID_2735009	0
tox21-mitotox-p1	CID_24842	0
tox21-mitotox-p1	CID_6466	0
tox21-mitotox-p1	CID_7583	0
tox21-mitotox-p1	CID_86287524	0
tox21-mitotox-p1	CID_92938	0
tox21-mitotox-p1	CID_61384	0
tox21-mitotox-p1	CID_539829	0
tox21-mitotox-p1	CID_23173	0
tox21-mitotox-p1	CID_31226	0
tox21-mitotox-p1	CID_3354132	0
tox21-mitotox-p1	CID_69091	0
tox21-mitotox-p1	CID_5352539	0
tox21-mitotox-p1	CID_91333	0
tox21-mitotox-p1	CID_62098	0
tox21-mitotox-p1	CID_97004	0
tox21-mitotox-p1	CID_61346	0
tox21-mitotox-p1	CID_88454	0
tox21-mitotox-p1	CID_76476	0
tox21-mitotox-p1	CID_31224	0
tox21-mitotox-p1	CID_62835	0
tox21-mitotox-p1	CID_17258	0
tox21-mitotox-p1	CID_15909	0
tox21-mitotox-p1	CID_7977	0
tox21-mitotox-p1	CID_5798	0
tox21-mitotox-p1	CID_12388	0
tox21-mitotox-p1	CID_11317	0
tox21-mitotox-p1	CID_8030	0
tox21-mitotox-p1	CID_643833	0
tox21-mitotox-p1	CID_76985	0
tox21-mitotox-p1	CID_21660	0
tox21-mitotox-p1	CID_6113	0
tox21-mitotox-p1	CID_62660	0
tox21-mitotox-p1	CID_13594	0
tox21-mitotox-p1	CID_13676	0
tox21-mitotox-p1	CID_6396	0
tox21-mitotox-p1	CID_31284	0
tox21-mitotox-p1	CID_18170	0
tox21-mitotox-p1	CID_11138	0
tox21-mitotox-p1	CID_7498	0
tox21-mitotox-p1	CID_642197	0
tox21-mitotox-p1	CID_6537505	0
tox21-mitotox-p1	CID_6561	0
tox21-mitotox-p1	CID_6894	0
tox21-mitotox-p1	CID_6974	0
tox21-mitotox-p1	CID_6996	0
tox21-mitotox-p1	CID_7046	0
tox21-mitotox-p1	CID_7102	0
tox21-mitotox-p1	CID_13610	0
tox21-mitotox-p1	CID_7236	0
tox21-mitotox-p1	CID_7250	0
tox21-mitotox-p1	CID_7262	0
tox21-mitotox-p1	CID_7374	0
tox21-mitotox-p1	CID_7423	0
tox21-mitotox-p1	CID_7441	0
tox21-mitotox-p1	CID_7838	0
tox21-mitotox-p1	CID_7719	0
tox21-mitotox-p1	CID_8494	0
tox21-mitotox-p1	CID_16637	0
tox21-mitotox-p1	CID_10423	0
tox21-mitotox-p1	CID_11684	0
tox21-mitotox-p1	CID_6737	0
tox21-mitotox-p1	CID_6921	0
tox21-mitotox-p1	CID_7745	0
tox21-mitotox-p1	CID_31230	0
tox21-mitotox-p1	CID_5787	0
tox21-mitotox-p1	CID_181978	0
tox21-mitotox-p1	CID_7909	0
tox21-mitotox-p1	CID_12418	0
tox21-mitotox-p1	CID_54675810	0
tox21-mitotox-p1	CID_517058	0
tox21-mitotox-p1	CID_7809	0
tox21-mitotox-p1	CID_15458	0
tox21-mitotox-p1	CID_8717	0
tox21-mitotox-p1	CID_11509	0
tox21-mitotox-p1	CID_3083585	0
tox21-mitotox-p1	CID_14357	0
tox21-mitotox-p1	CID_11604	0
tox21-mitotox-p1	CID_6502	0
tox21-mitotox-p1	CID_9562060	0
tox21-mitotox-p1	CID_10907	0
tox21-mitotox-p1	CID_39424	0
tox21-mitotox-p1	CID_13286	0
tox21-mitotox-p1	CID_7789	0
tox21-mitotox-p1	CID_8345	0
tox21-mitotox-p1	CID_2202	0
tox21-mitotox-p1	CID_12259684	0
tox21-mitotox-p1	CID_24802109	0
tox21-mitotox-p1	CID_6442928	0
tox21-mitotox-p1	CID_15984075	0
tox21-mitotox-p1	CID_5359421	0
tox21-mitotox-p1	CID_3057998	0
tox21-mitotox-p1	CID_10257	0
tox21-mitotox-p1	CID_60196334	0
tox21-mitotox-p1	CID_60196335	0
tox21-mitotox-p1	CID_4980	0
tox21-mitotox-p1	CID_102710	0
tox21-mitotox-p1	CID_197059	0
tox21-mitotox-p1	CID_10624	0
tox21-mitotox-p1	CID_50878597	0
tox21-mitotox-p1	CID_2776282	0
tox21-mitotox-p1	CID_9810771	0
tox21-mitotox-p1	CID_20478723	0
tox21-mitotox-p1	CID_8115	0
tox21-mitotox-p1	CID_19539	0
tox21-mitotox-p1	CID_443755	0
tox21-mitotox-p1	CID_91500	0
tox21-mitotox-p1	CID_9910393	0
tox21-mitotox-p1	CID_521998	0
tox21-mitotox-p1	CID_7793	0
tox21-mitotox-p1	CID_8827	0
tox21-mitotox-p1	CID_16562	0
tox21-mitotox-p1	CID_76748	0
tox21-mitotox-p1	CID_24350	0
tox21-mitotox-p1	CID_15546	0
tox21-mitotox-p1	CID_92431	0
tox21-mitotox-p1	CID_16760189	0
tox21-mitotox-p1	CID_12968	0
tox21-mitotox-p1	CID_6328651	0
tox21-mitotox-p1	CID_8693	0
tox21-mitotox-p1	CID_30479	0
tox21-mitotox-p1	CID_7749	0
tox21-mitotox-p1	CID_32241	0
tox21-mitotox-p1	CID_517827	0
tox21-mitotox-p1	CID_50897	0
tox21-mitotox-p1	CID_10560	0
tox21-mitotox-p1	CID_7877	0
tox21-mitotox-p1	CID_12813	0
tox21-mitotox-p1	CID_50465	0
tox21-mitotox-p1	CID_23700088	0
tox21-mitotox-p1	CID_15415	0
tox21-mitotox-p1	CID_16726	0
tox21-mitotox-p1	CID_11843	0
tox21-mitotox-p1	CID_6434236	0
tox21-mitotox-p1	CID_9013	0
tox21-mitotox-p1	CID_54744	0
tox21-mitotox-p1	CID_14240	0
tox21-mitotox-p1	CID_13134	0
tox21-mitotox-p1	CID_13075	0
tox21-mitotox-p1	CID_61285	0
tox21-mitotox-p1	CID_7400	0
tox21-mitotox-p1	CID_459494	0
tox21-mitotox-p1	CID_78950	0
tox21-mitotox-p1	CID_997	0
tox21-mitotox-p1	CID_23672329	0
tox21-mitotox-p1	CID_8738	0
tox21-mitotox-p1	CID_119716	0
tox21-mitotox-p1	CID_17434	0
tox21-mitotox-p1	CID_6145	0
tox21-mitotox-p1	CID_36679	0
tox21-mitotox-p1	CID_110747	0
tox21-mitotox-p1	CID_30914	0
tox21-mitotox-p1	CID_60196424	0
tox21-mitotox-p1	CID_16135	0
tox21-mitotox-p1	CID_1549025	0
tox21-mitotox-p1	CID_62371	0
tox21-mitotox-p1	CID_108312	0
tox21-mitotox-p1	CID_35969	0
tox21-mitotox-p1	CID_11355992	0
tox21-mitotox-p1	CID_78452	0
tox21-mitotox-p1	CID_14296	0
tox21-mitotox-p1	CID_67060	0
tox21-mitotox-p1	CID_4292413	0
tox21-mitotox-p1	CID_16891	0
tox21-mitotox-p1	CID_12398	0
tox21-mitotox-p1	CID_66793	0
tox21-mitotox-p1	CID_7043	0
tox21-mitotox-p1	CID_84872	0
tox21-mitotox-p1	CID_60196427	0
tox21-mitotox-p1	CID_9216	0
tox21-mitotox-p1	CID_743	0
tox21-mitotox-p1	CID_23676814	0
tox21-mitotox-p1	CID_7903	0
tox21-mitotox-p1	CID_12967	0
tox21-mitotox-p1	CID_122903	0
tox21-mitotox-p1	CID_66666	0
tox21-mitotox-p1	CID_31223	0
tox21-mitotox-p1	CID_8167	0
tox21-mitotox-p1	CID_5352837	0
tox21-mitotox-p1	CID_16821	0
tox21-mitotox-p1	CID_7632	0
tox21-mitotox-p1	CID_39801	0
tox21-mitotox-p1	CID_10886	0
tox21-mitotox-p1	CID_14489	0
tox21-mitotox-p1	CID_5365049	0
tox21-mitotox-p1	CID_5355850	0
tox21-mitotox-p1	CID_5362564	0
tox21-mitotox-p1	CID_66760	0
tox21-mitotox-p1	CID_61660	0
tox21-mitotox-p1	CID_60196432	0
tox21-mitotox-p1	CID_6553885	0
tox21-mitotox-p1	CID_86015	0
tox21-mitotox-p1	CID_15461361	0
tox21-mitotox-p1	CID_31251	0
tox21-mitotox-p1	CID_8380	0
tox21-mitotox-p1	CID_4420067	0
tox21-mitotox-p1	CID_4445035	0
tox21-mitotox-p1	CID_8168	0
tox21-mitotox-p1	CID_73674	0
tox21-mitotox-p1	CID_7395	0
tox21-mitotox-p1	CID_10129	0
tox21-mitotox-p1	CID_6571	0
tox21-mitotox-p1	CID_6510	0
tox21-mitotox-p1	CID_14896	0
tox21-mitotox-p1	CID_18050	0
tox21-mitotox-p1	CID_15313	0
tox21-mitotox-p1	CID_165286	0
tox21-mitotox-p1	CID_7521	0
tox21-mitotox-p1	CID_15439	0
tox21-mitotox-p1	CID_19920	0
tox21-mitotox-p1	CID_6569	0
tox21-mitotox-p1	CID_7216	0
tox21-mitotox-p1	CID_5391	0
tox21-mitotox-p1	CID_8924	0
tox21-mitotox-p1	CID_75103	0
tox21-mitotox-p1	CID_11659	0
tox21-mitotox-p1	CID_54960	0
tox21-mitotox-p1	CID_8442	0
tox21-mitotox-p1	CID_71833	0
tox21-mitotox-p1	CID_8809	0
tox21-mitotox-p1	CID_440917	0
tox21-mitotox-p1	CID_6428	0
tox21-mitotox-p1	CID_6563	0
tox21-mitotox-p1	CID_10452	0
tox21-mitotox-p1	CID_7923	0
tox21-mitotox-p1	CID_11733	0
tox21-mitotox-p1	CID_3024	0
tox21-mitotox-p1	CID_6942	0
tox21-mitotox-p1	CID_8146	0
tox21-mitotox-p1	CID_31261	0
tox21-mitotox-p1	CID_6829	0
tox21-mitotox-p1	CID_7386	0
tox21-mitotox-p1	CID_61012	0
tox21-mitotox-p1	CID_638144	0
tox21-mitotox-p1	CID_2777982	0
tox21-mitotox-p1	CID_7766	0
tox21-mitotox-p1	CID_11783	0
tox21-mitotox-p1	CID_10900	0
tox21-mitotox-p1	CID_6899	0
tox21-mitotox-p1	CID_7426	0
tox21-mitotox-p1	CID_8058	0
tox21-mitotox-p1	CID_12682	0
tox21-mitotox-p1	CID_24752	0
tox21-mitotox-p1	CID_24116	0
tox21-mitotox-p1	CID_16907	0
tox21-mitotox-p1	CID_5827	0
tox21-mitotox-p1	CID_6650	0
tox21-mitotox-p1	CID_23689980	0
tox21-mitotox-p1	CID_7854	0
tox21-mitotox-p1	CID_5375199	0
tox21-mitotox-p1	CID_701	0
tox21-mitotox-p1	CID_91555	0
tox21-mitotox-p1	CID_8881	0
tox21-mitotox-p1	CID_6419	0
tox21-mitotox-p1	CID_10226	0
tox21-mitotox-p1	CID_62553	0
tox21-mitotox-p1	CID_11927	0
tox21-mitotox-p1	CID_23565	0
tox21-mitotox-p1	CID_66172	0
tox21-mitotox-p1	CID_8561	0
tox21-mitotox-p1	CID_169132	0
tox21-mitotox-p1	CID_31357	0
tox21-mitotox-p1	CID_62558	0
tox21-mitotox-p1	CID_15600	0
tox21-mitotox-p1	CID_120070	0
tox21-mitotox-p1	CID_6328684	0
tox21-mitotox-p1	CID_38347	0
tox21-mitotox-p1	CID_11556711	0
tox21-mitotox-p1	CID_4156	0
tox21-mitotox-p1	CID_25059	0
tox21-mitotox-p1	CID_7965	0
tox21-mitotox-p1	CID_6595	0
tox21-mitotox-p1	CID_6895	0
tox21-mitotox-p1	CID_8831	0
tox21-mitotox-p1	CID_243694	0
tox21-mitotox-p1	CID_4790	0
tox21-mitotox-p1	CID_78202	0
tox21-mitotox-p1	CID_9866250	0
tox21-mitotox-p1	CID_174	0
tox21-mitotox-p1	CID_20392	0
tox21-mitotox-p1	CID_24180709	0
tox21-mitotox-p1	CID_7555	0
tox21-mitotox-p1	CID_91739	0
tox21-mitotox-p1	CID_4096	0
tox21-mitotox-p1	CID_7506	0
tox21-mitotox-p1	CID_26229	0
tox21-mitotox-p1	CID_5216	0
tox21-mitotox-p1	CID_10442	0
tox21-mitotox-p1	CID_154915	0
tox21-mitotox-p1	CID_13878	0
tox21-mitotox-p1	CID_69705	0
tox21-mitotox-p1	CID_18831	0
tox21-mitotox-p1	CID_28999	0
tox21-mitotox-p1	CID_5355856	0
tox21-mitotox-p1	CID_6259842	0
tox21-mitotox-p1	CID_9411	0
tox21-mitotox-p1	CID_33360	0
tox21-mitotox-p1	CID_4109	0
tox21-mitotox-p1	CID_74651	0
tox21-mitotox-p1	CID_7655	0
tox21-mitotox-p1	CID_235414	0
tox21-mitotox-p1	CID_75227	0
tox21-mitotox-p1	CID_13754	0
tox21-mitotox-p1	CID_16004722	0
tox21-mitotox-p1	CID_6919	0
tox21-mitotox-p1	CID_20936	0
tox21-mitotox-p1	CID_24874	0
tox21-mitotox-p1	CID_93079	0
tox21-mitotox-p1	CID_91984	0
tox21-mitotox-p1	CID_21202	0
tox21-mitotox-p1	CID_6850780	0
tox21-mitotox-p1	CID_60196428	0
tox21-mitotox-p1	CID_18055	0
tox21-mitotox-p1	CID_31214	0
tox21-mitotox-p1	CID_81080	0
tox21-mitotox-p1	CID_69627	0
tox21-mitotox-p1	CID_21921	0
tox21-mitotox-p1	CID_79571	0
tox21-mitotox-p1	CID_6433266	0
tox21-mitotox-p1	CID_3720192	0
tox21-mitotox-p1	CID_11093	0
tox21-mitotox-p1	CID_22344	0
tox21-mitotox-p1	CID_13382	0
tox21-mitotox-p1	CID_12344	0
tox21-mitotox-p1	CID_10953	0
tox21-mitotox-p1	CID_20417	0
tox21-mitotox-p1	CID_91683	0
tox21-mitotox-p1	CID_16683	0
tox21-mitotox-p1	CID_77780	0
tox21-mitotox-p1	CID_23690437	0
tox21-mitotox-p1	CID_17617	0
tox21-mitotox-p1	CID_171018	0
tox21-mitotox-p1	CID_3086157	0
tox21-mitotox-p1	CID_7116	0
tox21-mitotox-p1	CID_75345	0
tox21-mitotox-p1	CID_60196419	0
tox21-mitotox-p1	CID_69685	0
